ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"mel:20.500.11766/8633";"Reducing land degradation and farmers’ vulnerability to climate change in the highland dry areas of north-western Ethiopia inception workshop agenda";"";"Reducing land degradation and farmers’ vulnerability to climate change in the highland dry areas of north-western Ethiopia inception workshop agenda.";"Zucca, Claudio
Asargew, Fekremariam";"";"";"International Center for Agricultural Research in the Dry Areas";"2016-06-30";"en";"climate change;land degradation";"Land, Climate Change & Environment";"014;ETH";"Training Resources & Tools";"https://hdl.handle.net/20.500.11766/8633";"https://mel.cgiar.org/reporting/download/hash/JKonIMzZ";"https://mel.cgiar.org/graph/getthumbhash/hash/JKonIMzZ/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/5615";"Congruence of appropriation and provision in collective water provision in Central Namibia";"";"Achieving cooperation in natural resource management is always
a challenge when incentives exist for an individual to maximise her short term
benefits at the cost of a group. We study a public good social dilemma in water
infrastructure provision on land reform farms in Namibia. In the context of the
Namibian land reform, arbitrarily mixed groups of livestock farmers have to share
the operation and maintenance of water infrastructure. Typically, water is mainly
used for livestock production, and livestock numbers are subject to high fluctuations
due to the given environmental conditions. Our paper assesses how alternative
payment systems with differing congruence of provision and appropriation support
the cooperation in the group given the ever-changing equilibria. In a first step,
we conducted an exploratory overview of the social-ecological system of central
Namibian land reform projects. The Social Ecological System (SES) Framework
served as a guideline for this assessment (Ostrom 2009). Taking the complexity of
the cooperation situation into account, in the second step we designed a role-play
that is based on a social-ecological simulation model. The role-play simulates the
real-life decision situations of land reform beneficiaries wherein equilibria are
permanently changing. This approach helped us to not only better understand the
cooperation challenges of Namibian land reform beneficiaries, but also supported stakeholders in their decision making and institution building. Our study provides
evidence to support that land reform beneficiaries increase their contributions as
they own more livestock and as other group members increase their payments.
Nevertheless, only groups with relatively homogeneous livestock endowments
manage to agree on payment rules. Interestingly, the dominant rule is an “equal
payment per farmer” and not a “payment per head of livestock”, though the latter
would imply a higher congruence of provision and appropriation.";"Falk, Thomas
Lohmann, Dirk
Azebaze, Nadege";"";"Utrecht University Library Open Access Journals (Uopen Journals)";"International Center for Agricultural Research in the Dry Areas";"2016-12-31";"en";"land reform;rangelands";"Rangelands, Drylands & Pastoralism";"018;NAM";"Journal Articles & Books";"https://hdl.handle.net/20.500.11766/5615";"https://mel.cgiar.org/reporting/download/hash/HulIKiHg";"https://mel.cgiar.org/graph/getthumbhash/hash/HulIKiHg/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/5612";"Community Participation in Decentralized Management of Natural Resources in the Southern Region of Mali";"";"Decentralized governance of natural resources is considered one of the key strategies for promoting sustainable
management of natural resources at local level. Effective decentralized natural resource management requires
strong local natural resource institutions. Therefore, strengthening local institutions governing the management
of natural resources is one of the core principles of decentralization reforms in Francophone West Africa
countries. This study assessed the existing local institutions (rules, norms and or local conventions) governing
the management of natural resources and forms of community participation in the development of these natural
resource institutions. Our findings showed significant variation within the study sites regarding the level of
knowledge of existing local rules and norms governing the management of natural resources by the respondents.
Results showed that the level of knowledge of local conventions was significantly (P < 0.05) higher in the
district of Bougouni than in the district of Koutiala (a score of 3.16 compared to 1.70 on a scale of 0 to 4).This
study shows also that participation was dominated by a small group of individuals, often community leaders and
elites. The results suggest that women are marginalized. Presently, the big challenge that faces the institutions
governing natural resource use in the study area is the system of representativeness in the community in the
development of local rules and norms as community leaders and household heads often dominate, which does
not encourage active participation of community members. Therefore, for effective implementation of local
natural resource institutions, the interest of key natural resource users should be taken into account. It is also
important to promote rules and norms that attempt to protect or strengthen women’s access to natural resources
in the community.";"Umutoni, Clarisse
Ayantunde, Augustine
Turner, Matthew D.
Sawadogo, Germain Jérôme";"";"Canadian Center of Science and Education (CCSE)";"International Center for Agricultural Research in the Dry Areas";"2016-03-31";"en";"desertification";"Land, Climate Change & Environment";"011;MLI";"Journal Articles & Books";"https://hdl.handle.net/20.500.11766/5612";"https://mel.cgiar.org/reporting/download/hash/Nwtdn80p";"https://mel.cgiar.org/graph/getthumbhash/hash/Nwtdn80p/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/8386";"Modelling land-use decisions in production systems involving multiple crops and varieties";"";"This paper argues and provides empirical evidence that trade-offs and/or complementarities are
inherent in technological options that shape the adoption of and land-use decisions in production
systems involving multiple crops in Ethiopia. By applying a fractional response model to a
nationally representative sample of 1 469 households, this paper found that, while there are tradeoffs
in the land-use decisions regarding barley and potatoes, there are complementarities in the
land-use decisions of their improved varieties. A striking result from this analysis is that the
frequency of extension visits does not affect land allocation among crops and their improved
varieties, which, in the light of the very high density of extension personnel in Ethiopia, shows the
poor performance of the extension service delivery system. These results imply that the analysis of
smallholder adoption decisions and agricultural technology targeting needs to consider all major
crops in the farmers’ portfolio, and Ethiopia should consider overhauling its extension service
delivery systems.";"Yigezu, Yigezu
Yirga, Chilot
Kassie, Girma
Aw-Hassan, Aden A.";"";"The African Association of Agricultural Economists (AAAE)";"International Center for Agricultural Research in the Dry Areas";"2018-09-01";"en";"land use";"";"014;ETH";"Journal Articles & Books";"https://hdl.handle.net/20.500.11766/8386";"https://mel.cgiar.org/reporting/download/hash/4968740b22a5001bc03a848887b60d29";"https://mel.cgiar.org/graph/getthumbhash/hash/4968740b22a5001bc03a848887b60d29/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/5763";"Soil indicators to assess the effectiveness of restoration strategies in dryland ecosystems";"";"Soil indicators may be used for assessing both land
suitability for restoration and the effectiveness of restoration
strategies in restoring ecosystem functioning and services. In
this review paper, several soil indicators, which can be used
to assess the effectiveness of ecological restoration strategies
in dryland ecosystems at different spatial and temporal
scales, are discussed. The selected indicators represent the
different viewpoints of pedology, ecology, hydrology, and
land management. Two overall outcomes stem from the review.
(i) The success of restoration projects relies on a proper
understanding of their ecology, namely the relationships between
soil, plants, hydrology, climate, and land management
at different scales, which are particularly complex due to the
heterogeneous pattern of ecosystems functioning in drylands.
(ii) The selection of the most suitable soil indicators follows
a clear identification of the different and sometimes competing
ecosystem services that the project is aimed at restoring.";"Costantini, Edoardo
Branquinho, Cristina
Nunes, Alice
Schwilch, Gudrun
Stavi, Ilan
Valdecantos, Alejandro
Zucca, Claudio";"";"European Geosciences Union";"International Center for Agricultural Research in the Dry Areas";"2016-03-10";"en";"land;research";"";"001";"Journal Articles & Books";"https://hdl.handle.net/20.500.11766/5763";"https://mel.cgiar.org/reporting/download/hash/63eM1704";"https://mel.cgiar.org/graph/getthumbhash/hash/63eM1704/fetchthumbs/1/file_type/pdf";"CC-BY";"";"";"";""
"mel:20.500.11766/5294";"Herbivore Dynamics and Range Contraction in Kajiado County Kenya: Climate and Land Use Changes, Population Pressures, Governance, Policy and Human-wildlife Conflicts";"";"Wildlife populations are declining severely in many protected areas and unprotected pastoral areas of Africa.
Rapid large-scale land use changes, poaching, climate change, rising population pressures, governance, policy, economic
and socio-cultural transformations and competition with livestock all contribute to the declines in abundance. Here we
analyze the population dynamics of 15 wildlife and four livestock species monitored using aerial surveys from 1977 to
2011 within Kajiado County of Kenya, with a rapidly expanding human population, settlements, cultivation and other
developments. The abundance of the 14 most common wildlife species declined by 67% on average (2% / yr) between
1977 and 2011 in both Eastern (Amboseli Ecosystem) and Western Kajiado. The species that declined the most were
buffalo, impala, wildebeest, waterbuck, oryx, hartebeest, Thomson’s gazelle and gerenuk in Eastern Kajiado (70% to
88%) and oryx, hartebeest, impala, buffalo, waterbuck, giraffe, eland and gerenuk in Western Kajiado (77% to 99%).
Only elephant (115%) and ostrich (216%) numbers increased contemporaneously in Eastern and Western Kajiado,
respectively. Cattle and donkey numbers also decreased on average by 78% in Eastern Kajiado and by 37% in Western
Kajiado. Sheep and goats decreased the least in Eastern (28%) but increased in Western (96%) Kajiadio. Livestock
dominated (70-80%) the total large herbivore biomass throughout the 1977-2011 monitoring period. The distribution of
wildlife contracted dramatically during 1977-2011, most especially for wildebeest, giraffe and impala. Only zebra and
ostrich distributions expanded in the county. However, livestock distribution expanded to densely cover most of the
county. Our findings point to recurrent droughts, intensifying human population pressures, land use changes and other
anthropogenic impacts, decades of ineffective or failed government policies, legislations, law enforcement, management
institutions and strategies as the salient causes of the declines and range compressions. We recommend several urgent
measures to rehabilitate the depleted wildlife populations and habitat richness, restore their ecological resilience to
droughts and secure pastoral livelihoods.";"Ogutu, Joseph O.
Piepho, Hans-Peter
Said, Mohammed
Kifugo, Shem";"";"Bentham Open";"International Center for Agricultural Research in the Dry Areas";"2014-11-30";"en";"climate change";"Land, Climate Change & Environment";"014;KEN";"Journal Articles & Books";"https://hdl.handle.net/20.500.11766/5294";"https://mel.cgiar.org/reporting/download/hash/w3ePOUR3";"https://mel.cgiar.org/graph/getthumbhash/hash/w3ePOUR3/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/8250";"Fighting Land Degradation in the Drylands: NRM Technologies for Crop– Livestock Farming";"";"A tragedy of the commons is unfolding in the rangelands of West Asia and North Africa (WANA), where land is either public or collectively owned. Overgrazing under this land tenure has led to severe land degradation and soil erosion. Poverty and environmental degradation are intertwined in this low-rainfall region, where more than 38 million people live in rural areas and depend mainly on agriculture. Traditional rangeland grazing provides fodder in winter and spring, while in summer and autumn the animals browse cereal stubble and other crop residues. But rangeland feed resources have shrunk from providing 70 per cent of animal feed requirements five decades ago to no more than 25 per cent today. This is mainly because there are more animals but also because of inappropriate land-use policies and lack of secure property rights, all of which fuel unsustainable land use. To stem the degradation, the International Center for Agricultural Research in the Dry Areas (ICARDA) and national partners in Morocco and Tunisia have designed alley cropping technologies that enhance fodder quality and quantity, thereby reducing pressure on the rangelands. The technologies were introduced on marginal lands in the two countries through the Mashreq/Maghreb (M&M) adaptive research project, which combined research on NRM with research on integrated crop–­livestock production.";"Shideed, Kamel
Alary, Veronique
Laamari, Abdalla
El Mourid, Mohamad";"";"International Center for Agricultural Research in the Dry Areas";"International Center for Agricultural Research in the Dry Areas";"2006-11-17";"en";"land degradation";"Land, Climate Change & Environment";"015;MAR;TUN";"Policy Papers & Briefs";"https://hdl.handle.net/20.500.11766/8250";"https://mel.cgiar.org/reporting/download/hash/0jpNP9uY";"https://mel.cgiar.org/graph/getthumbhash/hash/0jpNP9uY/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/4289";"Concepts and Methods of Global Assessment of the Economics of Land Degradation and Improvement";"";"The Economics of Land Degradation (ELD) initiative seeks to develop a science basis for policy actions to address land degradation. The purpose of this chapter is to provide with a conceptual framework and sound and feasible methodological standards for ELD assessments at global and national levels. Only if some basic standards are identified and adhered to, comparative assessments can be conducted between countries and useful aggregation of findings, based on these case studies, can be achieved. Therefore, using the Total Economic Value (TEV) framework, the chapter identifies minimum core standards that need to be adhered to in all country case studies to generate comparable material for international assessment and ELD policy guidance.";"Le, Quang Bao
Nkonya, Ephraim
Kwon, Ho-Young
von Braun, Joachim
Mirzabaev, Alisher
Kirui, Oliver";"";"Springer";"International Center for Agricultural Research in the Dry Areas";"2015-10-06";"en";"climate change;land degradation";"Land, Climate Change & Environment";"001";"Journal Articles & Books";"https://hdl.handle.net/20.500.11766/4289";"https://mel.cgiar.org/reporting/download/hash/C78EUT77";"https://mel.cgiar.org/graph/getthumbhash/hash/C78EUT77/fetchthumbs/1/file_type/docx";"CC-BY-NC-SA";"";"";"";""
"mel:20.500.11766/9090";"Participatory Survey on Soil and Water Conservation Practices and Water Harvesting Systems in the Savannah Belt of Northern Nigeria";"";"The Climate Change Adaptation and Agribusiness Support Programme (CASP) of the Federal Ministry of Agriculture and Rural Development of Nigeria (FMARD) aims at mainstreaming climate change adaptation measures in the savannah belt of Northern Nigeria, through a landscape rehabilitation approach focused on sustainable land management. Demonstration sites will be established across seven Nigerian states (Borno, Yobe, Jigawa, Katsina, Zamfara, Kebbi, Sokoto). ICARDA is supporting CASP in identifying and implementing location-specific, effective and innovative soil and water conservation (SWC) and water harvesting (WH) adaptation techniques in the rainfed production systems, and technology packages that support the sustainable introduction of improved ICARDA’s wheat varieties in the irrigated production systems. 
This report is part of the collaborative work between IFAD-CASP and ICARDA. It summarizes the results of the diagnostic survey of the current adoption of SWC practices by farmers in the CASP sites, including the assessment of their effectiveness and their association with current cropping and farming systems and soil degradation processes.";"Diwediga, Badabate
Zucca, Claudio";"";"";"International Center for Agricultural Research in the Dry Areas";"2018-12-31";"en";"land degradation;sustainable land management";"Land, Climate Change & Environment";"011;NGA";"Reports & Research";"https://hdl.handle.net/20.500.11766/9090";"https://mel.cgiar.org/reporting/download/hash/1050b61e8d92b06a7b760a2bae443e63";"https://mel.cgiar.org/graph/getthumbhash/hash/1050b61e8d92b06a7b760a2bae443e63/fetchthumbs/1/file_type/pdf";"CC-BY-NC-ND";"";"";"";""
"mel:20.500.11766/5588";"Land use and cropping effects on carbon in black soils of semi-arid tropical India";"";"Soil organic carbon (SOC) and rainfall are generally
positively related, whereas a negative relationship
between soil inorganic carbon (SIC) and rainfall with
some exception is observed. Land use pattern in black
soil region (BSR) of the semi-arid tropical (SAT)
India, consists of 80% under agriculture, followed by
forest, horticulture, wasteland and permanent fallow.
For sustainable agriculture on these soils, there is a
concern about their low OC status, which warrants
fresh initiatives to enhance their OC status by suitable
management interventions. In the BSR region, cotton,
soybean and cereal-based systems dominate but it is
not yet clear as to which cropping system in the SAT
black soils is most suitable for higher OC sequestration.
Many short-term experiments on cotton or
cereal-based systems clearly suggest that cotton or
cereal-based cropping systems including leguminous
crops perform better in terms of SOC sequestration
whereas soybean–legume combination do not add any
substantial amount of OC. In sub-humid bioclimatic
zones (1053–1209 mm mean annual rainfall), soybean is
grown successfully with wheat or fallowing, and SOC
concentration is maintained at 0.75% in the 0.30 m soil
layer under integrated nutrient management. In view of
enhancement and maintenance of OC in many shortterm
experiments conducted in various agro-climate
zones of SAT, it is realized that OC accumulation in
soils of the semi-arid ecosystem with suitable cropping
and management practices could be substantial especially
in cotton–pigeon pea rotation, and thus the discussed
crop rotations in each major bio-climatic zone
stand for wide acceptance by the SAT farmers.";"Chaudhury, Swati
Bhattacharyya, Tapas
Wani, Suhas
Pal, Dilip Kumar
Sahrawat, Kanwar Lal
Nimje, A. M.
Chandran, P.
Venugopalan, M V
Telpande, B. A.";"";"Indian Academy of Sciences";"International Center for Agricultural Research in the Dry Areas";"2016-05-10";"en";"agriculture";"";"034;IND";"Journal Articles & Books";"https://hdl.handle.net/20.500.11766/5588";"https://mel.cgiar.org/reporting/download/hash/brhYSvZN";"https://mel.cgiar.org/graph/getthumbhash/hash/brhYSvZN/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
