ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"kla:2723";"Righting The Wrongs: Historical Injustices and Land Reforms in Kenya";"";"<p style=""text-align: justify;"">For historical reasons, Kenya inherited a highly skewed system of land ownership at independence in 1963. British colonialism in Kenya was not merely administrative. Rather, it was accompanied by massive and widespread land alienation for the benefit of settler agriculture. As a result the best agricultural land-the White Highlands and the adjacent rangelands were taken from the Africans, without compensation, and parceled out to white settlers. Colonial legislation was enacted to legalize this process. As a result, whole communities lost valuable land that they had occupied over generations.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2007-05-07";"en";"displacement;eviction;land;land administration;land conflicts;land dispute;land governance;land ownership;land policies;land reform;land rights;land tenure";"Land Conflicts;Land in Post-Conflict Settings";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/righting-the-wrongs-historical-injustices-and-land-reforms-in-kenya/";"http://www.kenyalandalliance.or.ke/download/righting-the-wrongs-historical-injustices-and-land-reforms-in-kenya/?wpdmdl=2723";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/righting-the-wrongs-historical-ijustices-and-land-reforms.png";"";"";"";"";""
"kla:2671";"Land Sector Non State Actors-(LSNASA) Press-Petition";"";"<p style=""text-align: justify;"">The Land Sector Non State Actors (LSNSA) is a network of civil society organizations working together to promote secure and equitable access to land and natural resource for all through advocacy, dialogue and capacity building. We petition parliament on issues we hold to be of fundamental importance in the context and content of the two bills before the National Assembly.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2015-12-07";"en";"arable land;customary tenure;land;land access;land cover;land management;land policies;land reform;land rights";"";"KEN";"Institutional & Promotional Materials";"http://www.kenyalandalliance.or.ke/download/land-sector-non-state-actors-lsnasa-press-petition/";"http://www.kenyalandalliance.or.ke/download/land-sector-non-state-actors-lsnasa-press-petition/?wpdmdl=2671";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/LSNASA-Press-Petition.png";"";"";"";"";""
"kla:2726";"Institutional Framework for Land Administration and Management in Kenya";"";"Institutional framework for land administration and management being a whole set of services that make the land tenure system within Kenya socially, ecologically and economically relevant and operational has generally failed to operationalise the general functional components of land administration i.e. juridical, regulatory, fiscal, cadastral and adjudicative, efficiently. This is because land administration structures and infrastructures are perceived as factors external to the land tenure system itself.";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2007-04-02";"en";"customary tenure;land;land access;land administration;land governance;land ownership;land policies;land tenure";"";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/institutional-framework-for-land-administration-and-management-in-kenya/";"http://www.kenyalandalliance.or.ke/download/institutional-framework-for-land-administration-and-management-in-kenya/?wpdmdl=2726";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/instututional-framework-for-land-administration-and-management.png";"";"";"";"";""
"kla:2729";"The National Land Policy in Kenya Addressing Historical Injustices";"";"<p style=""text-align: justify;"">The Historical Injustices Issues Paper seeks to present the various historical land claims issues and perspective related to them and consequently proffer policy statements for their redress. In this Issues Paper, Kenya Land Alliance (KLA) has tried to integrate information, issues and perspectives in relation to what was presented to the Constitution of Kenya Review Commission (CKRC), the Presidential Commission of Inquiry into the Land Law System of Kenya and at the Civil Society National Conference on Land Reform together with the ongoing debate on historical injustices</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2004-10-04";"en";"conflicts;customary tenure;displacement;eviction;land;land access;land administration;land conflicts;land dispute;land governance;land management;land policies;land reform;land rights;land tenure;natural resources;natural resources management;rural development;rural planning;sustainable development";"Land Conflicts;Land in Post-Conflict Settings;Socio-Economic & Institutional Context";"KEN";"Journal Articles & Books";"http://www.kenyalandalliance.or.ke/download/the-national-land-policy-in-kenya-addressing-historical-injustices/";"http://www.kenyalandalliance.or.ke/download/the-national-land-policy-in-kenya-addressing-historical-injustices/?wpdmdl=2729";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/kla-issue-paper-2.png";"";"";"";"";""
"kla:2714";"Civil Society Position on The Draft National Land Policy";"";"<p style=""text-align: justify;"">The Civil Society commends the Ministry of Lands for spearheading the important process of developing the Draft National Policy, and affirms that land is central to the livelihoods of most Kenyans and as such its access, use, ownership, administration and distribution are of key national concern. Thus, having critically examined the Draft Policy we do hereby make our position on the way forward on the salient policy proposals of the Draft National Land Policy document.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2007-03-05";"en";"customary tenure;equal rights;gender equity in access to land;land;land access;land allocation;land contracts;land governance;land law;land policies;land reform;land use;natural resources;women";"Land & Gender";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/kla-other-civil-society-position-on-the-draft-national-land-policy/";"http://www.kenyalandalliance.or.ke/download/kla-other-civil-society-position-on-the-draft-national-land-policy/?wpdmdl=2714";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/civil-society-position-on-the-draft-National-land-policy.png";"";"";"";"";""
"kla:2629";"THE LAND SECTOR NON-STATE ACTORS (LSNSA)";"";"<p style=""text-align: justify;"">kenya land alliance download :Memorandum On Continued Engagement With The Ministry Of Lands On Land Reforms Presented To: The Ministry Of Lands. The approval by the public of the Constitution at the referendum on August 4, 2010 and its promulgation on August 27, 2010 heralded a new dawn of governance in Kenya. Through its broad provisions, it is expected that it will spur social and economic development and secure the land rights of all Kenyans, by among others guaranteeing them ownership, control and access to natural resources. It is also expected to ensure their participation in decision-making processes. Significantly, it is also expected to introduce governance structures that are projected to improve Kenya‟s democracy. The many references to land, natural resources and environment within the Constitution of Kenya, 2010 and the provisions carefully crafted to deal with these issues are clearly indicative of the very high value that Kenya attaches on the question of land and associated resources. The adoption of the Sessional Paper No. 3 of 2009 on National Land Policy attests to the same. And this is with very good reason. Land is indeed a critical resource for economic growth, social development, and poverty reduction. Thus, the terms on which land is held, used and transferred have important consequences for economic growth, the distribution of wealth, social cohesion and reduction of poverty.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2011-09-30";"en";"cadastres;capacity building;commons;customary tenure;equal rights;gender equity in access to land;indigenous lands;land access;land administration;land allocation;land contracts;land cover mapping;land governance;land improvement;land investments;land management;land ownership;land policies;land reform;land registration;land tenure systems;land use mapping;natural resources management;negotiated land reform;rural development;rural population;state property;sustainable land management;tenure security;women";"Indigenous & Community Land Rights;Land & Gender;Land & Investments;Land, Climate Change & Environment";"KEN";"Journal Articles & Books";"http://www.kenyalandalliance.or.ke/download/the-land-sector-non-state-actors-lsnsa/";"http://www.kenyalandalliance.or.ke/download/the-land-sector-non-state-actors-lsnsa/?wpdmdl=2629";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/1.png";"";"";"";"";""
"kla:2780";"Land Use in Kenya The case for a national land use policy";"";"<p style=""text-align: justify;"">This book exposes the key land use and environmental problems facing Kenya today due to lack of an appropriate national land use policy. The publication details how the air is increasingly being polluted, the water systems are diminishing in quantity and deteriorating in quality. The desertification process threatens the land and its cover. The soils are being eroded leading to siltation of the ocean and lakes. The forests are being depleted with impunity thus destroying the water catchments. The savannas and grasslands are undergoing de-vegetation through overgrazing, charcoal burning and other poor land use practices leading to desertification.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2006-03-01";"en";"advocacy;land rights";"";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/land-use-in-kenya-the-case-for-a-national-land-use-policy/";"http://www.kenyalandalliance.or.ke/download/land-use-in-kenya-the-case-for-a-national-land-use-policy/?wpdmdl=2780";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/land-reform-volume-3.png";"";"";"";"";""
"kla:2782";"Public Land Tenure and Management of Public Land in Kenya";"";"<p style=""text-align: justify;"">The present public land tenure management system in Kenya is fragmented, uncoordinated and non-transparent. The public land tenure as embodied in the Government Lands Act, Cap 280 of the Laws of Kenya lacks a coherent information system and is bedeviled by a lack of clarity in the roles, responsibilities and policies of different institutions in its administration, planning and disposal. Thus, there is a need for a set of national norms and standards to ensure efficient and effective use of public land as an asset in support of land reform.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2015-03-28";"en";"land management;land rights";"";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/policy-brief-public-land-tenure-and-management-of-public-land-in-kenya/";"http://www.kenyalandalliance.or.ke/download/policy-brief-public-land-tenure-and-management-of-public-land-in-kenya/?wpdmdl=2782";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/land-brief-hakijamii-trust.png";"";"";"";"";""
"kla:2784";"The Efficacy of Establishing A National Land Commission for Land Administration in Kenya";"";"Land administration has been described as the set of services that make the land tenure system within a country socially relevant and operational. This is through determining, recording and disseminating information about the tenure, value and use of land necessary for the implementation of land management policies";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2005-01-01";"en";"land administration";"";"KEN";"Journal Articles & Books";"http://www.kenyalandalliance.or.ke/download/the-efficacy-of-establishing-a-national-land-commission-for-land-administration-in-kenya/";"http://www.kenyalandalliance.or.ke/download/the-efficacy-of-establishing-a-national-land-commission-for-land-administration-in-kenya/?wpdmdl=2784";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/kla-tecnical-paper-no-1-2005.png";"";"";"";"";""
"kla:2786";"Women, Land and Property Rights and The Land Reforms in Kenya";"";"<p style=""text-align: justify;"">Land is the foundation of all human activities both social and economic. This is particularly so in agrarian economies such as Kenya. In these economies women are central to economic production in agriculture and livestock sectors. In Kenya, where the mainstay of most communities is agriculture and livestock production, women contribute up to 80 % of the workforce. Nevertheless, women only hold 1% of registered land titles in their names and around 5-6 % of registered titles held in joint names. It is a pity that women who comprise over half of the Kenya’s population, rarely own any reasonable forms of property, land included;</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2017-03-08";"en";"land rights;women";"Land & Gender";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/women-land-and-property-rights-and-the-land-reforms-in-kenya/";"http://www.kenyalandalliance.or.ke/download/women-land-and-property-rights-and-the-land-reforms-in-kenya/?wpdmdl=2786";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/women-land-and-property-rights-and-the-land-reform-in-kenya.png";"";"";"";"";""
