ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"gret:29920";"Guide de sécurisation foncière sur les aménagements hydro-agricoles au Niger";"";"";"Rédaction par S. Vaumourin
A. Mansion (Gret)
J. Skinner
J. Koundouno
J. Davis (GWI Afrique de l'Ouest) pour le compte de l'ONAHA";"";"International Institute for Environment and Development;International Union for Conservation of Nature";"Groupe de Recherches et d'Echanges Technologiques";"2017-12-31";"fr";"land;land tenure;natural resources management;water management";"Indigenous & Community Land Rights;Land Stakeholders & Institutions;Land, Climate Change & Environment";"NER";"Journal Articles & Books";"https://www.gret.org/publication/guide-de-securisation-fonciere-sur-les-amenagements-hydro-agricoles-au-niger/";"https://www.gret.org/wp-content/uploads/Guide-de-sécurisation-foncière_aménagements-hydro-agricoles-au-Niger.pdf";"https://www.gret.org/wp-content/uploads/Vignette_Guide-de-s%C3%A9curisation-fonci%C3%A8re_am%C3%A9nagements-hydro-agicoles-Niger-1.png";"";"";"140";"Foncier;Hydraulique rurale;Gestion des ressources naturelles;land tenure";"29920"
"gret:14463";"Quelles politiques foncières en Afrique subsaharienne ? Défis, acteurs et initiatives contemporaines";"";"";"par Aurore Mansion et Cécile Broutin (Gret)";"";"";"Groupe de Recherches et d'Echanges Technologiques";"2013-12-31";"fr";"land;land tenure";"Indigenous & Community Land Rights";"202";"Journal Articles & Books";"https://www.gret.org/publication/quelles-politiques-foncieres-en-afrique-subsaharienne-defis-acteurs-et-initiatives-contemporaines/";"https://www.gret.org/wp-content/uploads/Quelles-politiques-foncières-en-Afrique-Subsaharienne-Défis-acteurs-et-initiatives-contemporaines.pdf";"https://www.gret.org/wp-content/uploads/vignette_Quelles-politiques-fonci%C3%A8res-en-Afrique-Subsaharienne.png";"";"";"";"Foncier;land tenure";"14463"
"gret:6199";"Prendre en compte les enjeux fonciers dans une démarche d’aménagement";"";"<p>Modification de l’enjeu économique de l’espace aménagé, compétition pour l’accès à cet espace, compétition politique pour le contrôle du projet : tout projet d’aménagement (en irrigation, reboisement, mise en défens, etc.) suscite des stratégies pour tirer bénéfice des avantages espérés, ou pour éviter d’en être exclu.</p><p>Face à ces enjeux et à ces stratégies, les intervenants de développement sont souvent démunis. Faute de repères en termes de diagnostic et de méthodologie d’intervention, ils ne savent pas les lire, encore moins les prendre en compte pour aider à négocier des compromis acceptables par tous. D’où des chantiers qui se bloquent, des aménagements réalisés mais jamais exploités, des conflits réveillés − ou même provoqués − par une intervention maladroite.</p><p>Prendre en compte le foncier doit être au coeur de toute démarche d’aménagement. Issu d’une collaboration entre agents de développement et chercheurs, cet ouvrage mobilise de façon pédagogique les acquis récents de l’anthropologie du foncier et de l’anthropologie du développement. À partir d’études de cas d’aménagements de bas-fonds au Mali et au Burkina Faso, il décrit les principaux types d’enjeux fonciers et de conflits que les intervenants peuvent rencontrer. Il propose une démarche pratique pour identifier assez tôt les enjeux d’un projet d’aménagement, et des repères méthodologiques pour les traiter au cours de la préparation du projet avec les villageois. C’est un outil de travail indispensable pour tout projet de gestion de terroir ou de développement local.</p>";"Philippe Lavigne Delville
Jacky Bouju
Etienne Le Roy";"";"Groupe de Recherches et d'Echanges Technologiques";"Groupe de Recherches et d'Echanges Technologiques";"2000-12-31";"fr";"land;land tenure";"Indigenous & Community Land Rights";"BFA";"Journal Articles & Books";"https://www.gret.org/publication/prendre-en-compte-les-enjeux-fonciers-dans-une-demarche-damenagement-strategies-foncieres-et-bas-fonds-au-sahel/";"https://www.gret.org/wp-content/uploads/ETUD_19_Prendre-en-compte-les-enjeux-fonciers.pdf";"https://www.gret.org/wp-content/uploads/ETUD-19.jpg";"";"";"128";"Foncier;land tenure";"6199"
"gret:31244";"Myanmar: Landlessness";"";"<p>In Myanmar, almost half of the rural population is said to be landless : it is the highest rate of landlessness in the Mekong region. With agriculture as the engine of Myanmar’s economy, employing more than two thirds of the population and accounting for one third of GDP, various studies in Myanmar provide contrasting figures on landlessness and indicate that the problem stems from a lack of clarity in the concept of landlessness. This policy brief is based from research mainly conducted in the Delta and Dry Zone, it argues that the first step to addressing landlessness is to understand the current diversity of landless households. This will offer insight into the causes of landlessness and people’s needs in terms of land access and livelihood improvement.</p>";"";"Groupe de Recherches et d'Echanges Technologiques";"";"Groupe de Recherches et d'Echanges Technologiques";"2019-12-31";"en;my";"land tenure";"Indigenous & Community Land Rights";"MMR";"Institutional & promotional materials";"https://www.gret.org/publication/landlessness/";"https://www.gret.org/wp-content/uploads/GretPolicyBriefLandless190603final.pdf";"https://www.gret.org/wp-content/uploads/landlessness_vignette-290x400.png";"";"";"4";"land tenure;Land Tenure";"31244"
"gret:29540";"Comments on the proposed environmental code of cambodia (V6) and proposed amendments for a better recognition of customary tenure rights in protected areas";"";"<p>The « Environment and Natural Resources Code of Cambodia » (Sixth Draft – – 20 November 2016) is a very extensive proposed law (535 pages !) which will have, if adopted, major impacts on many aspects of Cambodian development (Mines, Energy, Urban planning, etc..) but is particularly important for the management of Protected Areas and of Forests and Fisheries. The code has been elaborated by a panel of experts and several working groups led by Vishnu Law Group. A public national consultation has been organized by MOE in Dec 2016.<br/>
MRLG has made an initial analysis the draft law under the lenses of the recognition and defence of customary tenure rights of smallholders farmers and indigenous people, as per its mandate, and shared it with interested stakeholders and partners (especially the ones involved in the “customary tenure L&amp;A) and had a collective discussion before going back to Vishnu with precise suggestions.. Based on these comments, the group has proposed amendments in Part II of this note, focussing on the recognition of customary tenure rights in protected areas.</p>";"Christian Castellanet (Gret)";"";"";"Groupe de Recherches et d'Echanges Technologiques";"2016-12-31";"en";"land tenure;natural resources management";"Indigenous & Community Land Rights;Land, Climate Change & Environment";"KHM";"Institutional & promotional materials";"https://www.gret.org/publication/comments-on-the-proposed-environmental-code-of-cambodia-v6-and-proposed-amendments-for-a-better-recognition-of-customary-tenure-rights-in-protected-areas/";"http://mrlg.org/resources/comments-on-the-proposed-environmental-code-of-cambodia-V6-and-proposed-amendments-for-a-better-recognition-of-customary-tenure-rights-in-protected-areas/";"https://www.gret.org/wp-content/uploads/Vignettte_Comments-on-the-proposed-Environmental-code-of-Cambodia-193x275.png";"";"";"15";"Natural Resource Management;land tenure;Land Tenure";"29540"
"gret:30692";"Myanmar: Millions of farmers are at risk of being considered trespassers on their own lands";"";"<p>In Myanmar, millions of farmers are at risk of being considered trespassers on their own land after the adoption of a controversial law. The “Vacant, Fallow and Virgin Land Management Law” (VFV) was amended and approved by the NLD majority Parliament in September and March marks the deadline when all occupants of these lands type should have ask for a permit for it or risk a jail sentence and a fine. Gret, alongside with other international, national and local NGOs, is mobilized to halt the implementation of this law.</p><p>Gret is working on land issues in Myanmar for many years, and has produced this policy brief to sum up the main stakes and issues raised by this law in Myanmar’s context. It gives an overview of all its implications (economic, legal, regarding peace and federalism as well as rights) and provide recommendations for authorities to prevent threatening the livelihoods of thousands of smallholders farmers in the country.</p>";"Written by: Celine Allaverdian
summarised and edited by: Kerstin Duell";"";"";"Groupe de Recherches et d'Echanges Technologiques";"2019-12-31";"en;my";"land tenure";"Indigenous & Community Land Rights";"MMR";"Institutional & promotional materials";"https://www.gret.org/publication/myanmar-millions-of-farmers-are-at-risk-of-being-considered-trespassers-on-their-own-lands/";"https://www.gret.org/wp-content/uploads/PolicyBriefVFV-EN.pdf";"https://www.gret.org/wp-content/uploads/Myanmar_Land_and_Livelihoods_Policy_Brief_1_couv-290x400.png";"";"";"4";"land tenure;Land Tenure";"30692"
"gret:38512";"Politiques foncières et mise en valeur des terres en Algérie";"";"<p>Le mercredi 20 mars 2019 dans les locaux de l’AFD à Paris, le Comité technique « Foncier &amp; développement » a organisé une réunion consacrée aux politiques foncières et de mise en valeur des terres en Algérie.</p><p>Cette note fait la synthèse des présentations et des débats qui ont eu lieu lors de cette demi-journée, en présence d’une vingtaine de participants, membres du Comité technique « Foncier &amp; développement » et experts fonciers spécialistes de l’Algérie et du Maghreb. Cette demi-journée s’est articulée autour de trois présentations.</p><p>Après un mot introductif de la présidence (AFD et MEAE), Ali Daoudi (ENSA d’Alger) a présenté quelques éléments de repères sur l’agriculture, les politiques foncières et les enjeux fonciers actuels en Algérie. Jean-Philippe Colin (IRD Pôle Foncier) a précisé les dynamiques de mise en valeur des terres du domaine privé de l’État engagées par le gouvernement depuis les années 1980. Enfin, Omar Bessaoud (IAMM Pôle foncier) a détaillé ce qui a été fait sur les grandes concessions des terres communes arch mises en valeur dans le cadre de ces politiques. Un temps de discussions, d’échanges et de débats a complété ces présentations pour aboutir à la synthèse suivante.</p>";"C. Ravaux
A. Benkahla (Gret)";"";"Government of France;Agence Française de Développement";"Groupe de Recherches et d'Echanges Technologiques";"2019-12-31";"fr";"land;land tenure";"Indigenous & Community Land Rights";"DZA";"Institutional & promotional materials";"https://www.gret.org/publication/politiques-foncieres-et-mise-en-valeur-des-terres-en-algerie/";"http://www.foncier-developpement.fr/wp-content/uploads/FR_Note-de-synthese-29-VF.pdf";"https://www.gret.org/wp-content/uploads/Vignette_Politiques-fonci%C3%A8res.png";"";"";"8";"Foncier;land tenure";"38512"
"gret:6067";"Les marchés fonciers et immobiliers des quartiers informels à Phnom Penh, Cambodge";"";"<p>Dans les villes en développement, les marchés fonciers et immobiliers sont en grande partie informels. Ils concernent les pauvres comme les classes moyennes. À Phnom Penh, l’analyse de la dynamique des marchés fonciers et immobiliers et des modes d’accès au logement dans les quartiers informels permet de mieux comprendre les tendances contradictoires des dynamiques en cours. Cette analyse peut alimenter la définition d’une politique de l’habitat destinée à réguler le marché foncier et immobilier et favoriser l’accès à la ville pour les populations pauvres.</p>";"Clerc
Valérie; Rachmuhl
Virginie";"";"Groupe de Recherches et d'Echanges Technologiques";"Groupe de Recherches et d'Echanges Technologiques";"2006-12-31";"fr";"land;land tenure;urban areas";"Indigenous & Community Land Rights;Urban Tenure";"142;KHM";"Institutional & promotional materials";"https://www.gret.org/publication/les-marches-fonciers-et-immobiliers-des-quartiers-informels-a-phnom-penh-cambodge-dynamiques-et-enjeux-pour-laction-publique/";"https://www.gret.org/wp-content/uploads/07856.pdf";"https://www.gret.org/wp-content/uploads/CA50_Les-march%C3%A9s-fonciers-et-immobiliers-des-quartiers-informels-%C3%A0-Phnom-Penh-Cambodge.png";"";"";"";"Foncier;Développement social urbain/Habitat;land tenure";"6067"
"gret:20345";"Du nouveau pour la sécurisation foncière des agricultures familiales ?";"";"<p>Cet article analyse les avancées obtenues pour les exploitations familiales en matière de sécurisation foncière en Afrique. Il identifie plusieurs défis à venir, comme la régulation des investissements à grande échelle, le renforcement des acteurs de la société civile ou encore l’élargissement de l’offre de sécurisation foncière.</p>";"Aurore Mansion
Amel  Benkahla et Sandrine  Vaumourin (Gret)";"";"";"Groupe de Recherches et d'Echanges Technologiques";"";"fr";"land;land tenure";"Indigenous & Community Land Rights";"002";"Journal Articles & Books";"https://www.gret.org/publication/du-nouveau-pour-la-securisation-fonciere-des-agricultures-familiales/";"http://www.inter-reseaux.org/IMG/pdf/p.18-20_gdsaf.pdf";"https://www.gret.org/wp-content/uploads/vignette_Du-nouveau-pour-la-s%C3%A9curisation-fonci%C3%A8re-des-agricultures-familiales.png";"";"";"";"Foncier;land tenure";"20345"
"gret:30343";"Gouvernance foncière : quel bilan quatre ans après l’adoption des Directives volontaires ?";"";"<p>Le 19 octobre 2016, à Rome, le Comité de la sécurité alimentaire mondiale (CSA) a organisé une session de suivi de la mise en œuvre des décisions et recommandations du CSA dédiée aux Directives volontaires pour une <span class=""text_search0"">gouvernance </span>responsable des régimes fonciers applicables aux terres, aux pêches et aux forêts (DV1), quatre ans après leur adoption.<br/>
Afin de préparer cette session, la France a souhaité réunir des acteurs français et des alliés internationaux et européens pour échanger en amont de cette rencontre, et partager leur expérience en la matière. Une journée d’échanges intitulée « <span class=""text_search0"">Gouvernance </span>foncière : <span class=""text_search2"">quel </span><span class=""text_search3"">bilan </span>quatre ans après l’adoption des Directives volontaires ? » a ainsi été organisée le 13 septembre 2016, au Centre de conférence ministériel, à Paris.<br/>
L’objectif de cet atelier était de croiser les analyses sur les facteurs de succès et d’échec dans la mise en œuvre des Directives volontaires. Les conclusions de la journée ont alimenté une note de position française, qui a permis de contribuer au débat international lors de la réunion du CSA.</p>";"Rédaction par Sandrine Vaumourin du secrétariat scientifique du Comité technique "Foncier & développement"";"";"Government of France;Agence Française de Développement";"Groupe de Recherches et d'Echanges Technologiques";"2017-01-31";"fr";"land;land tenure";"Indigenous & Community Land Rights";"";"Institutional & promotional materials";"https://www.gret.org/publication/gouvernance-fonciere-quel-bilan-quatre-ans-apres-ladoption-des-directives-volontaires/";"http://www.foncier-developpement.fr/publication/gouvernance-fonciere-bilan-quatre-ans-apres-ladoption-directives-volontaires/";"https://www.gret.org/wp-content/uploads/Gouvernance-fonci%C3%A8re-quel-bilan-apr%C3%A8s-ladoption-des-Directives-volontaires.png";"";"";"8";"Foncier;land tenure";"30343"
