ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"10.3390/land7020073";"Expansion of Commercial Sugarcane Cultivation among Smallholder Farmers in Uganda: Implications for Household Food Security";"Volume 7 Issue 2";"Understanding the impact of commercial agriculture in the face of global change is critical to support strategies that ensure food security and alleviate poverty among households. We assessed the contribution of commercial sugarcane cultivation to household-level food security among smallholder farmers in Busoga sub-region, eastern Uganda. Land use changes are motivated by quick commercial gains rather than sustained food production; a situation that influences food security. The majority of households cultivate few crop varieties, lack adequate and nutritious foods, and have inadequate income to purchase food to meet their needs. Inadequacy of food within some commercial sugarcane-cultivating households suggests that generating income does not necessarily increase food security. To cope with food insecurity, households offer labour in exchange for food, borrow food, ration food, and at times steal. This is exacerbated by increasing food crop failures, large family sizes, trade in food items, and declining availability of food and land for food production. Commercial sugarcane cultivation is the main driver of food insecurity but given its perceived economic benefits, future sugarcane plantations expansion in the region is probably inevitable. Therefore, future policy should be designed to provide triple-win strategies (i.e., food security, poverty alleviation, and climate change adaptation) that provide sustainable livelihoods.";"Mwavu, N. Edward
Kalema, K. Vettes
Bateganya, Fred
Byakagaba, Patrick
Waiswa, Daniel
Enuru, Thomas
Mbogga, S. Michael";"";"Land Journal";"Land Journal";"2018-06-30";"en";"climate change;food security;farmers";"Land, Climate Change & Environment;Land & Food Security";"UGA";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/2/73/";"http://www.mdpi.com/2073-445X/7/2/73/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i2.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"poverty alleviation;sustainable livelihoods;climate change;commercial agriculture";""
"10.3390/land7020072";"Forest Cover Changes and Trajectories in a Typical Middle Mountain Watershed of Western Nepal";"Volume 7 Issue 2";"There have been drastic changes in resource use practices and land-use patterns in the middle mountains of Nepal as a result of human transformation processes of the environment. This study aimed at assessing land-use and land-cover changes, especially those related to forest cover changes, in Phewa Lake watershed&mdash;a typical middle mountain watershed of western Nepal&mdash;using multi-temporal Landsat images from 1995, 2005 and 2017. Landsat images of each year were classified individually using object-based image classification into four land-use and land-cover types: agriculture and built-up, forest, waterbodies and other. Post-classification comparison was employed to quantify the extent and rate of changes, which was further extended to quantify the level of persistence, gains, losses, and swaps of forests. Furthermore, temporal trajectories of land-cover associated with forest cover changes were established, and their spatial pattern analyzed. The results show that, between 1995 and 2017, forest cover increased by 6.8% with a corresponding decrease in the extent of all other land-cover types. Dynamic transitions and internal trading among forest and agriculture and built-up category were observed, revealing more complex patterns than the commonly assumed linear and irreversible forest cover transformations in the mountains of Nepal. Our approach to assess major signals of forest cover transitions and change trajectories will help link patterns to the process of change including deforestation and forest regeneration. This would, in turn, form the basis for formulating practical conservation and management strategies for Phewa Lake watershed and other mountain watersheds of Nepal.";"Baral, Pradeep
Wen, Yali
Urriola, N. Nadia";"";"Land Journal";"Land Journal";"2018-06-30";"en";"land;research";"";"NPL";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/2/72/";"http://www.mdpi.com/2073-445X/7/2/72/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i2.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"forest cover change;swap change;change trajectory;Landsat;middle mountains;Phewa Lake watershed";""
"10.3390/land7020077";"Large-Scale Land Concessions, Migration, and Land Use: The Paradox of Industrial Estates in the Red River Delta of Vietnam and Rubber Plantations of Northeast Cambodia";"Volume 7 Issue 2";"This study investigated the implications of large-scale land concessions in the Red River Delta, Vietnam, and Northeast Cambodia with regard to urban and agricultural frontiers, agrarian transitions, migration, and places from which the migrant workers originated. Field interviews conducted near large-scale land concessions for industrial estates in the Red River Delta and rubber plantations in Northeast Cambodia suggest that these radically different concessions are paradoxically leading to similar reconfigurations of livelihoods, labor patterns, and landscapes despite basic differences in these forms of land use. Both the Red River Delta and Northeast Cambodia are frontier environments undergoing extensive agrarian change with migration to work in the large-scale land concessions leading to a shortage of farm labor that anticipates changes in farming practices and farm livelihoods. These population movements will lead to further land-use changes as governments invest in the infrastructure and services needed to support increased population density in the receiving areas. In addition, labor migrations associated with these investments affect land-use practices both at the site of the concession and the places from where the migrants originate.";"Fox, Jefferson
Nghiem, Tuyen
Kimkong, Ham
Hurni, Kaspar
Baird, G. Ian";"";"Land Journal";"Land Journal";"2018-06-30";"en";"local community;land use;scale";"Land Stakeholders & Institutions";"035";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/2/77/";"http://www.mdpi.com/2073-445X/7/2/77/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i2.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"land concessions;tele-connections;livelihoods;labor;landscapes;Southeast Asia";""
"10.3390/land7020040";"A Slipping Hold? Farm Dweller Precarity in South Africa’s Changing Agrarian Economy and Climate";"Volume 7 Issue 2";"The paper investigates whether farm dwellers in the KwaZulu-Natal (KZN) province of South Africa are subject to a “double exposure”: vulnerable both to the impacts of post-apartheid agrarian dynamics and to the risks of climate change. The evidence is drawn from a 2017 survey that was undertaken by the Association for Rural Advancement (AFRA), which is a land rights Non-Governmental Organization (NGO), of 843 farm dweller households. Data on the current living conditions and livelihoods was collected on 15.3% of the farm dweller population in the area. The paper demonstrates that farm dwellers are a fragmented, agricultural precariat subject to push and pull drivers of mobility that leave them with a precarious hold on rural farm dwellings. The key provocation is that we need to be attentive to whether the hold farm dwellers have over land and livelihoods is slipping further as a result of instability in the agrarian economy? This instability arises from agriculture’s arguably maladaptive response to the intersection of structural agrarian change and climate risk in post-apartheid South Africa. While the outcomes will only be apparent in time, the risks are real, and the paper concludes with a call for agrarian policy pathways that are both more adaptive and achieve social justice objectives.";"Hornby, Donna
Nel, Adrian
Chademana, Samuel
Khanyile, Nompilo";"";"Land Journal";"Land Journal";"2018-06-30";"en";"climate change;local community";"Land, Climate Change & Environment;Land Stakeholders & Institutions";"ZAF;018";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/2/40/";"http://www.mdpi.com/2073-445X/7/2/40/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i2.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"agrarian dynamics;climate change;farm dwellers;livelihoods;precariat;vulnerability;South Africa";""
"10.3390/land7020041";"Governing Grazing and Mobility in the Samburu Lowlands, Kenya";"Volume 7 Issue 2";"Pastoral mobility is seen as the most effective strategy to make use of constantly shifting resources. However, mobile pastoralism as a highly-valued strategy to manage grazing areas and exploit resource variability is becoming more complex, due to recurrent droughts, loss of forage, government-led settlement schemes, and enclosure of land for community conservation, among other reasons. Yet knowledge of how Samburu pastoralists perceive these changes, and govern and innovate in their mobility patterns and resource use, has received limited attention. This paper seeks to understand how Samburu pastoralists in the drylands of northern Kenya use and govern natural resources, how livestock grazing and mobility is planned for, and how boundaries and territory are constructed and performed both within and beyond the context of (non)governmental projects. Fieldwork for this paper was conducted in Sesia, Samburu East, and consisted of interviews, focus group discussions, and participatory observation. Findings show that livestock mobility involves longer periods and more complex distances due to a shrinking resource base and new rules of access. Although access was previously generated based on the value of reciprocity, the creation of new forms of resource management results in conditional processes of inclusion and exclusion. Policy and project implementation has historically been driven by the imperative to secure land tenure and improve pasture in bounded areas. Opportunities to support institutions that promote mobility have been given insufficient attention.";"Pas, Annemiek";"";"Land Journal";"Land Journal";"2018-06-30";"en";"boundaries;grazing";"Rangelands, Drylands & Pastoralism";"KEN";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/2/41/";"http://www.mdpi.com/2073-445X/7/2/41/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i2.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"communal grazing regulations;pastoral mobility;boundaries;Samburu pastoralists;Kenya";""
"10.3390/land7020042";"Dirty Water, Muddied Politics: Hybridisation of Local and National Opposition to Kumtor Mine, Kyrgyzstan";"Volume 7 Issue 2";"From a Mongolian ‘super mine’ to China’s One Belt One Road, rapid infrastructural development is reforging Central Asia as an economic pivot of the future. Such development offers enticing economic benefits, but threatens fragile environments and local livelihoods. Due to the weakness of the state, the emphasis will be on citizens to hold developers accountable to their social and environmental pledges. Reports of political elites influencing the demands of popular protests call into question the ability of citizens to fulfil this function. This paper examines protest authenticity in Kyrgyzstan, focusing on an environmental social movement against Kumtor gold mine. We trace the emergence and evolution of the social movement, identifying the flexible discursive and scalar strategies it uses to achieve emphasis of the local level and relevance on the national scale. The discussion focuses on how national political saliency may incentivise elite involvement with social movements. This involvement can mask the local demands of the social movement, fixing the environmental problem as a national issue. It is crucial to understand the scalar dynamics of elite-protest interaction if Central Asian civil society is to hold future infrastructural developments to account.";"Horrocks-Taylor, Joseph";"";"Land Journal";"Land Journal";"2018-06-30";"en";"environment;mining";"Land, Climate Change & Environment";"KGZ;143";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/2/42/";"http://www.mdpi.com/2073-445X/7/2/42/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i2.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"Central Asia;Kyrgyzstan;infrastructure;environment;mining;social movements;protest;environmental justice;subversive clientelism";""
"10.3390/land7020043";"Multi-Criteria Decision Analysis for an Abandoned Quarry in the Evros Region (NE Greece)";"Volume 7 Issue 2";"The purpose of this study is to identify the impacts of abandoned quarries and to examine scenarios for their restoration. Two quarries were selected as case studies, which are located in the Evros Region (NE Greece). Initially, the current state of the abandoned quarries was recorded and evaluated, including slopes, landscape, land use, as well as cultural elements. Four alterative scenarios for the exploitation of each quarry were proposed, taking into account the specifics of each site. Financial, environmental, and socioeconomic criteria were then used to evaluate these scenarios. The PROMETHEE method is a multi-criteria decision analysis approach and was applied to rank the alterative scenarios. The results show that the “do nothing” scenario is the worst solution for both quarries. In the quarry at Αsvestades, the restoration of the area by returning the land to pre-quarry use with the shaping of the slopes and planting is considered the best solution. On the other hand, in the quarry Mikro Derio two scenarios are proposed; one provides restoring the site to its pre-quarry land use and the other is the restoration of the quarry combined with the creation of a wildlife observatory and places for alternative forms of tourism.";"Τsolaki-Fiaka, Sapfo
Bathrellos, D. George
Skilodimou, D. Hariklia";"";"Land Journal";"Land Journal";"2018-06-30";"en";"land;research";"";"001";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/2/43/";"http://www.mdpi.com/2073-445X/7/2/43/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i2.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"environmental impact;quarry development;geomorphological characteristics;PROMETHEE method;alterative scenarios";""
"10.3390/land7020044";"Tracing Improving Livelihoods in Rural Africa Using Local Measures of Wealth: A Case Study from Central Tanzania, 1991–2016";"Volume 7 Issue 2";"We studied livelihood changes and poverty dynamics over a 25-year period in two villages in central Tanzania. The villages were, from the early 1990s and 2000s, strikingly poor with between 50% and 55% of families in the poorest wealth groups. 25 years later much has changed: people have become substantially wealthier, with 64% and 71% in the middle wealth groups. The new wealth had been generated locally, from farming, particularly of sunflowers as a cash crop. This goes against a conventional view of small-scale farming in Tanzania as being stagnant or unproductive. The area of land farmed per family has increased, almost doubling in one village. People have made money, which they invest in mechanised farming, improved housing, education of their children, livestock, and consumer goods. Improved infrastructure and local entrepreneurs have played key roles in the area’s transformation. Locally identified wealth rankings showed that most villagers, those in the middle wealth groups and above, can now support themselves from their land, which is a notable change to a time when 71% and 82% in each village respectively depended on casual labour for their survival. This change has come at a cost to the environment. By 2016, the village forests have largely gone and been replaced by farms. Farmers were concerned that the climate was turning drier because of deforestation. Studying the mundane—the material used in roofs, the size of farms, and so on made it possible to trace and understand the radical transition the area has experienced.";"Östberg, Wilhelm
Howland, Olivia
Mduma, Joseph
Brockington, Dan";"";"Land Journal";"Land Journal";"2018-06-30";"en";"local community";"Land Stakeholders & Institutions";"TZA";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/2/44/";"http://www.mdpi.com/2073-445X/7/2/44/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i2.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"Longitudinal studies;assets;livelihoods;rural entrepreneurs;Tanzania";""
"10.3390/land7020045";"Sustainability of Smallholder Livelihoods in the Ecuadorian Highlands: A Comparison of Agroforestry and Conventional Agriculture Systems in the Indigenous Territory of Kayambi People";"Volume 7 Issue 2";"Smallholder farming constitutes an important but marginalized sector, responsible for most of the world&rsquo;s agricultural production. This has a significant influence in the land use/cover change process and agrobiodiversity conservation, especially in mountainous regions of the developing world. Thus, the maintenance of sustainable smallholder farming systems represents a key condition for sustainable land management and to safeguard the livelihoods of millions of rural households. This study uses a combination of biophysical and socioeconomic data based on household interviews to compare 30 highland agroforestry systems and 30 conventional agriculture systems, to determine which system provides better conditions to support sustainable livelihoods for smallholder farmers. The interview data is based mainly on the perceptions of Kayambi indigenous farmers who use these farming systems to support their livelihoods. Independent-Samples t Test and descriptive statistics were applied to analyse the data from 60 farms. The results indicate that agroforestry systems contain greater agrobiodiversity; more diversified livelihoods; better land tenure security and household income; more diversified irrigation sources and less dependency on rainfall than conventional systems. These findings highlight the role of agroforestry systems in supporting sustainable livelihoods of smallholder farmers in mountainous areas.";"Córdova, Raúl
Hogarth, J. Nicholas
Kanninen, Markku";"";"Land Journal";"Land Journal";"2018-06-30";"en";"forestry;territory;agriculture";"Forest Tenure";"001";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/2/45/";"http://www.mdpi.com/2073-445X/7/2/45/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i2.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"agroforestry and conventional farming systems;smallholder farmers’ perceptions;sustainable mountain livelihoods;agrobiodiversity;indigenous people;tropical highlands";""
"10.3390/land7020046";"Preface: Special Issue on Wildland Fires";"Volume 7 Issue 2";"Wildland fires are a critical Earth-system process that impacts human populations in each settled continent[...]";"Smith, M. S. Alistair
Lutz, A. James
Hoffman, M. Chad
Williamson, J. Grant
Hudak, T. Andrew";"";"Land Journal";"Land Journal";"2018-06-30";"en";"land;research";"";"001";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/2/46/";"http://www.mdpi.com/2073-445X/7/2/46/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i2.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"n/a";""
