ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"10.3390/land8080122";"An Assessment of Multiple Drivers Determining Woody Species Composition and Structure: A Case Study from the Kalahari, Botswana";"Volume 8 Issue 8";"Savannas are extremely important socio-economic landscapes, with pastoralist societies relying on these ecosystems to sustain their livelihoods and economy. Globally, there is an increase of woody vegetation in these ecosystems, degrading the potential of these multi-functional landscapes to sustain societies and wildlife. Several mechanisms have been invoked to explain the processes responsible for woody vegetation composition; however, these are often investigated separately at scales not best suited to land-managers, thereby impeding the evaluation of their relative importance. We ran six transects at 15 sites along the Kalahari transect, collecting data on species identity, diversity, and abundance. We used Poisson and Tobit regression models to investigate the relationship among woody vegetation, precipitation, grazing, borehole density, and fire. We identified 44 species across 78 transects, with the highest species richness and abundance occurring at Kuke (middle of the rainfall gradient). Precipitation was the most important environmental variable across all species and various morphological groups, while increased borehole density and livestock resulted in lower bipinnate species abundance, contradicting the consensus that these managed features increase the presence of such species. Rotating cattle between boreholes subsequently reduces the impact of trampling and grazing on the soil and maintains and/or reduces woody vegetation abundance.";"Meyer, Thoralf
Holloway, Paul
Christiansen, B. Thomas
Miller, A. Jennifer
D’Odorico, Paolo
Okin, S. Gregory";"";"Land Journal";"Land Journal";"2019-08-31";"en";"sustainable land management;mining;assessment;grazing";"Land, Climate Change & Environment;Rangelands, Drylands & Pastoralism";"BWA";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/8/8/122/";"http://www.mdpi.com/2073-445X/8/8/122/pdf";"";"Creative Commons Attribution";"© 2019 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"conservation;fire;grazing;savanna;woody vegetation";""
"10.3390/land8080123";"Comparative Review of Methods Supporting Decision-Making in Urban Development and Land Management";"Volume 8 Issue 8";"This paper discusses how and where technologies supporting decision-making can play, or are already playing, a role in both urban development and land management. The review analyzes and compares three types of technologies: cellular automata (CA), artificial intelligence (AI), and operational research (OR), and evaluates to which extent they can be useful when dealing with various land planning objectives and phases. CA is one of the most useful models for simulating urban growth, AI displays great potential as a solution to capture the dynamics of land change, and OR is useful in decision-making, for example to conduct locational analyses. The evaluation relies on a collection of relevant articles, selected on the basis of both content and actuality. The paper offers new perspectives towards innovative methods in urban planning and land management and highlights where and when which type of tool can be considered useful and valid. The existing gaps, i.e., phases or areas in spatial planning or land management where the methods have not been applied, are also discussed.";"Wagner, Magdalena
de Vries, T. Walter";"";"Land Journal";"Land Journal";"2019-08-31";"en";"development;land management";"";"001";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/8/8/123/";"http://www.mdpi.com/2073-445X/8/8/123/pdf";"";"Creative Commons Attribution";"© 2019 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"cellular automata;artificial intelligence;operational research;land management;urban development";""
"10.3390/land8080120";"From “Land to the Tiller” to the “New Landlords”? The Debate over Vietnam’s Latest Land Reforms";"Volume 8 Issue 8";"Between Vietnam&rsquo;s independence and its reunification in 1975, the country&rsquo;s socialist land tenure system was underpinned by the principle of &ldquo;land to the tiller&rdquo;. During this period, government redistributed land to farmers that was previously owned by landlords. The government&rsquo;s &ldquo;egalitarian&rdquo; approach to land access was central to the mass support that it needed during the Indochinese war. Even when the 1993 Land Law transitioned agricultural land from collectivized to household holdings with 20-year land use certificates, the &ldquo;land to the tiller&rdquo; principle remained largely sacrosanct in state policy. Planned amendments to the current Land Law (issued in 2013), however, propose a fundamental shift from &ldquo;land to the tiller&rdquo; to the concentration of land by larger farming concerns, including private sector investors. This is explained as being necessary for the modernization of agricultural production. The government&rsquo;s policy narrative concerning this change emphasizes the need to overcome the low productivity that arises from land fragmentation, the prevalence of unskilled labor and resource shortages among smallholders. This is contrasted with the readily available resources and capacity of the private sector, together with opportunities for improved market access and high-tech production systems, if holdings were consolidated by companies. This major proposed transition in land governance has catalyzed heated debate over the potential risks and benefits. Many perceive it as a shift from a &ldquo;pro-poor&rdquo; to &ldquo;pro-rich&rdquo; policy, or from &ldquo;land to the tiller&rdquo; to the establishment of a &ldquo;new landlord&rdquo;&mdash;with all the historical connotations that this badge invokes. Indeed, the growing level of public concern over land concentration raises potential implications for state legitimacy. This paper examines key narratives on the government-supported land concentration policy, to understand how the risks, benefits and legitimacy of the policy change are understood by different stakeholders. The paper considers how the transition could change land access and governance in Vietnam, based on early experience with the approach.";"To, Phuc
Mahanty, Sango
Wells-Dang, Andrew";"";"Land Journal";"Land Journal";"2019-08-31";"en";"land consolidation;land reform;reforms";"";"VNM";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/8/8/120/";"http://www.mdpi.com/2073-445X/8/8/120/pdf";"";"Creative Commons Attribution";"© 2019 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"land consolidation;smallholders;company;land reform;Vietnam";""
"10.3390/land8080121";"A Land-Based and Spatial Assessment of Local Food Capacity in Northern Idaho, USA";"Volume 8 Issue 8";"Across the United States, there has been a growing interest in local food production, which provides an alternative way to increase self-sufficiency and support greater well-being and food security at the community level. This study focused on the Northern Panhandle region of Idaho, where opportunities derived from the local food movement have emerged in several resort and college towns. This research integrated spatial analysis and modeling in a geographic information system (GIS) environment and a linear-programming (LP) optimization approach to identify, quantify, and map these potential opportunities. The obtained results show that existing local food producers are located in the urban fringe and on productive cropland. The foodshed model further suggests that Northern Idaho has enough farmland to feed its whole population within an average distance of 49 km or 31 miles. An alternative land use scenario was explored that involves removing marginal cropland with high soil erodibility from commodity cropping to improve the ecological benefits of local food production. The results of the study, including nuanced evidence of growing demand for local-food products, the existence of enough cropland capacity to meet demand, and potential environmental benefits, are quite encouraging to local food advocates in Northern Idaho and other areas and demonstrate the utility of land-based foodshed analysis.";"Liao, H. Felix
Gordon, Brendan
DePhelps, Colette
Saul, Darin
Fan, Chao
Feng, Wenlong";"";"Land Journal";"Land Journal";"2019-08-31";"en";"land use planning;assessment";"";"USA";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/8/8/121/";"http://www.mdpi.com/2073-445X/8/8/121/pdf";"";"Creative Commons Attribution";"© 2019 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"geographic information systems (GIS);land use planning;foodshed model;local food systems;spatial analysis and modeling;production capacity";""
"10.3390/land8080126";"Possession and Precedence: Juxtaposing Customary and Legal Events to Establish Land Authority";"Volume 8 Issue 8";"Land restitution carries implicit recognition of some previous claim to ownership, but when are first claims recognized? The concepts of first possession and original acquisition have long been used as entry points to Western concepts of property. For Austronesia, the concept of precedence is used in customary systems to justify and describe land claims and Indigenous authority. Conflict and political change in Timor-Leste have highlighted the co-existence of multiple understandings of land claims and their legitimacy. Considering customary principles of precedence brings into relief important elements of first possession important in land restitution processes. This paper juxtaposes the concept of original acquisition in property theory to two different examples of original claims from Timor-Leste: a two-part customary origin narrative from Oecusse and the development of a national land law for the new state. In these three narratives, we identify three different establishment events from which land authority develops. The article then uses this idea of the establishment event to explore five points of customary-statutory intersection evident from the land restitution process: (1) legitimate sources of land authority; (2) arbitrary establishment dates; (3) privileging of social order; (4) recognition of spiritual ties to land; and (5) the possibility for reversal.";"Meitzner Yoder, S. Laura
Joireman, F. Sandra";"";"Land Journal";"Land Journal";"2019-08-31";"en";"land;research";"";"TLS;035";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/8/8/126/";"http://www.mdpi.com/2073-445X/8/8/126/pdf";"";"Creative Commons Attribution";"© 2019 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"land restitution;first possession;precedence;customary land;customary authority;Timor-Leste;Austronesia;Southeast Asia";""
"10.3390/land8080124";"Assessment of Energy–Population–Urbanization Nexus with Changing Energy Industry Scenario in India";"Volume 8 Issue 8";"The demand for energy has been growing worldwide, especially in India partly due to the rapid population growth and urbanization of the country. To meet the ever-increasing energy requirement while maintaining an ecological balance is a challenging task. However, the energy industry-induced effect on population and urbanization has not been addressed before. Therefore, this study investigates the linkages between energy, population, and urbanization. The study also aims to find the quantifiable indicators for the population growth and rate of urbanization due to the expanding energy industry. The integrated framework uses a multi-temporal Landsat data to analyze the urbanization pattern, a census data for changes in population growth, night time light (NTL) data as an indicator for economic development and energy production and consumption data for energy index. Multi-attribute model is used to calculate a unified metric, termed as the energy&ndash;population&ndash;urbanization (EPU) nexus index. The proposed approach is demonstrated in the National Thermal Power Corporation (NTPC) Dadri power plant located in Uttar Pradesh, India. Landsat and NTL data clearly shows the urbanization pattern, economic development, and electrification in the study area. A comparative analysis based on various multi-attribute decision model assessment techniques suggests that the average value of EPU nexus index is 0.529, which significantly large compared to other studies and require special attention by policymakers because large EPU index indicates stronger correlation among energy, population, and urbanization. The authors believe that it would help the policymakers in planning and development of future energy projects, policies, and long-term strategies as India is expanding its energy industry.";"Avtar, Ram
Tripathi, Saurabh
Aggarwal, K. Ashwani";"";"Land Journal";"Land Journal";"2019-08-31";"en";"urbanization;rural population;assessment;urban population";"Urban Tenure";"IND";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/8/8/124/";"http://www.mdpi.com/2073-445X/8/8/124/pdf";"";"Creative Commons Attribution";"© 2019 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"Landsat data;nexus;energy;urbanization;population;thermal power plant;Defense Meteorological Satellite Program (DMSP)";""
"10.3390/land8080125";"Place Attachment and Its Consequence for Landscape-Scale Management and Readiness to Participate: Social Network Complexity in the Post-Soviet Rural Context of Latvia and Estonia";"Volume 8 Issue 8";"This paper uses the tripartite place attachment framework to examine six rural parishes across Estonia and Latvia. Existing analyses/frameworks on participatory processes often neglect the complexity of relationships that rural residents have to their local environments. From a qualitative analysis of face-to-face, semi-structured interviews with case study area inhabitants (23 interviews in Estonia and 27 in Latvia), we depict varying degrees of attachment of individuals to each other and to the place in which they live and their readiness to participate in terms of willingness and ability to participate in a landscape-scale management process. Attachment to the local area was strongest where the social ties were strongest, independent of their sociogeographical features. Social ties were strong where there were good family connections or strong religious or cultural institutions. Taking individual parishes and engaging inhabitants through in-depth interviews using place attachment analysis gives an overall perspective of life in that rural location. These findings reveal important connections within the communities with the potential for planners to engage with local inhabitants and possible barriers to participation.";"Storie, T. Joanna
Uusna, Enri
Eglāja, Zane
Laur, Teele
Külvik, Mart
Suškevičs, Monika
Bell, Simon";"";"Land Journal";"Land Journal";"2019-08-31";"en";"scale";"";"EST;LVA";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/8/8/125/";"http://www.mdpi.com/2073-445X/8/8/125/pdf";"";"Creative Commons Attribution";"© 2019 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"qualitative social network analysis;participatory landscape processes;tripartite framework;social ties;barriers to engagement";""
"10.3390/land8080119";"Rights in the Time of Populism: Land and Institutional Change Amid the Reemergence of Right-Wing Authoritarianism in Colombia";"Volume 8 Issue 8";"In Colombia, right-wing leadership returned to power after winning the presidential elections in 2018 in a campaign in which they opposed the previous government, primarily because of the negotiations and peacemaking with the FARC-EP (Fuerzas Armadas Revolucionarias de Colombia&mdash;Ej&eacute;rcito del Pueblo &lsquo;Armed Revolutionary Forces of Colombia&mdash;People&rsquo;s Army&rsquo;), Colombia&rsquo;s largest guerrilla organization. Globally, there is a vibrant academic debate about how to characterize the current rise of right-wing populism or authoritarianism, but more profound insights from each country&rsquo;s situation and its political economy implications are needed. The victory in Colombia was due to numerous factors, including the support from some rural elites who have historically obstructed the enforcement of redistributive land policies. However, the populist aspirations of the right-wing government have been persistently frustrated not only by social unrest and political mobilization but also because of the enforcement of institutions previously incorporated into the country&rsquo;s political scenario. Specifically, in terms of agrarian political economy, two sets of human rights-oriented institutional changes are relevant regarding this matter: (a) the Land Restitution Law enacted in 2011 and (b) the Comprehensive Rural Reform contained in the Agrarian Chapter of the Peace Agreement between the national government and the FARC-EP in 2016. The purpose of this paper is to ground the ongoing theoretical and political debate about the rise of different forms of populism and right-wing authoritarianism in the current Colombian political context, and its implications on the countryside. The analytical contribution of this paper is twofold: On the one hand, I propose an alternative for explaining the nature of the current political regime in Colombia as right-wing authoritarianism; on the other hand, I analyze some features of such regimes in terms of its disputes with the enforcement of human rights-oriented institutions, that are in force as the result of political processes triggered by peasants&rsquo; mobilization.";"Coronado, Sergio";"";"Land Journal";"Land Journal";"2019-08-31";"en";"land;research";"";"COL";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/8/8/119/";"http://www.mdpi.com/2073-445X/8/8/119/pdf";"";"Creative Commons Attribution";"© 2019 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"authoritarianism;populism;institutional change;agrarian policies;human rights;land restitution;peace agreement;rural politics;Colombia";""
"10.3390/land8080118";"Land-Use, Crop Choice, and Proximity to Ethanol Plants";"Volume 8 Issue 8";"This paper examines how proximity to an ethanol plant influences land-use and crop choice among producers. We estimated a Tobit model of crop choice within parcels located in Central Nebraska in a 2014 sample period in order to analyze changes in land-use and crop choice. We employed Geographic Information System (GIS) databases to access relevant data on crop choice and other land uses in the study area parcels, in addition to detailed information on the location and capacity of irrigation wells. We utilized an instrumental variable approach to account for the endogeneity of crop choice with ethanol refinery locations in the study area. Our regional model also took into account specific characteristics of the local processing markets for grains, including animal food manufacturers and livestock as well as ethanol plants. Our estimates revealed that ethanol plants alter land-use in several ways. We found that proximity to an ethanol plant increases the share of land allocated to corn cultivation up to a distance of 30 miles and that the portion of land parcels allocated to corn production falls with distance from an ethanol plant in a non-linear pattern. We also find that land allocation to grassland and pasture rises with distance from ethanol plants.";"Park, Junpyo
Anderson, John
Thompson, Eric";"";"Land Journal";"Land Journal";"2019-08-31";"en";"land;research";"";"001";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/8/8/118/";"http://www.mdpi.com/2073-445X/8/8/118/pdf";"";"Creative Commons Attribution";"© 2019 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"land-use;crop choice;ethanol plants;production clusters";""
"10.3390/land8080113";"Land of Plenty, Land of Misery: Synergetic Resource Grabbing in Mozambique";"Volume 8 Issue 8";"Global climate change policy enforcement has become the new driving force of resource grabbing in the context of the &ldquo;scramble of resources&rdquo; in Africa. Nevertheless, the environmental crisis should not be seen as an isolated phenomenon amid contemporary capitalism. On the contrary, a very distinct feature of the current wave of land grabs is the convergence of multiple crises, including food, energy/fuel, environmental, and financial. The Southern Mozambique District, Massingir, is an area with high potential regarding water sources and biodiversity. It recently became a host of a biofuel project, and also a huge block of land is being transformed into a conservation/tourism area; answering to many issues within capitalism&rsquo;s crisis, this area is an evidence of how synergetic resource grabbing can arise as a response to the convergence of multiple crises. Therefore, by analyzing the emerging politics of natural resources in Massingir District and the dynamics regarding the land-use change, changes in property relations, it is possible to understand how rural livelihoods are shaped. Risks related to food security and sovereignty, loss of control and access to resources, consistent narrowing down of the set of livelihood strategies, and inter-community conflicts over scarce resources are the main implications of such emerging climate-smart land politics.";"Bruna, Natacha";"";"Land Journal";"Land Journal";"2019-08-31";"en";"sustainable land management;climate change;land grabbing";"Land, Climate Change & Environment";"MOZ;001;002";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/8/8/113/";"http://www.mdpi.com/2073-445X/8/8/113/pdf";"";"Creative Commons Attribution";"© 2019 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"land grabbing;climate change;conservation;biofuel;rural livelihoods";""
