ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"10.3390/land6030048";"The Integration of Ecosystem Services in Planning: An Evaluation of the Nutrient Retention Model Using InVEST Software";"Volume 6 Issue 3";"Mapping ecosystem services (ES) increases the awareness of natural capital value, leading to building sustainability into decision-making processes. Recently, many techniques to assess the value of ES delivered by different scenarios of land use/land cover (LULC) are available, thus becoming important practices in mapping to support the land use planning process. The spatial analysis of the biophysical ES distribution allows a better comprehension of the environmental and social implications of planning, especially when ES concerns the management of risk (e.g., erosion, pollution). This paper investigates the nutrient retention model of InVEST software through its spatial distribution and its quantitative value. The model was analyzed by testing its response to changes in input parameters: (1) the digital terrain elevation model (DEM); and (2) different LULC attribute configurations. The paper increases the level of attention to specific ES models that use water runoff as a proxy of nutrient delivery. It shows that the spatial distribution of biophysical values is highly influenced by many factors, among which the characteristics of the DEM and its interaction with LULC are included. The results seem to confirm that the biophysical value of ES is still affected by a high degree of uncertainty and encourage an expert field campaign as the only solution to use ES mapping for a regulative land use framework.";"Salata, Stefano
Garnero, Gabriele
Barbieri, A. Carlo
Giaimo, Carolina";"";"Land Journal";"Land Journal";"2017-09-31";"en";"land use planning;urban planning;sustainable land management;urban areas;environment";"Urban Tenure;Land, Climate Change & Environment";"001";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/6/3/48/";"http://www.mdpi.com/2073-445X/6/3/48/pdf";"";"Creative Commons Attribution";"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"ecosystem services;mapping;nutrient retention;runoff;urban planning;land use planning";""
"10.3390/land6030049";"Scenarios of Vegetable Demand vs. Production in Brazil: The Links between Nutritional Security and Small Farming";"Volume 6 Issue 3";"Dietary guidelines urge Brazilians to increase their consumption of raw vegetables. Yet key issues must be tackled by the government and civil society, not only to foster consumers’ appetite for healthier food, but more importantly to diminish the gaps between local demand and production, determined by food and land accessibility. We examine whether vegetable production in Brazil meets the demand to provide Brazilians the daily amount of fresh food recommended by the World Health Organization (WHO). We developed demand scenarios in Brazil for 2008 and 2030, based on demand density maps built at the district level using production census surveys, household acquisition data, and population growth estimates. Results reveal an inherent inequality in vegetable consumption between the southern and central northern regions of Brazil that follows food insecurity regional indicators. Even in more urbanized regions and metropolitan areas, where the best balance between vegetable production and acquisition is found, simulated demand is far from WHO recommendations. A complementary discussion regarding land distribution and fresh food production supports our outlook on the weaknesses of existing rural policies for land reform and sustainable local fresh food production that directly affect demand and nutritional security. This work was the foundation to the Delivering Food Security on Limited Land (DEVIL) project in Brazil supported by Belmont Forum consortium.";"Nolasco, L. Camille
Soler, S. Luciana
Freitas, W. D. Marcos
Lahsen, Myanna
Ometto, P. H. B. Jean";"";"Land Journal";"Land Journal";"2017-09-31";"en";"food security";"Land & Food Security";"BRA";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/6/3/49/";"http://www.mdpi.com/2073-445X/6/3/49/pdf";"";"Creative Commons Attribution";"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"food security;Brazil;density map;vegetable demand;vegetable production;small farming;household budget survey";""
"10.3390/land6030059";"Informal Urban Green Space: Residents’ Perception, Use, and Management Preferences across Four Major Japanese Shrinking Cities";"Volume 6 Issue 3";"Urban residents’ health depends on green infrastructure to cope with climate change. Shrinking cities could utilize vacant land to provide more green space, but declining tax revenues preclude new park development—a situation pronounced in Japan, where some cities are projected to shrink by over ten percent, but lack green space. Could informal urban green spaces (IGS; vacant lots, street verges, brownfields etc.) supplement parks in shrinking cities? This study analyzes residents’ perception, use, and management preferences (management goals, approaches to participatory management, willingness to participate) for IGS using a large, representative online survey (n = 1000) across four major shrinking Japanese cities: Sapporo, Nagano, Kyoto and Kitakyushu. Results show that residents saw IGS as a common element of the urban landscape and their daily lives, but their evaluation was mixed. Recreation and urban agriculture were preferred to redevelopment and non-management. For participative management, residents saw a need for the city administration to mediate usage and liability, and expected an improved appearance, but emphasized the need for financial and non-financial support. A small but significant minority (~10%) were willing to participate in management activities. On this basis, eight principles for participatory informal green space planning are proposed.";"Rupprecht, D. D. Christoph";"";"Land Journal";"Land Journal";"2017-09-31";"en";"land use planning;land use;urban planning;sustainable land management;agricultural landscape;urban areas";"Urban Tenure;Land, Climate Change & Environment";"JPN";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/6/3/59/";"http://www.mdpi.com/2073-445X/6/3/59/pdf";"";"Creative Commons Attribution";"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"vacant land;land use;urban planning;Japan;wasteland;green infrastructure;recreation;landscape;participatory management;depopulation";""
"10.3390/land6030058";"Efficiency of Conservation Agriculture Production Systems for Smallholders in Rain-Fed Uplands of India: A Transformative Approach to Food Security";"Volume 6 Issue 3";"With challenges from global climate change, it is imperative to enhance food production using climate-smart technologies and maximize farm efficiency. Fifty-six households in Rudhiapada and Badamahulidiha, Odisha, India were selected to evaluate farmers’ efficiency using conservation agriculture (CA) cropping system practices. Data envelopment analysis (DEA) and regression analysis were used to estimate farmer efficiency and the determinants of yield. Conventional tillage with the local maize cultivar was compared to reduced tillage with improved maize cultivar and maize intercropped with cowpea. Badamahulidiha outperformed Rudhiapada in yields for all cropping systems. This could be attributed to lower input use and exposure to NGO training. The current efficiency level of farmers’ productivity was between 0.4 and 0.7. Inputs such as labor, seed, and fertilizers were found to be significant in increasing yield except for female labor and phosphate. This finding suggests conservation agriculture cropping system is female friendly. The conservation agriculture cropping systems improved maize yields by 60% to 70% when compared to conventional farming system. Combining conservation agriculture practices with improving efficiency of farmers in optimal use of the inputs can contribute substantially to productivity, thus enhancing food security and nutrition in the face of climate change in India and other tropical areas.";"Chan, Catherine
Sipes, Brent
Ayman, Abouzeid
Zhang, Xu
LaPorte, Patricia
Fernandes, Fellipe
Pradhan, Aliza
Chan-Dentoni, Jacqueline
Roul, Pravat";"";"Land Journal";"Land Journal";"2017-09-31";"en";"food security;agriculture";"Land & Food Security";"IND";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/6/3/58/";"http://www.mdpi.com/2073-445X/6/3/58/pdf";"";"Creative Commons Attribution";"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"conservation agriculture cropping system;maize-based system;technical efficiency;transdisciplinary approach;tribal villages;intercrop";""
"10.3390/land6030053";"The Sino-Brazilian Telecoupled Soybean System and Cascading Effects for the Exporting Country";"Volume 6 Issue 3";"The global food market makes international players intrinsically connected through the flow of commodities, demand, production, and consumption. Local decisions, such as new economic policies or dietary shifts, can foster changes in coupled human–natural systems across long distances. Understanding the causes and effects of these changes is essential for agricultural-export countries, such as Brazil. Since 2000, Brazil has led the expansion of soybean planted area—19 million hectares, or 47.5% of the world’s increase. Soybean is among the major crop commodities traded globally. We use the telecoupling framework to analyze (i) the international trade dynamics between Brazil and China as the cause of the increased production of Brazilian soybean since 2000; (ii) and the cascading effects of the Sino-Brazilian telecoupled soybean system for Brazilian maize production and exports, with attention to consequences on domestic prices, availability, and risks associated with climatic extreme events. Census-based data at state and county levels, policy analysis, and interviews with producers and stakeholders guided our methodological approach. We identified that the Brazilian soybean production decreased maize single crop production and accelerated maize as a second crop following soybean, a practice that makes farmers more vulnerable to precipitation anomalies (e.g., rainfall shortage). In addition, the two-crop system of soybean/maize pressures the Brazilian maize market when unexpected events such as extreme droughts strike and when this results in a failed maize harvest in the second crop, most of which is for domestic consumption rather than export. Our study suggests the need to incorporate the telecoupling framework in land use decision-making and understanding landscape changes.";"Silva, F. Ramon
Batistella, Mateus
Dou, Yue
Moran, Emilio
Torres, M. Sara
Liu, Jianguo";"";"Land Journal";"Land Journal";"2017-09-31";"en";"land;research";"";"BRA;CHN";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/6/3/53/";"http://www.mdpi.com/2073-445X/6/3/53/pdf";"";"Creative Commons Attribution";"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"soybean;maize;global trade;telecoupling";""
"10.3390/land6030052";"Comparing Quantity, Allocation and Configuration Accuracy of Multiple Land Change Models";"Volume 6 Issue 3";"The growing numbers of land change models makes it difficult to select a model at the beginning of an analysis, and is often arbitrary and at the researcher’s discretion. How to select a model at the beginning of an analysis, when multiple are suitable, represents a critical research gap currently understudied, where trade-offs of choosing one model over another are often unknown. Repeatable methods are needed to conduct cross-model comparisons to understand the trade-offs among models when the same calibration and validation data are used. Several methods to assess accuracy have been proposed that emphasize quantity and allocation, while overlooking the accuracy with which a model simulates the spatial configuration (e.g., size and shape) of map categories across landscapes. We compared the quantity, allocation, and configuration accuracy of four inductive pattern-based spatial allocation land change models (SLEUTH, GEOMOD, Land Change Modeler (LCM), and FUTURES). We simulated urban development with each model using identical input data from ten counties surrounding the growing region of Charlotte, North Carolina. Maintaining the same input data, such as land cover, drivers of change, and projected quantity of change, reduces differences in model inputs and allows for focus on trade-offs in different types of model accuracy. Results suggest that these four land change models produce representations of urban development with substantial variance, where some models may better simulate quantity and allocation at the trade-off of configuration accuracy, and vice versa. Trade-offs in accuracy exist with respect to the amount, spatial allocation, and landscape configuration of each model. This comparison exercise illustrates the range of accuracies for these models, and demonstrates the need to consider all three types of accuracy when assessing land change model’s projections.";"Pickard, Brian
Gray, Joshua
Meentemeyer, Ross";"";"Land Journal";"Land Journal";"2017-09-31";"en";"urbanization";"Urban Tenure";"001";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/6/3/52/";"http://www.mdpi.com/2073-445X/6/3/52/pdf";"";"Creative Commons Attribution";"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"land change;modeling;accuracy;urbanization";""
"10.3390/land6030051";"The Influence of Geology on Landscape Typology in Jordan: Theoretical Understanding and Planning Implications";"Volume 6 Issue 3";"Landscape Character Assessment (LCA) has been introduced into Jordan through the MEDSCAPES project. The purpose of this project was to streamline landscape studies and integrate them into the land use planning practices in Jordan. Two areas within the Mediterranean and arid climatic zones of the country were chosen as test areas for the methodology. These were the Yarmouk River drainage basin in the northwest of the country and the Mujib River area in the west of Jordan within the Dead Sea basin. Landscape Character Mapping resulted in 22 and 64 Land Description Units (LDUs) for the Yarmouk and Mujib areas, respectively, which were then classified into 14 landscape types. The factors which control the spatial distributions of these units are geology, land cover, landform, and settlements. However, the study suggests that the underlying geology, which influences topography, impacts indirectly on soil types, climate zones, and human activities, and hence has a predominant influence on the character of these units. Specifically, the transition between the Dead Sea Rift Valley and the adjacent highlands create variations in the topographical relief, climate, water availability, and human settlements. Implementation of LCA in Jordan has done much to highlight geological hazards, such as sinkholes, as constraints to development in certain areas. Here, we described how the LCA process could be implemented in Jordan and how this can help in improving land use management practices in the country.";"Odeh, Taleb
Boulad, Natalia
Abed, Omar
Abu Yahya, Anas
Khries, Nour
Abu-Jaber, Nizar";"";"Land Journal";"Land Journal";"2017-09-31";"en";"land;research";"";"JOR";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/6/3/51/";"http://www.mdpi.com/2073-445X/6/3/51/pdf";"";"Creative Commons Attribution";"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"comparative study;landforms;Landscape Character Assessment (LCA);Land Description Unit (LDU);spatial distributions;topography";""
"10.3390/land6030050";"High-Resolution Vegetation Mapping in Japan by Combining Sentinel-2 and Landsat 8 Based Multi-Temporal Datasets through Machine Learning and Cross-Validation Approach";"Volume 6 Issue 3";"This paper presents an evaluation of the multi-source satellite datasets such as Sentinel-2, Landsat-8, and Moderate Resolution Imaging Spectroradiometer (MODIS) with different spatial and temporal resolutions for nationwide vegetation mapping. The random forests based machine learning and cross-validation approach was applied for evaluating the performance of different datasets. Cross-validation with the rich-feature datasets—with a sample size of 390—showed that the MODIS datasets provided highest classification accuracy (Overall accuracy = 0.80, Kappa coefficient = 0.77) compared with Landsat 8 (Overall accuracy = 0.77, Kappa coefficient = 0.74) and Sentinel-2 (Overall accuracy = 0.66, Kappa coefficient = 0.61) datasets. As a result, temporally rich datasets were found to be crucial for the vegetation physiognomic classification. However, in the case of Landsat 8 or Sentinel-2 datasets, sample size could be increased excessively as around 9800 ground truth points could be prepared within 390 MODIS pixel-sized polygons. The increase in the sample size significantly enhanced the classification using Landsat-8 datasets (Overall accuracy = 0.86, Kappa coefficient = 0.84). However, Sentinel-2 datasets (Overall accuracy = 0.77, Kappa coefficient = 0.74) could not perform as much as the Landsat-8 datasets, possibly because of temporally limited datasets covered by the Sentinel-2 satellites so far. A combination of the Landsat-8 and Sentinel-2 datasets slightly improved the classification (Overall accuracy = 0.89, Kappa coefficient = 0.87) than using the Landsat 8 datasets separately. Regardless of the fact that Landsat 8 and Sentinel-2 datasets have lower temporal resolutions than MODIS datasets, they could enhance the classification of otherwise challenging vegetation physiognomic types due to possibility of training a wider variation of physiognomic types at 30 m resolution. Based on these findings, an up-to-date 30 m resolution vegetation map was generated by using Landsat 8 and Sentinel-2 datasets, which showed better accuracy than the existing map in Japan.";"Sharma, C. Ram
Hara, Keitarou
Tateishi, Ryutaro";"";"Land Journal";"Land Journal";"2017-09-31";"en";"land;research";"";"JPN";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/6/3/50/";"http://www.mdpi.com/2073-445X/6/3/50/pdf";"";"Creative Commons Attribution";"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"vegetation mapping;physiognomy;Sentinel-2;Landsat 8;MODIS;machine learning;cross-validation;Japan";""
"10.3390/land6030057";"Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments";"Volume 6 Issue 3";"Pollinators provide critical ecosystems services vital to the production of numerous crops in the United States’ agricultural sector. However, the U.S. is witnessing a serious decline in the abundance and diversity of domestic and wild pollinators, which threatens U.S. food security. In response, the U.S. Department of Agriculture has created the Pollinator Habitat Initiative (CP-42) to induce landowners to create quality habitat for pollinators by planting beneficial crops and wildflowers on Conservation Reserve Program (CRP)-eligible land. Landowners’ potential conservation decisions under CP-42 and the resulting impact on land use decisions regarding crop production are not well-understood. We examine these issues by designing an economic experiment that simulates landowners’ decisions to enroll in CP-42. As our motivating example, we focus on how CP-42 might affect crop production patterns and the resulting returns in Goshen County, Wyoming. The results indicate that about 16% of CRP-eligible land would be enrolled. Based on the relatively low CP-42 payment, our subjects remove only lower value crops from production. Our results suggest that (1) all dry wheat and sunflower production and a portion of barley, corn, and dry beans could be taken out of production when transferred to pollinator habitat, and (2) that habitat fragmentation would likely occur, which would reduce the efficacy of pollination. Overall, our results suggest that there are significant limits to the overall effectiveness of the CP-42 policy.";"Jones Ritten, Chian
Bastian, Christopher
Shogren, F. Jason
Panchalingam, Thadchaigeni
Ehmke, D. Mariah
Parkhurst, Gregory";"";"Land Journal";"Land Journal";"2017-09-31";"en";"land;research";"";"USA";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/6/3/57/";"http://www.mdpi.com/2073-445X/6/3/57/pdf";"";"Creative Commons Attribution";"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"pollinator habitat;CP-42 enrollment;crop production;experimental economics";""
"10.3390/land6030045";"The Socio-Ecological Dynamics of Human Responses in a Land Degradation-Affected Region: The Messara Valley (Crete, Greece)";"Volume 6 Issue 3";"This paper applies a resilience- and assemblage-based methodology to study the socio-ecological dynamics of human responses in the land degradation-affected Messara Valley (Crete, Greece) socio-ecological system, from 1950 to 2010. It posits that thesedynamics aredriven by changes in their effectiveness, called ‘socio-ecological fit’, to serve place- and time-specific goals. The socio-ecological fit expresses the degree to which the match among all the biophysical and human components of a Response Assemblage emerging in a socio-ecological system, maintains the socio-ecological resilience of this Assemblage. The socio-ecological resilience results is gauged by synthesizing three system-level properties (Resilience, Adaptability, Transformability) shaped by lower level properties that are assessed from available data. The reported application revealed that human responses (traditional land management, agricultural modernization and subsidized agriculture) and their effectiveness were driven by prioritizing economic and technological considerations that shaped the properties, socio-ecological resilience and fit of three main Response Assemblages formed over the study period, rather than combating land degradation. Agricultural modernization did not uniformly and necessarily lead to land degradation; the situated relationships among the components of the Response Assemblages determined its effects. The fit of future options can be assessed also to support rational land use planning. Refinements in the methodology include the development of techniques to: (a) assess and synthesize the properties of different components in order to improve assessments of socio-ecological resilience and fit and (b) study relationships among the properties of Response Assemblages emerging at different levels.";"Detsis, Vassilis
Briassoulis, Helen
Kosmas, Constantinos";"";"Land Journal";"Land Journal";"2017-09-31";"en";"land degradation";"Land, Climate Change & Environment";"GRC";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/6/3/45/";"http://www.mdpi.com/2073-445X/6/3/45/pdf";"";"Creative Commons Attribution";"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"land degradation;human responses;assemblage;socio-ecological resilience;fit;socio-ecological system";""
