ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"10.3390/land7040161";"Public Green Infrastructure Contributes to City Livability: A Systematic Quantitative Review";"Volume 7 Issue 4";"Consistent with the Land Urbanism and Green Infrastructure theme of this special issue of Land, the primary goal of this review is to provide a plain language overview of recent literature that reports on the psychological, physiological, general well-being, and wider societal benefits that humans receive as a result of experiencing public green infrastructure (PGI) and nature in urbanized landscapes. This enhanced well-being and the wider societal benefits that accrue to urban dwellers as a result of interacting with quality PGI contributes to the concept known as city or urban livability. The quantitative analysis and theoretical synthesis reported in this review can inform decision makers, stakeholders, and other PGI and urban nature (UN) researchers of the benefits that urban populations receive from experiencing quality PGI spaces and UN and the contribution those spaces make to the livability of urban areas. With diminishing opportunities for the acquisition of new public open space to increase PGI and re-establish UN near urban centers, the efficient management and continuous improvement of existing PGI and UN is essential to promote and foster opportunities for human-to-nature contact and the known benefits therein derived. In addition to identifying an increased research interest and publication of articles that report on the contribution of PGI spaces to urban livability over the past decade, the review identifies and reports on the seven focus areas of PGI-livability research and the six attributes of PGI spaces that the current literatures report as contributing to the livability of urbanized landscapes. After providing a quantitative analysis for the reporting of those research areas and PGI attributes and summarizing key findings reported in the literature regarding the contribution that PGI spaces make to urban livability, this review also identifies knowledge gaps in the published literature and puts forward recommendations for further research in this rapidly expanding multidisciplinary field of research and policy development.";"Parker, Jackie
Simpson, D. Greg";"";"Land Journal";"Land Journal";"2018-12-31";"en";"sustainable development";"Socio-Economic & Institutional Context";"001";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/4/161/";"http://www.mdpi.com/2073-445X/7/4/161/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i4.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"biophilic design;public amenity;public green infrastructure (PGI);public open space;renaturing cities;sustainable development;livability;liveability;urban nature (UN);well-being";""
"10.3390/land7040152";"Assessment of Land Cover Changes in the Hinterland of Barranquilla (Colombia) Using Landsat Imagery and Logistic Regression";"Volume 7 Issue 4";"Barranquilla is known as a dynamically growing city in the Colombian Caribbean. Urbanisation induces land use and land cover (LULC) changes in the city and its hinterland affecting the region&rsquo;s climate and biodiversity. This paper aims to identify the trends of land use and land cover changes in the hinterland of Barranquilla corresponding to 13 municipalities in the north of the Department Atl&aacute;ntico. Landsat TM/ETM/OLI imagery from 1985 to 2017 was used to map and analyse the spatio-temporal development of land use and land cover changes. During the investigation period, the settlement areas grew by approximately 50% (from 103.3 to 153.6 km2), while areas with woody vegetation cover experienced dynamic changes and increased in size since 2001. Peri-urban and rural areas were characterized by highly dynamic changes, particularly regarding clearing and recovery of vegetated areas. Regression analyses were performed to identify the impact factors of detected vegetation cover changes. Computed logistic regression models included 20 independent variables, such as relief, climate, soil, proximity characteristics and socio-economic data. The results of this study may act as a basis to enable researchers and decision-makers to focus on the most important signals of systematic landscape transformations and on the conservation of ecosystems and the services they provide.";"Schubert, Henry
Caballero Calvo, Andrés
Rauchecker, Markus
Rojas-Zamora, Oscar
Brokamp, Grischa
Schütt, Brigitta";"";"Land Journal";"Land Journal";"2018-12-31";"en";"land cover;urbanization;assessment";"Urban Tenure";"COL";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/4/152/";"http://www.mdpi.com/2073-445X/7/4/152/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i4.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"Colombian Caribbean;urbanisation;tropical dry forest;random forest classifier;woody vegetation changes";""
"10.3390/land7040160";"Landscapes in the Eastern Mediterranean between the Future and the Past";"Volume 7 Issue 4";"Landscapes have long been viewed as complex, synthetic entities reflecting the human imprint upon the land. [...]";"Vogiatzakis, N. Ioannis
Terkenli, S. Theano
Trovato, G. Maria
Abu-Jaber, Nizar";"";"Land Journal";"Land Journal";"2018-12-31";"en";"land;research";"";"001";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/4/160/";"http://www.mdpi.com/2073-445X/7/4/160/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i4.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"n/a";""
"10.3390/land7040139";"The Cypriot Extra-Urban Sanctuary as a Central Place: the Case of Agia Irini";"Volume 7 Issue 4";"This article contributes to the ongoing debate on the relationship between sanctuaries and the territoriality of the Iron Age polities of Cyprus. The sanctuary site of Agia Irini, at the locality Alonia, is used as a case-study to test hypotheses regarding the connection between extra-urban sacred space and the formation of political and cultural identities. After a short introduction to the theme, a combination of archaeological (context and iconography) and geographic data is implemented in Geographic Information Systems (GIS) analyses in order to contextualise the centrality of this sanctuary within its political, economic, cultural and symbolic landscapes. The discussion proceeds with the examination of pottery evidence from the sanctuary, both published and unpublished, in order to reveal if and how site based analysis of a category of material may help to further reveal the significance of this sanctuary as a central place, albeit lying in an un-central landscape.";"Papantoniou, Giorgos
Bourogiannis, Giorgos";"";"Land Journal";"Land Journal";"2018-12-31";"en";"agricultural landscape";"";"CYP";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/4/139/";"http://www.mdpi.com/2073-445X/7/4/139/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i4.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"Cypriot archaeology;Mediterranean archaeology;landscape archaeology;central places;sacred space;political power;economy;religion;ideology;ancient sanctuaries";""
"10.3390/land7040153";"The Economic Centrality of Urban Centers in the Medieval Peloponnese: Late 11th–Mid-14th Centuries";"Volume 7 Issue 4";"The Peloponnese, a province of the Byzantine Empire in the 11th and 12th centuries, was divided into three distinct political entities after 1204: the Frankish Principality of Achaia, the Venetian colonies of Modon and Coron, and the Byzantine lands in the southeast. The number and size of cities in the Peloponnese during the 11th and 12th centuries expanded, and the establishment of the new political entities of the 13th century did not hinder the development of its urban centers. New urban centers appeared, and the dynamics of the old urban centers witnessed a major shift. The focus of this paper is on port towns, since the majority of the available data derive from them, and aims to investigate the economic centrality of the port towns in the Peloponnese in the context of their environs, economic activities, and their position in the eastern Mediterranean exchange system. The theoretical framework is based on concepts of network theory, centrality, and economic complexity, as well as on a thorough evaluation of the material and textual evidence. In doing so, the economic profile of each central place is reconstructed, as well as a comparison between them.";"Ragkou, Katerina";"";"Land Journal";"Land Journal";"2018-12-31";"en";"land;research";"";"001";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/4/153/";"http://www.mdpi.com/2073-445X/7/4/153/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i4.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"byzantine and medieval Peloponnese;byzantine and medieval port towns;central place theory;networks;economy;trade links";""
"10.3390/land7040157";"The River as an Economic Asset: Settlement and Society in the Xeros Valley in Cyprus";"Volume 7 Issue 4";"Settled and Sacred Landscapes of Cyprus (SeSaLaC) is a systematic archaeological survey project of the University of Cyprus in the Xeros River valley in the Larnaka district in Cyprus. This article aims to present a first synthesis of the diachronic settlement pattern in the region. After a short introduction on the area and the SeSaLaC project, we attempt to identify and interpret settlement evolution and landscape changes in the region, from early prehistory to Late Antiquity. The contextualisation and evaluation of settlement changes in the Xeros River valley are carried out within a multi-layered framework along the main strands of approach presented in this Land special issue. The presentation and analysis that follows below is a work in progress.";"Papantoniou, Giorgos
Vionis, K. Athanasios";"";"Land Journal";"Land Journal";"2018-12-31";"en";"agricultural landscape";"";"CYP";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/4/157/";"http://www.mdpi.com/2073-445X/7/4/157/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i4.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"Cyprus;landscape archaeology;surface survey;river valley;settlement organisation";""
"10.3390/land7040155";"Transforming Culture on an Insula Portunalis: Port Cities as Central Places in Early Roman Cyprus";"Volume 7 Issue 4";"During the Early Roman period in the Mediterranean (ca. 30 BC&ndash;330 AD), the key central places that distinguished socio-political landscapes were towns. These urban centers functioned as economic and administrative focal points that were controlled by local elites who oversaw wealth redistribution and maintained a dialectical relationship with Rome that mutually benefitted both parties. Yet, beyond providing such rudimentary observations, central place theory has recently been revised to examine how local factors, such as a place&rsquo;s long-term geography and history, intersect with globalizing ones to transform settlement hierarchies as well as economic, political, and cultural landscapes. This article&rsquo;s goal is to explore such intersections through a study of how port towns functioned as central places that connected globalized imperial networks to localized provincial ones within island contexts. It examines a range of material culture including, ceramics, architecture, prestige goods, and coinage from ports in Early Roman Cyprus in order to investigate how the island&rsquo;s integration into Roman networks created central places that altered existing settlement types, hierarchies, and thus, local identities. Overall, this study shows how the reanalysis of central places within their unique geohistorical contexts can shed new light on both regional and state-level processes of cultural change.";"Gordon, M. Jody";"";"Land Journal";"Land Journal";"2018-12-31";"en";"urban areas";"Urban Tenure";"CYP";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/4/155/";"http://www.mdpi.com/2073-445X/7/4/155/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i4.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"Cyprus;Roman archaeology;Roman imperialism;island and coastal archaeology;identity;urbanism;central place theory;connectivity;maritime cultural landscapes";""
"10.3390/land7040138";"Forest Carbon Gain and Loss in Protected Areas of Uganda: Implications to Carbon Benefits of Conservation";"Volume 7 Issue 4";"Uganda designated 16% of its land as Protected Area (PA). The original goal was natural resources, habitat and biodiversity conservation. However, PAs also offer great potential for carbon conservation in the context of climate change mitigation. Drawing on a wall-to-wall map of forest carbon change for the entire Uganda, that was developed using two Digital Elevation Model (DEM) datasets for the period 2000&ndash;2012, we (1) quantified forest carbon gain and loss within 713 PAs and their external buffer zones, (2) tested variations in forest carbon change among management categories, and (3) evaluated the effectiveness of PAs and the prevalence of local leakage in terms of forest carbon. The net annual forest carbon gain in PAs of Uganda was 0.22 &plusmn; 1.36 t/ha, but a significant proportion (63%) of the PAs exhibited a net carbon loss. Further, carbon gain and loss varied significantly among management categories. About 37% of the PAs were &ldquo;effective&rdquo;, i.e., gained or at least maintained forest carbon during the period. Nevertheless, carbon losses in the external buffer zones of those effective PAs significantly contrast with carbon gains inside of the PA boundaries, providing evidence of leakage and thus, isolation. The combined carbon losses inside the boundaries of a large number of PAs, together with leakage in external buffer zones suggest that PAs, regardless of the management categories, are threatened by deforestation and forest degradation. If Uganda will have to benefit from carbon conservation from its large number of PAs through climate change mitigation mechanisms such as REDD+, there is an urgent need to look into some of the current PA management approaches, and design protection strategies that account for the surrounding landscapes and communities outside of the PAs.";"Gizachew, Belachew
Solberg, Svein
Puliti, Stefano";"";"Land Journal";"Land Journal";"2018-12-31";"en";"protected areas;area";"Land, Climate Change & Environment";"UGA";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/4/138/";"http://www.mdpi.com/2073-445X/7/4/138/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i4.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"carbon change;leakage;Uganda;Protected Areas";""
"10.3390/land7040125";"Regional Socioeconomic Changes Affecting Rural Area Livelihoods and Atlantic Forest Transitions";"Volume 7 Issue 4";"Centuries of colonization of the Atlantic Forest biome in Brazil have led its native vegetation cover to be reduced to only 11.7%. On the other hand, regional land changes have fostered natural forest regeneration, since the 1960s, in the region of Para&iacute;ba Valley. A fieldwork survey in rural properties was conducted in three municipalities (n = 90, thirty in each municipality), to assess how forest transition is affected by the region&rsquo;s socioeconomic development and biophysical dimensions of the landscape. To select the municipalities among thirty-four, we applied the modified Thompson Tau technique to detect outlier values for three selected variables: Natural forest cover, eucalyptus plantation cover, and municipal revenue. The outliers were dropped from consideration and the municipality with the maximum value for each variable was selected. Based on the survey and GIS analysis using land-cover maps, topography, and hydrology variables, we concluded that the diminished land-use pressure in the Para&iacute;ba Valley, a response to the regional economic development (e.g., increasing labor demand in urban areas pushing rural migration), resulted in the increase of the Atlantic forest cover. Interestingly enough, a counter-migration of people moving to rural areas as a newly valued amenity has the potential to reshape the rural landscape with positive outcomes to the Atlantic forest cover.";"Silva, F. B. da Ramon
Batistella, Mateus
Moran, F. Emilio";"";"Land Journal";"Land Journal";"2018-12-31";"en";"area";"";"BRA";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/4/125/";"http://www.mdpi.com/2073-445X/7/4/125/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i4.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"rural property survey;thompson tau technique;land-use decisions;Atlantic forest transition";""
"10.3390/land7040124";"Predicting the Potential Impact of Climate Change on Carbon Stock in Semi-Arid West African Savannas";"Volume 7 Issue 4";"West African savannas are experiencing rapid land cover change that threatens biodiversity and affects ecosystem productivity through the loss of habitat and biomass, and carbon emissions into the atmosphere exacerbating climate change effects. Therefore, reducing carbon emissions from deforestation and forest degradation in these areas is critical in the efforts to combat climate change. For such restorative actions to be successful, they must be grounded on a clear knowledge of the extent to which climate change affects carbon storage in soil and biomass according to different land uses. The current study was undertaken in semi-arid savannas in Dano, southwestern Burkina Faso, with the threefold objective of: (i) identifying the main land use and land cover categories (LULCc) in a watershed; (ii) assessing the carbon stocks (biomass and soil) in the selected LULCc; and (iii) predicting the effects of climate change on the spatial distribution of the carbon stock. Dendrometric data (Diameter at Breast Height (DBH) and height) of woody species and soil samples were measured and collected, respectively, in 43 plots, each measuring 50 &times; 20 m. Tree biomass carbon stocks were calculated using allometric equations while soil organic carbon (SOC) stocks were measured at two depths (0&ndash;20 and 20&ndash;50 cm). To assess the impact of climate change on carbon stocks, geographical location records of carbon stocks, remote sensing spectral bands, topographic data, and bioclimatic variables were used. For projections of future climatic conditions, predictions from two climate models (MPI-ESM-MR and HadGEM2-ES) of CMIP5 were used under Representative Concentration Pathway (RCP) 8.5 and modeling was performed using random forest regression. Results showed that the most dominant LULCc are cropland (37.2%) and tree savannas (35.51%). Carbon stocks in woody biomass were higher in woodland (10.2 &plusmn; 6.4 Mg&middot;ha&minus;1) and gallery forests (7.75 &plusmn; 4.05 Mg&middot;ha&minus;1), while the lowest values were recorded in shrub savannas (0.9 &plusmn; 1.2 Mg&middot;ha&minus;1) and tree savannas (1.6 &plusmn; 0.6 Mg&middot;ha&minus;1). The highest SOC stock was recorded in gallery forests (30.2 &plusmn; 15.6 Mg&middot;ha&minus;1) and the lowest in the cropland (14.9 &plusmn; 5.7 Mg&middot;ha&minus;1). Based on modeling results, it appears clearly that climate change might have an impact on carbon stock at horizon 2070 by decreasing the storage capacity of various land units which are currently suitable. The decrease was more important under HadGEM2-ES (90.0%) and less under MPI-ESM-MR (89.4%). These findings call for smart and sustainable land use management practices in the study area to unlock the potential of these landscapes to sequestering carbon.";"Dimobe, Kangbéni
Kouakou, L. Jean
Tondoh, E. Jérôme
Zoungrana, J.-B. Benewinde
Forkuor, Gerald
Ouédraogo, Korotimi";"";"Land Journal";"Land Journal";"2018-12-31";"en";"climate change";"Land, Climate Change & Environment";"BFA";"Peer-reviewed publication";"http://www.mdpi.com/2073-445X/7/4/124/";"http://www.mdpi.com/2073-445X/7/4/124/pdf";"https://www.mdpi.com/data/covers/land/cover-land-v7-i4.png";"Creative Commons Attribution";"© 2018 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";"";"carbon storage;land use and land cover;forest degradation;random forest regression;modeling;Burkina Faso";""
