ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"AJLPGS:18216";"Securing land tenure for women in Cameroon's forest societies: a marginalized position seen and maintained";"Vol 3, No 1: January 2020, Special Issue 1 on Land Policy in Africa";"Land capital occupies a prominent place in production activities in Africa. In forestry companies, women workers of production excellence, do not enjoy the same rights as the male agent in terms of access to land. This article attempts to question the foundations of this societal injustice while highlighting the various shadows that overwhelm women's tenure security in the forest zone. The major goal is to study in the event of looking for sustainable, inclusive solutions. To achieve this, this research, relies on scientific productions, field surveys, recourse to archives the idea is to have information that will be questioned. With this, it appears that the woman or the girl in the forest zone is the victim of abuse in terms of access to land. Although the latter is the main user of the land resource, it can not in any way to become an owner, that is to say alienated these lands. Even if a conservative doctrine tends to make it the main manager of land in the forest area, it emerges, unfortunately that our ladies are more land users than managers because the normative provisions, the habits and customs consecrate the woman in the real estate framework as a subject rather than a partner. This state of affairs in a context of research mechanisms for the empowerment of women, considerably undermines family harmony, societal. Just as it is a considerable brake on the investment of the female agent in the forest zone. In a constantly changing world, the imaginative meaning of women is increasingly highlighted, the overcoming of certain clichés, particularly the most restrictive vis-à-vis the land rights of women could be voices of salvation in a perspective sustainable fight against poverty.";"Ngandji, Billy Athur";"";"African Journal on Land Policy and Geospatial Sciences";"African Journal on Land Policy and Geospatial Sciences";"2020-01-31";"fr";"forestry;land;land tenure;women";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights;Land & Gender;Land Stakeholders & Institutions;Socio-Economic & Institutional Context";"CMR";"Peer-reviewed publication";"https://doi.org/10.48346/IMIST.PRSM/ajlp-gs.v3i1.18216";"https://revues.imist.ma/index.php/AJLP-GS/article/view/18216/10679";"";"CC-BY-NC-SA";"Copyright (c) 2020 African Journal on Land Policy and Geospatial Sciences";"9";"Land security womem forestry socities Cameroon Maginalized position";""
"AJLPGS:15509";"Inclusiveness of Urban Land Administration in the City of Lusaka, Zambia";"Vol 2, No 2: May 2019";"Many cities in developing countries are experiencing urbanization characterised by the continuous proliferation of informal settlements. This article gives an account of a study that determined the inclusiveness of land administration in the City of Lusaka using the perspective of good governance principles. The study findings shows that land administration in the City of Lusaka is not inclusive as most indicators of the five good governance principles recorded negative responses of at least 60 per cent. This entails that formal urban land development arrangements in the city have not been able to cope with the demands of the majority of urban residents. This demands that more research be done on tenure responsive land use planning in order to understand existing community dynamics (economic and social support networks) and implementing practical changes in tackling informality if Zambian cities and communities are to be sustainable and resilient. Key Words: Urban Land Governance, Land Administration, Inclusiveness city, City of Lusaka.";"lupale, mubanga
lupale, mubanga
Hampwaye, Godfrey";"";"African Journal on Land Policy and Geospatial Sciences";"African Journal on Land Policy and Geospatial Sciences";"2019-05-31";"en";"land administration;urban land";"Land Stakeholders & Institutions;Urban Tenure";"ZMB";"Peer-reviewed publication";"https://doi.org/10.48346/IMIST.PRSM/ajlp-gs.v2i2.15509";"https://revues.imist.ma/index.php/AJLP-GS/article/view/15509/9222";"";"CC-BY-NC-SA";"Copyright (c) 2019 African Journal on Land Policy and Geospatial Sciences";"20";"";""
"AJLPGS:22447";"Urban topo climatic factors effects on heating Islands based on high-resolution Digital Surface Models";"Vol 4, No 1: January 2021";"Urban surface morphology is an important key factor in determining the temporal variation of thermal anisotropy. This study uses drones based high-resolution Digital Surface Models (DSM) to explore the impact of morphological urban variability expressed by terrain factors such as diurnal anisotropy patterns, sky view factor, solar radiation and solar duration effects on the urban heating island. The goal of this study is to build a topo-climatologic map from the terrain factors and determine its effects on the Urban Heating Islands. a test area of 2 square km was selected, including open grasslands, forests, and built-up areas. Itinerant measurements are made using portable sensors to measure temperature and wind direction in the study area. the measurement points are chosen according to the result of the topographic map and the topo climatologic map. the measures taken allowed us to study the temperature of the region during the day and at night and to detect the urban heat island of the region.";"DOUMIT, Jean
SAKR, Samar";"";"African Journal on Land Policy and Geospatial Sciences";"African Journal on Land Policy and Geospatial Sciences";"2021-01-29";"en";"";"";"002";"Peer-reviewed publication";"https://doi.org/10.48346/IMIST.PRSM/ajlp-gs.v4i1.22447";"https://revues.imist.ma/index.php/AJLP-GS/article/view/22447/12774";"";"CC-BY-NC-SA";"Copyright (c) 2021 African Journal on Land Policy and Geospatial Sciences";"14";"Urban heating Island, Dinual Anisotropic Heating,  Sky View Factor, Digital Surface Models";""
"AJLPGS:13367";"HARNESSING YOUTH SOCIO-ECONOMIC POTENTIAL THROUGH OPTIMUM UTILIZATION OF USER RIGHTS UNDER CUSTOMARY TENURE: THE UGANDAN CONTEXT.";"Vol 1, No 2: September 2018, Special Issue on Youth and Land Governance";"According to a 2008 World Bank Report, Uganda is among the countries with the youngest population and the highest youth unemployment rate of 83%. During the reading of the 2011/2012 budget of Uganda, the then Minister of Finance recognized that because of the high levels of unemployment, the Ugandan economy can only absorb 20% of its youth. Owing to this, this demographic has often been described as a ticking time bomb waiting to explode.The above notwithstanding, Uganda is blessed with an abundance of land and land-based resources which remain largely underutilized. Specifically, land held under Customary tenure accounts for 80% of all land held in the country. Land governed under customary tenure has often been labeled a hindrance to youth accessibility of land and the resources held therein because of reasons that are well elaborated in herein.This paper seeks to rebut these arguments and discuss how in fact customary tenure may be the avenue through which youth can access land for socio-economic empowerment.";"Atayo, Rebecca";"LANDnet Uganda";"African Journal on Land Policy and Geospatial Sciences";"African Journal on Land Policy and Geospatial Sciences";"2018-09-30";"en";"customary tenure;youth";"Indigenous & Community Land Rights;Socio-Economic & Institutional Context";"002";"Peer-reviewed publication";"https://doi.org/10.48346/IMIST.PRSM/ajlp-gs.v1i2.13367";"https://revues.imist.ma/index.php/AJLP-GS/article/view/13367/7735";"";"CC-BY-NC-SA";"Copyright (c) 2018 African Journal on Land Policy and Geospatial Sciences";"8";"";""
"AJLPGS:18153";"Evaluation of Urban Land Administration Processes and Institutional Arrangements of Ethiopia: Based on Advocacy Coalition Theory";"Vol 3, No 1: January 2020, Special Issue 1 on Land Policy in Africa";"Land is the most vital resource on earth from which humankind derives almost all its basic needs. Land plays significant role through economic, social, political and cultural dimensions. Administration of this vital resource (Land) is a major issue underlying social, economic and cultural development. Its protection will be sustainable if there is proper land administration system. Land administration and management in urban Ethiopia during the last decade was in transition and has faced many interrelated challenges simultaneously. Addis Ababa (capital of Ethiopia) had a plan to expand its territory into the surrounding areas. However, the master plan proposed by city administration in 2016 has faced challenges from the residents of the surroundings. Thus, the major objective of this paper is to evaluate the Federal urban land administration processes and institutional arrangements in light of advocacy coalition theory. In order to achieve the objective stated above, the paper has used primary and secondary data sources. Desk review research strategy and qualitative research approach are at the heart of the analysis. Primary data through telephone interview with federal urban and rural land administration experts, secondary data from different sources such as internet, proclamations, regulations, reports and constitution were benchmarked. Two governmental institutions have been used as coalition allies, which are Addis Ababa city administration and Peri-urban towns. The federal government in this case is served as a policy broker.The paper found that Ethiopia administers and manages its land by two different legal frameworks and separate institutions. The rural land administration and management, at federal level, is administered by the Ministry of Agriculture and Natural Resources while the urban land, at federal level, is administered by the Ministry of Urban Development and Housing. All urban lands in the country are governed by the new urban land lease holding proclamation No. 721/2011. This proclamation has been enacted in accordance with article 40 of the Constitution.";"Chekole, Solomon Dargie";"Institute of Land Adminstration - Bahir Dar University";"African Journal on Land Policy and Geospatial Sciences";"African Journal on Land Policy and Geospatial Sciences";"2020-01-31";"en";"advocacy;land administration;urban land";"Land Stakeholders & Institutions;Urban Tenure";"ETH";"Peer-reviewed publication";"https://doi.org/10.48346/IMIST.PRSM/ajlp-gs.v3i1.18153";"";"";"CC-BY-NC-SA";"Copyright (c) 2020 African Journal on Land Policy and Geospatial Sciences";"13";"Land Administration; Institutional arrangement; Advocacy Coalition Theory";""
"AJLPGS:17789";"Illustration de stratégies de sécurisation des droits fonciers des femmes dans un contexte d’acquisition des terres à grande échelle au Sénégal";"Vol 3: Special Issue 3, 2020";"L’acquisition de larges superficies de terres arables dans les pays en développement pour y effectuer des investissements a pris forme et ampleur au Sénégal en 2000 avec l’avènement des réformes dans le secteur agricole. Une étude d’IPAR de 2011 dresse un tableau sombre d’attribution de grandes surfaces au profit d’investisseurs privés.Les femmes sont particulièrement touchées par ce phénomène. Leur occupation étant déjà fragilisée par des pratiques discriminatoires, elles se voient aussi déposséder de terres qu’elles occupent.Ainsi au Sénégal, des stratégies ont été développé allant dans le sens de la sécurisation et de l’amélioration des droits fonciers des femmes face à ce phénomène d’accaparement des terres. Trois expériences ferons l’objet d’illustration dans cette présente note.Au Sénégal, un quota est alloué de manière non formelle à des groupements de femmes, lors de la redistribution des terres des aménagements hydroagricoles sur fonds publics.Ce système a pour but de corriger les inégalités entre hommes et femmes, son application a permis à des femmes qui, jusqu’ici, peinaient à accéder à la terre, d’en disposer, par le biais des groupements.Des projets ont aussi développé des stratégies permettant :- Plusieurs femmes de sécuriser leur occupation et de bénéficier d’accompagnement technique,- Une conscientisation des femmes sur leurs droits et un changement d’attitude des hommes qui ont fait preuve d'une bonne collaboration (Projet AJS, CNCR) ;- Développement du leadership féminin qui a permis l’investiture de femmes de développement lors des élections locales de 2014 (Projet d’EndaPronat);- Mise en place de commissions domaniales élargies ouvertes aux représentants des groupements des femmes, des jeunes, aux acteurs de la société civile (Projet CONGAD).Ces dernières années, L’accès à la terre par le biais de groupement est devenu très dynamique et a contribué à l’amélioration des droits fonciers des femmes se faisant par l’affectation de parcelles par le conseil municipal.Ce phénomène s’est accompagné d’un développement du leadership féminin, leur permettant de mener le plaidoyer pour leur accès aux ressources productives et aux facteurs productifs, en sus il leur facilite l’accès au financement et autres types d’accompagnement par des projets/programmes de développement.";"NDIAYE, Ndéye Yandé
Oumoul Khaïry COULIBALY
Initiative Prospective Agricole et Rurale";"";"African Journal on Land Policy and Geospatial Sciences";"African Journal on Land Policy and Geospatial Sciences";"2020-12-04";"fr";"land grabbing;land rights;women";"Indigenous & Community Land Rights;Land & Gender;Land Stakeholders & Institutions;Socio-Economic & Institutional Context";"SEN";"Peer-reviewed publication";"https://doi.org/10.48346/IMIST.PRSM/ajlp-gs.v3i3.17789";"https://revues.imist.ma/index.php/AJLP-GS/article/view/17789/12711";"";"CC-BY-NC-SA";"Copyright (c) 2020 African Journal on Land Policy and Geospatial Sciences";"12";"Droits fonciers, Sécurisation, Femmes, Stratégies, Accaparement des terres";""
"AJLPGS:15076";"LAND RIGHTS AND ECONOMIC RESILIENCE OF RURAL WOMEN IN THE G5-SAHEL COUNTRIES, WEST AFRICA";"Vol 2, No 1: March 2019, Special Issue on Women&Land";"This article discusses different issues pertaining gender and land governance with focus to access and control of land by rural women and how this affects their resilience in G5-Sahel region- Chad, Niger, Burkina Faso, Mali, and Mauritania. Findings show that land remains the property of men, customary chiefs, male members of the family who have the full control of land use; women continue to serve as servants of their husbands in the farming activities. Limited access to production resources such as land, agricultural inputs, small scale irrigation and agricultural mechanization, and lack of post-harvest handling facilities; all restrain women’s economic capacity for their economic resilience to climate change and other natural disasters. There is need, therefore, for innovative models of land tenure regularization systems in the G5-Sahel countries; models that take into account current social, cultural and religious barriers for women’s land access and use for their economic activities.";"Bizoza, Alfred Runezerwa
Un Women Senegal, University of Rwanda";"";"African Journal on Land Policy and Geospatial Sciences";"African Journal on Land Policy and Geospatial Sciences";"2019-03-31";"en";"land rights;resilience;women";"Indigenous & Community Land Rights;Land & Gender;Land Stakeholders & Institutions;Land, Climate Change & Environment;Socio-Economic & Institutional Context";"011";"Peer-reviewed publication";"https://doi.org/10.48346/IMIST.PRSM/ajlp-gs.v2i1.15076";"https://revues.imist.ma/index.php/AJLP-GS/article/view/15076/8924";"";"CC-BY-NC-SA";"Copyright (c) 2019 African Journal on Land Policy and Geospatial Sciences";"14";"Land rights, gender, Economic Resilience, G5- Sahel, and West Africa";""
"AJLPGS:18068";"Local communities face to land expropriation and evictions in the era of major structural projects and territorial regulation in Southern Cameroon: An analysis of the outlines of a controversial phenomenon";"Vol 3: Special Issue 3, 2020";"Both land expropriation and eviction constitute a threat to the properties and life of local communities. In Southern Cameroon, the phenomenon has increased with the implementation of structural projects to ensure the emergence of Cameroon by 2035 and the resumption of the control of urban space by the State. The aim of this article is to show how structural projects and the regulation of urbanization in big towns affect local communities. To achieve this, the study carried out a collection of data supported by a literature research, direct observations, and interviews with victims of expropriations and evictions, the administration in charge of the state property and land affairs, administrative authorities and some employees of the Douala and Yaoundé Urban Cities Councils. It turns out that land expropriation in the framework of the structural projects is an opportunity for some people to do business. Compensations derived from these operations benefits much more to those individuals and the administration in charge of these operations rather than the victims of the expropriations. The members of the commission of assessment and evaluation of properties with the complicity of some individuals used to introducing the names of fake individuals, over-evaluating properties, and establishing fake land titles or establishing them after the signature of the declaration of public utility decree, so as to increase the amount of indemnities and to enrich themselves illicitly. This is the cause of the regular angriness of local communities who are not only losing their ancestral lands, but are also facing injustice. On the other hand, the evictions in big towns are the result of the loss of the control of urban space by public authorities, which has favored an anarchic occupation of the space by the population and the installation of these on state property. These victims do not receive any compensation of eviction, as the victims of land expropriation for public utility reasons. It is therefore for the authority of the State to ensure a good achievement of land expropriation and compensation operations, so that the victims can benefit at fair value from the compensation of prejudice recorded and to preconize preventive urbanization instead of corrective urbanization that makes more victims of evictions.";"Mopi Touoyem, Fabrice
Binele, Marlise Sandrine Kouna
University of Yaounde 1, Departement de Géographie";"";"African Journal on Land Policy and Geospatial Sciences";"African Journal on Land Policy and Geospatial Sciences";"2020-11-30";"fr";"eviction;expropriation;local communities";"Indigenous & Community Land Rights;Land Stakeholders & Institutions";"ATF";"Peer-reviewed publication";"https://doi.org/10.48346/IMIST.PRSM/ajlp-gs.v3i3.18068";"https://revues.imist.ma/index.php/AJLP-GS/article/view/18068/12668";"";"CC-BY-NC-SA";"Copyright (c) 2020 African Journal on Land Policy and Geospatial Sciences";"20";"Local communities; Land expropriation; Eviction; Structural projects ;Territorial regulation";""
"AJLPGS:12402";"Decoding Gender Justice in Land Conflicts Resolution in Rwanda";"Vol 1, No 1: May 2018";"Rwanda has implemented a land tenure regularization program since 2008 that enabled the adjudication and registration of land rights for both men and women. However, Rwandan women are vulnerable to land conflicts because some men do not recognize or respect women’s rights in land. This study investigates the extent to which government institutions in Rwanda empower women in claiming and defending their land rights. Data sources include questionnaire survey, interviews, and the review of literature on land reform in Rwanda. Findings reveal that Rwandan women preferably lodge their land claims to local authorities or mediation committees because theprocess of land conflict resolution is fair, free of charge and faster. However, the most used land conflict resolution mechanisms cannot enforce its decisions when some men are against those decisions. There is a need to think of mechanisms to enforce those decisions.";"Uwayezu, Ernest
Mugisha, John";"";"African Journal on Land Policy and Geospatial Sciences";"African Journal on Land Policy and Geospatial Sciences";"2018-05-31";"en";"conflicts;land conflicts;land rights;women";"Indigenous & Community Land Rights;Land & Gender;Land Conflicts;Land Stakeholders & Institutions;Land in Post-Conflict Settings;Socio-Economic & Institutional Context";"RWA";"Peer-reviewed publication";"https://doi.org/10.48346/IMIST.PRSM/ajlp-gs.v1i1.12402";"https://revues.imist.ma/index.php/AJLP-GS/article/view/12402/6945";"";"CC-BY-NC-SA";"Copyright (c) 2018 African Journal of Geospatial Sciences and Land Governance";"20";"Women’s land rights, conflict resolution, mediation, Rwanda;Droits fonciers des femmes, résolution des conflits, médiation, Rwanda";""
"AJLPGS:18217";"Documenting informal and customary land rights in Africa  Challenges of using participatory means";"Vol 3, No 1: March 2020, Special Issue 2 on Land Policy in Africa";"The adoption of modern Land Administration Systems (LAS) in Sub Saharan Africa is done with the expectation that principles of equity, non-discrimination, efficiency, transparency, productivity and sustainability among others may be achieved to meet societal needs in those countries.  However, a lack of functional systems to document land through the provision of proper documentation particularly in Sub Saharan Africa has led to a high tenure insecurity in local communities, landlessness and a lack of proper investment in the land they hold. This study designed a typology that highlights key challenges of administering informal and customary land in five countries from different regions of Sub Saharan Africa regarded as leaders in land administration. Moreover, it proposes five innovative parameters for addressing the challenges of documenting informal and customary land rights using participatory means, such that governments can establish LAS that best meet the need of local communities.";"Moreri, Kealeboga Kaizer";"";"African Journal on Land Policy and Geospatial Sciences";"African Journal on Land Policy and Geospatial Sciences";"2020-03-31";"en";"customary land rights;land administration;land rights";"Indigenous & Community Land Rights;Land Stakeholders & Institutions";"CAF";"Peer-reviewed publication";"https://doi.org/10.48346/IMIST.PRSM/ajlp-gs.v3i1.18217";"https://revues.imist.ma/index.php/AJLP-GS/article/view/18217/11020";"";"CC-BY-NC-SA";"Copyright (c) 2020 African Journal on Land Policy and Geospatial Sciences";"20";"Land administration systems; Informal land rights; Customary land rights; Participatory land administration; Fit for purpose";""
