ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"recoftc:213";"Equity in Climate Change and REDD+: A Handbook for Grassroots Facilitators";"";"<p>This handbook is the result of collaboration between two regional RECOFTC projects – Grassroots Capacity Building for REDD+ in Asia (REDD+ Grassroots Project) and Grassroots Equity and Enhanced Networks in the Mekong Region (GREEN Mekong Program). The objective of this question and answer handbook is to support grassroots facilitators who are engaged in delivering training programs on promoting social equity in climate change mitigation, specifically in Reducing Emissions from Deforestation and Forest Degradation (REDD+). It is also a quick reference material for key stakeholders at provincial or district levels, particularly forestry officials, who are engaged in local and regional level learning processes for promoting equity in the development of climate change mitigation measures, and related forest management practices.</p>
<p>Although several, more complex, publications on the approach of REDD+ are available and, more recently, material on REDD+ related equity issues have been published, the fact remains that grassroots stakeholders have limited access to concise and easy-to-read material on equity in REDD+. As a consequence, it remains a challenge for grassroots stakeholders to comprehend and use relevant information to promote equity at the local level. Moreover, the concept of social equity is complex, even abstract to some extent; simpler explanations that can be easily understood and articulated at the local level are necessary. Low capacity of grassroots stakeholders, including local civil society and non-government organizations (CSOs and NGOs), impedes them from effectively articulating their aspirations and perspectives to policy-makers, leaving them vulnerable to manipulation by vested interest groups.</p>
<p>This question and answer (Q&amp;A) handbook therefore aims to provide simple explanations on some of the key aspects of social equity in the context of forests, climate change and REDD+.</p>";"";"";"RECOFTC";"RECOFTC";"2014-11-01";"en";"climate change;forestry;gender equity";"Forest Landscape Restoration;Forest Tenure;Land & Gender;Land, Climate Change & Environment;Socio-Economic & Institutional Context";"035";"Institutional & promotional materials";"https://www.recoftc.org/publications/0000213";"https://www.recoftc.org/sites/default/files/public/publications/resources/recoftc-0000213-0001-en.pdf";"https://www.recoftc.org/sites/default/files/public/styles/publication_teaser_thumbnail/public/publications/images/generated/recoftc-0000213-0001-en-cover.jpg";"";"Copyright © RECOFTC November 2014";"";"";""
"recoftc:241";"หนังสือบทเรียนการจัดการทรัพยากรชุมชนในลุ่มน้ำอิง ";"";"<p>โครงการเสริมสร้างความเข้มแข็งเครือข่ายท้องถิ่นและหน่วยงานท้องถิ่นเพื่อการจัดการลุ่มน้ำอิงอย่างยั่งยืน เป็นโครงการร่วมระหว่างศูนย์วนศาสตร์ชุมชนเพื่อคนกับป่า กับสถาบันความหลากหลายทางชีวภาพและสิ่งแวดล้อมเพื่อการพัฒนาท้องถิ่นและอาเซียน มหาวิทยาลัยราชภัฎเชียงรายร่วมกับภาคีท้องถิ่นที่สำคัญทั้งสภาประชาชนลุ่มน้ำอิง กลุ่มรักษ์เชียงของ พะเยาทีวีชุมชน สถาบันปวงพญาพยาว มหาวิทยาลัยพะเยา ภายใต้การสนับสนุนจากสหภาพยุโรป ได้รวบรวมบทเรียนการจัดการทรัพยากรธรรมชาติโดยชุมชนในพื้นที่ลุ่มน้ำอิงที่เป็นตัวอย่างที่ดี 6 กรณี ได้แก่ การจัดการลุ่มน้ำย่อยเพื่อการปรับตัวต่อการเปลี่ยนสภาพภูมิอากาศ บ้านงามเมือง ต.ยางฮอม อ.ขุนตาล จ.เชียงราย  การฟื้นฟูป่าต้นน้ำ นำไปสู่การจัดการน้ำและกองทุนน้ำของบ้านน้ำแพร่ ต.ยางฮอม อ.ขุนตาล จ.เชียงราย การจัดการเขตอนุรักษ์พันธุ์ปลานำไปสู่เศรษฐกิจชุมชนของบ้านปางมดแดง ต.อ่างทอง อ.เชียงคำ จ.พะเยา บทบาทหญิง – ชาย ในการจัดการเขตอนุรักษ์พันธุ์สัตว์น้ำ บ้านเวียงใต้ ต.เวียง อ.เทิง จ.เชียงราย การจัดการทรัพยากรอย่างมีส่วนร่วม เพื่ออนุรักษ์ถิ่นที่อยู่อาศัยของสัตว์ป่า บ้านวังศิลา ต.สันมะค่า อ.ป่าแดด จ.เชียงราย และการจัดการสวนไผ่สู่การกระจายรายได้สู่ชุมชนบ้านห้วยหม้อ ต.บ้านตุ่น อ.เมืองพะเยา จ.พะเยา บทเรียนชุดนี้เป็นเพียงส่วนหนึ่งในกระบวนการเรียนรู้ของชุมชนในพื้นที่ลุ่มน้ำอิง ซึ่งเป็นประโยชน์ในการแลกเปลี่ยนเรียนรู้สู่เครือข่ายชุมชนลุ่มน้ำอื่นๆต่อไป เพื่อให้เกิดการประยุกต์ใช้ในการจัดการทรัพยากรธรรมชาติของชุมชนให้ยั่งยืนต่อไป</p>";"";"";"RECOFTC";"RECOFTC";"2017-03-01";"en";"forest management plans;forestry;land governance";"Forest Landscape Restoration;Forest Tenure";"THA";"Journal Articles & Books";"https://www.recoftc.org/publications/0000241";"";"https://www.recoftc.org/sites/default/files/public/styles/publication_teaser_thumbnail/public/default_images/recoftc-placeholder-publication-vertical-06.jpg";"";"";"";"";""
"recoftc:338";"ASSESSING FOREST GOVERNANCE IN MYANMAR";"";"<p>Myanmar is losing its natural forests, with devastating impacts on the lives of millions of people. The losses are killing the country’s rich biodiversity and undermining its economy. One of the main drivers is weak governance.</p>
<p>RECOFTC – The Center for People and Forests, working with civil society partners as part of the European Union-funded Voices for the Mekong Forests (V4MF) project, is seeking to better understand the governance challenges and opportunities in Myanmar’s forestry sector, as well as putting forward a programme to address these through the empowerment of non-state actors (NSAs). This brief summarizes the results of a forest governance assessment carried out in late 2017 and early 2018, and proposes interventions to address the issues identified.</p>
<p>The participants, including representatives of government, civil society, and local communities, felt that various challenges permeate all areas of forest governance in the country. There was a feeling that, while the policies and legislation provide a strong foundation, this is undermined by systematic issues in the implementation, enforcement and compliance.</p>
<p>The recommendations include the establishment of a forest governance monitoring system. Additionally, a systematic capacity development programme is proposed including a programme to increase the knowledge and skills of civil society on technical (e.g. timber legality) and operational (i.e. project management) issues. The project partners will work with various stakeholders, particularly NSAs including civil society, to implement a programme to address the challenges and opportunities identified.</p>";"";"RECOFTC";"RECOFTC";"RECOFTC";"2019-05-28";"my";"forestry;land governance";"Forest Landscape Restoration;Forest Tenure";"MMR";"Policy Papers & Briefs";"https://www.recoftc.org/publications/0000338";"";"https://www.recoftc.org/sites/default/files/public/styles/publication_teaser_thumbnail/public/publications/images/v4MF.JPG";"";"recoftc";"";"";""
"recoftc:163";"Positive and Negative Aspects of Forestry Conflict: Lessons From Decentralized Forest Management in Indonesia";"";"<p>Decentralization in natural resource management (NRM) is increasingly promoted as it is believed to offer better management. This study explores the positive and negative aspects of the forestry conflict that sometimes increases with decentralization. Drawing upon the results of a case study from Sumatra, this study examines how forestry conflict under decentralization processes was viewed by stakeholders. The conflict involved a logging company and a local community, and centered on a disputed forest boundary. The community accused the company of logging within the boundaries of its communal forest. In contrast, the company argued that it was logging within a state forest and was legally protected because it held a legitimate permit issued by the government. It is obvious that the conflict revolved around property rights claims. While forestry conflict is often viewed as a purely negative phenomenon this study shows that forestry conflict has both negative and positive sides. Stakeholders had both negative and positive perceptions of the issue. Conflict was seen to accelerate deforestation, sour relationships and generate high social risk. On the other hand, stakeholders suggested that conflict also created opportunities to participate in forest management, allow negotiation and stimulate learning. To address conflict under decentralization, property rights claims (de facto vs. de jure) need to be addressed and reconciled through negotiation processes so that positive aspects of conflict can be fostered and negative ones can be avoided. Additionally, decentralization needs to be prepared and implemented with care. Strong legal frameworks, clear implementation guidelines and capacity building for stakeholders are important elements that can contribute to the effectiveness of decentralization.</p>";"Y. Yasmi
J. Guernier
C.J.P. Colfer";"";"Commonwealth Forestry Association";"RECOFTC";"2009-03-01";"en";"community forestry;conflicts;forestry;land governance";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights;Land Conflicts;Land in Post-Conflict Settings";"IDN";"Reports & Research";"https://www.recoftc.org/publications/0000163";"https://www.recoftc.org/sites/default/files/public/publications/resources/recoftc-0000163-0001-en.pdf";"https://www.recoftc.org/sites/default/files/public/styles/publication_teaser_thumbnail/public/publications/images/generated/recoftc-0000163-0001-en-cover.jpg";"";"";"";"";""
"recoftc:299";"Access to Markets: Ensuring Forest Communities in Myanmar Benefit from Their Timber";"";"<p>The issue paper was developed as a summary of consultations from participants of the “RAFT 3 Policy Advocacy Workshop” held in Yangon in 2018. It aims to provide a snapshot of community access to markets in the region and the importance of supporting policies to provide enabling environment for communities to generate income from the forests for their livelihoods.</p>";"Martin Greijmans
David Gritten
Lina Jihadah
Aung Kyaw Naing
Lok Mani Sapkota";"";"RECOFTC";"RECOFTC";"2018-06-11";"en";"agroforestry systems";"Forest Tenure";"MMR";"Reports & Research";"https://www.recoftc.org/publications/0000299";"https://www.recoftc.org/sites/default/files/public/publications/resources/recoftc-0000299-0001-en.pdf";"https://www.recoftc.org/sites/default/files/public/styles/publication_teaser_thumbnail/public/publications/images/generated/recoftc-0000299-0001-en-cover.jpg";"";"Copyright © RECOFTC June 2018";"";"";""
"recoftc:377";"Preparing a local-level periodic development plan in Nepal";"";"<p><span><span><span><span><span><span><span><span><span><span>Municipal planning in Nepal has evolved from an approach </span></span></span></span></span></span></span></span></span></span><span><span><span><span><span><span><span><span><span><span>managed by only land-use planners and government perspectives </span></span></span></span></span></span></span></span></span></span><span><span><span><span><span><span><span><span><span><span>to a more inclusive process involving a broader range of </span></span></span></span></span></span></span></span></span></span><span><span><span><span><span><span><span><span><span><span>participants. This is building a better understanding of local </span></span></span></span></span></span></span></span></span></span><span><span><span><span><span><span><span><span><span><span>situations and their most pressing issues. To help institutionalize </span></span></span></span></span></span></span></span></span></span><span><span><span><span><span><span><span><span><span><span>broad participation in periodic development planning, RECOFTC </span></span></span></span></span></span></span></span></span></span><span><span><span><span><span><span><span><span><span><span>and the Hariyo Ban Program, funded by the United States Agency </span></span></span></span></span></span></span></span></span></span><span><span><span><span><span><span><span><span><span><span>for International Development (USAID), have prepared these guidelines </span></span></span></span></span></span></span></span></span></span><span><span><span><span><span><span><span><span><span><span>for municipal governments in Nepal.</span></span></span></span></span></span></span></span></span></span></p>";"";"RECOFTC";"RECOFTC";"RECOFTC";"2020-06-18";"en";"capacity building;community forestry";"Forest Tenure;Indigenous & Community Land Rights";"NPL";"Training Resources & Tools";"https://www.recoftc.org/publications/0000377";"https://www.recoftc.org/sites/default/files/public/publications/resources/recoftc-0000377-0001-en.pdf";"https://www.recoftc.org/sites/default/files/public/styles/publication_teaser_thumbnail/public/publications/images/F_Municipal%20Periodic-Master%20Plan%20Guideline-01_resized.png";"";"© RECOFTC June 2020";"";"";""
"recoftc:149";"The WISDOM Analysis Tool: Best Practices";"";"<p>This report gives an overview of the Woodfuel Integrated Supply/Demand Overview Mapping (WISDOM) analysis carrried out under the Sustainable Forest Management and Bio-Energy Markets to Promote Environmental Sustainability and to Reduce Greenhouse Gas Emissions in Cambodia (SFM) project in order to understand the viability of fuelwoodbased businesses in its target community forest (CF) sites and to assess their possible integration into an overall energy plan at the commune level.</p>";"";"";"RECOFTC";"RECOFTC";"2015-12-01";"en";"agroforestry systems;community forestry;forest management plans";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights";"KHM";"Reports & Research";"https://www.recoftc.org/publications/0000149";"https://www.recoftc.org/sites/default/files/public/publications/resources/recoftc-0000149-0001-en.pdf";"https://www.recoftc.org/sites/default/files/public/styles/publication_teaser_thumbnail/public/publications/images/generated/recoftc-0000149-0001-en-cover.jpg";"";"Copyright @ RECOFTC October 2015";"";"";""
"recoftc:216";"GREEN Mekong Program Factsheet (Thai)";"";"";"";"";"RECOFTC";"RECOFTC";"2015-04-01";"th";"climate change;community forestry;forestry;land governance";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights;Land, Climate Change & Environment";"THA";"Institutional & promotional materials";"https://www.recoftc.org/publications/0000216";"https://www.recoftc.org/sites/default/files/public/publications/resources/recoftc-0000216-0001-th.pdf";"https://www.recoftc.org/sites/default/files/public/styles/publication_teaser_thumbnail/public/publications/images/generated/recoftc-0000216-0001-th-cover.jpg";"";"Copyright © RECOFTC 2015";"";"";""
"recoftc:229";"Appropriate Small-scale Forest Harvesting Technologies for Southeast Asia: Hand Tools";"";"<p>Hand tools are the most commonly used for subsistence or household use when harvesting bamboo or fuelwood. Axes, two-man handsaws and other hand tools are presented and discussed in this factsheet.</p>";"";"";"RECOFTC";"RECOFTC";"2015-12-01";"en";"agroforestry systems;community forestry;forest management plans";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights";"035";"Training Resources & Tools";"https://www.recoftc.org/publications/0000229";"https://www.recoftc.org/sites/default/files/public/publications/resources/recoftc-0000229-0001-en.pdf";"https://www.recoftc.org/sites/default/files/public/styles/publication_teaser_thumbnail/public/publications/images/generated/recoftc-0000229-0001-en-cover.jpg";"";"Copyright © RECOFTC December 2015";"";"";""
"recoftc:232";"Appropriate Small-scale Forest Harvesting Technologies for Southeast Asia: Manual Downhill Drifting";"";"<p>Steep-slope harvesting probably poses the biggest challenges in forest harvesting throughout the world. Traditionally, on slopes above 30 percent, gravitational transport is applied in manual harvesting operations by simply sliding logs downhill.</p>";"";"";"RECOFTC";"RECOFTC";"2015-12-01";"en";"agroforestry systems;community forestry;forest management plans";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights";"035";"Training Resources & Tools";"https://www.recoftc.org/publications/0000232";"https://www.recoftc.org/sites/default/files/public/publications/resources/recoftc-0000232-0001-en.pdf";"https://www.recoftc.org/sites/default/files/public/styles/publication_teaser_thumbnail/public/publications/images/generated/recoftc-0000232-0001-en-cover.jpg";"";"Copyright © RECOFTC December 2015";"";"";""
