ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;
"NARCIS:wur:oai:library.wur.nl:wurpubs/532269";"New regulations governing land sales in Central and Eastern Europe: Imposing restrictions via particularized institutions?";"";"In response to the expiration of the transitory restrictions imposed on agricultural land acquisitions by foreigners, governments in Central and Eastern Europe have introduced new rules governing land sales transactions. Since direct restrictions on foreign investors would now be illegal under the EU treaties, the desire to preserve the status quo has resulted in limited access to land not only for foreigners but also for some groups of domestic investors. In this study, we analyze land market regulations adopted in Latvia, Poland, Romania, and Slovakia. We argue that these new regulations create particularized or non-inclusive institutions. We also argue that the new land market regulations will likely result in reduced competition and thus affect land prices, sale transactions, and access to land. The market impacts are different across the four countries due to the heterogeneity in the newly adopted regulations.";"Ciaian, P.
Drabik, D.
Falkowski, J.
Kancs, D.A.";"";"Publications Office of the European Union";"NARCIS";"2017-12-31";"en";"land acquisitions";"";"";"";"Reports & Research";"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F532269";"http://library.wur.nl/WebQuery/wurpubs/532269";"";"";"Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles. From info:eu-repo/semantics/openAccess";"";"land acquisitions;land regulations;particularized institutions;Central an Eastern Europe"
"NARCIS:wur:oai:library.wur.nl:wurpubs/528620";"Mining water governance : everyday community-mine relationships in the Peruvian Andes";"";"<p>This thesis documents as well as questions how the presence of large mining operations in Andean regions of Peru alters social and natural landscapes. Taking conflicts over water as a useful entry-point for the analysis, it explores and unravels the dilemmas and challenges faced by the main conflicting actors: rural communities and mining companies. Through an in-depth analysis of how the actors navigate these challenges, focusing on those related to water, the thesis sets out to understand what happens with water in contexts of mineral extraction. It traces changes in how water is accessed, controlled and governed, and by whom. By making the complex character of water politics in mining contexts explicit, the thesis sheds light on how mining reconfigures water governance arrangements, while also contributing to wider debates about water governance in contexts characterized by huge power differences.</p>";"Sosa Landeo, Milagros
Rutgerd Boelens
Margreet Zwarteveen";"";"Wageningen University & Research";"NARCIS";"2017-12-31";"en";"mining;water rights;water management";"";"Land Use, Management & Investment;Access to Land & Tenure Security";"PER";"Reports & Research";"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F528620";"http://library.wur.nl/WebQuery/wurpubs/528620";"";"";"Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles. From info:eu-repo/semantics/openAccess";"";"mijnbouw;waterbeleid;governance;waterrechten;waterbeheer;plattelandsgemeenschappen;plaatselijke bevolking;watervoorraden;andes;peru;mining;water policy;governance;water rights;water management;rural communities;local population;water resources;andes;peru"
"NARCIS:wur:oai:library.wur.nl:wurpubs/540617";"The 2016 release of the PREDICTS database";"";"";"Hudson, Lawrence N.
Newbold, Tim
Contu, Sara
Hill, Samantha L.L.
Lysenko, Igor
Palma, De, Adriana
Phillips, Helen R.P.
Alhusseini, Tamera I.
Bedford, Felicity E.
Bennett, Dominic J.
Bugter, R.J.F.";"";"";"NARCIS";"2016-12-31";"";"land cover;land use";"";"Land Use, Management & Investment";"";"";"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F540617";"http://library.wur.nl/WebQuery/wurpubs/540617";"";"";"Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles. From info:eu-repo/semantics/openAccess";"";"alpha diversity;global diversity modelling;global change;habitat destruction;land cover;land use;terrestrial biodiversity"
"NARCIS:wur:oai:library.wur.nl:wurpubs/496224";"Naar een groene planologie: planologie in Wageningen";"";"In Wageningen heeft de planologie van meet af aan haar plaats tussen de technische wetenschappen moeten vinden en hervinden. Naast aansprekende resultaten, zoals de lagenbenadering die in Wageningen is ontwikkeld, heeft dat geleid tot permanent theoretiseren van de complexe wederzijdse inwerking tussen menselijk handelen en bodem, water en klimaat. Groene planologie en het landschap als centraal onderzoeksobject bepalen de huidige positie en theorievorming van de planologie.";"Valk, van der, A.J.J.";"";"";"NARCIS";"2015-12-31";"nl";"land use planning;rural areas";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F496224";"http://library.wur.nl/WebQuery/wurpubs/496224";"";"";"Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles. From info:eu-repo/semantics/openAccess";"8";"landschap;landgebruiksplanning;besluitvorming;regionale planning;klimaatverandering;hydrologie;platteland;landscape;land use planning;decision making;regional planning;climatic change;hydrology;rural areas"
"NARCIS:wur:oai:library.wur.nl:wurpubs/496063";"Tweede externe audit van de Basisregistratie Kadaster : rapportage en verklaring over de kwaliteit van de BRK";"";"De kadasterwet stelt dat er elke drie jaar een audit moet plaatsvinden op de kwaliteit van de authentieke gegevens van de Basisregistratie Kadaster In 2015 heeft Alterra voor de tweede maal deze audit uitgevoerd d.m.v. interviews en literatuurstudie. Dit rapport bevat de bevindingen en aanbevelingen van deze audit, inclusief een verklaring over de kwaliteit van de Basisregistratie Kadaster.";"Storm, M.H.
Meijer, M.
Knotters, M.";"";"Wageningen Environmental Research;Wageningen University & Research";"NARCIS";"2015-12-31";"nl";"cadastres;geographical information systems";"";"Land Use, Management & Investment";"NLD";"Reports & Research";"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F496063";"http://library.wur.nl/WebQuery/wurpubs/496063";"";"";"Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles. From info:eu-repo/semantics/openAccess";"";"kadasters;wetgeving;registratie;nederland;Geografische informatiesystemen;cadastres;legislation;registration;netherlands;Geographical Information Systems"
"NARCIS:wur:oai:library.wur.nl:wurpubs/494941";"Self-build in the UK and Netherlands: mainstreaming self-development to address housing shortages?";"";"This paper examines approaches to self or custom-build in the Netherlands and the UK to offer comparative insights into self- and custom-built housing contexts and cultures, and specifically, the relationships with local and strategic planning arrangements. The paper reviews arguments for self-build as a means to address housing shortages and examines the evidence of completions in practice. It positions the discussion in light of arguments that self-build can become a mainstream source of housing provision. The paper critically considers the role of think tanks in advocating housing policy solutions. Adopting a social constructionist perspective, the paper examines the work of the National Self-Build Association which has devised and implemented an action plan to promote the growth of self-build housing in the UK. Almere, which is located east of Amsterdam, is one of the case studies explored to inform thinking around self-build in the devolved UK. The conclusions tease out some of the implications for democratic and technocratic arguments around self-development and the right to design and build one’s home.";"Lloyd, M.G.
Peel, D.
Janssen-Jansen, Leonie";"";"";"NARCIS";"2015-12-31";"en";"land use planning";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F494941";"http://library.wur.nl/WebQuery/wurpubs/494941";"";"";"Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles. From info:eu-repo/semantics/openAccess";"13";"land use planning;self-build;policy;think tanks;the Netherlands"
"NARCIS:wur:oai:library.wur.nl:wurpubs/491718";"Spatial modelling and ecosystem accounting for land use planning: addressing deforestation and oil palm expansion in Central Kalimantan, Indonesia";"";"<p>Ecosystem accounting is a new area of environmental economic accounting that aims to measure ecosystem services in a way that is in line with national accounts. The key characteristics of ecosystem accounting include the extension of the valuation boundary of the System of National Accounts, allowing the inclusion of a broader set of ecosystem services types such regulating services and cultural services. Consistent with the principles of national account, ecosystem accounting focuses on assessment of the contribution of ecosystem in generating benefits for human well-being. Those valuation characteristics allow ecosystem accounting to explicitly visualize the comprehensive values of ecosystem contribution, and integrate them in a standardized national account.</p> <p>There is a wide range of potential application of ecosystem accounting in natural resource management and environmental preservation. This includes the provision of basic data on the values of multiple ecosystem services (both in terms of physical quantities and monetary values), monitoring ecosystem services dynamics, analyzing impacts of land-use change and land management on the trade-offs of ecosystem services, and development of ecosystem services based land-use planning. Ecosystem accounting approach has also been widely involved in addressing critical environmental issues such as deforestation, GHG emissions, and biodiversity conservation.</p> <p>Considering the spatial heterogeneity of ecosystem services distribution, spatial analysis is a key element in ecosystem accounting. The availability of spatial information of the values of ecosystem services creates opportunity for a broad range of applications required for land-use planning and management, such as identification of areas with high variability of ecosystem services (often called as ecosystem services hotspots) and areas with high aggregate values of ecosystem services, identification of ecosystem services supply and ecosystem services demand interaction, and analysing the impacts of land-use change on the trade-offs of ecosystem services. Most importantly, spatial information of a comprehensive set of ecosystem services values allows land-use planners to analyse the relationship between any options of land management and the existence of a combination of ecosystem services, hence the best management type which optimize the provision of ecosystem services can be formulated.</p> <p>The objective of this thesis is to develop an ecosystem services approach to land-use planning through integration of ecosystem accounting and spatial modelling, with a specific case study on deforestation and oil palm expansion in Central Kalimantan Indonesia. The main motivations of this study includes the high rate of deforestation and oil palm expansion in Central Kalimantan, the environmental degradation related to the deforestation such as greenhouse gas emissions and biodiversity loss, the uncertainty of provincial land-use planning, and the lack of experiences on the integration of ecosystem accounting in land-use planning.</p> <p>In chapter 2 of this thesis, seven key ecosystem services (timber production, rattan production, oil palm production, paddy rice production, carbon storage, carbon sequestration, and wildlife habitat) are assessed and mapped at a provincial scale. The ecosystem services are assessed in term of physical quantities. Three mapping techniques are applied: spatial interpolation, lookup tables, and Maximum Entropy (Maxent) modelling. An ecosystem services based land-use planning is tested using the seven ecosystem services maps to identify areas for oil palm expansion. This study shows that selection of the best spatial modelling technique for ecosystem services mapping highly depends on the availability of input data and the characteristics of spatial distribution of ecosystem services. This study also demonstrates the significant support of spatial information of ecosystem services in provincial land-use planning.</p> <p>In chapter 3, six ecosystem services mapped in chapter 2 (timber production, rattan production, oil palm production, paddy rice production, carbon sequestration, and wildlife habitat) are valued in monetary terms. The valuation also includes additional cultural service, i.e. nature recreation. Two valuation methods consistent with the principles of ecosystem accounts are applied: resource rent valuation and costs based approach. The monetary values of ecosystem services are then mapped, allowing analysis on the aggregate values of the seven ecosystem services in different land-use types. This study shows the capability of resource rent valuation in filtering and visualizing the value of ecosystem contribution in providing benefits that have market values, and the applicability of a costs based approach for carbon sequestration valuation. However, application of the cost based approach is considered inappropriate in monetary valuation of biodiversity habitat, and further improvement is required. This study also shows how the trade-offs of ecosystem services from the past and the potential land-use change can be analyzed based on the spatial information of monetary values of ecosystem services.</p> <p>Chapter 4 of this thesis presents land-use change modelling, with a specific case of modelling oil palm expansion in Central Kalimantan. An integrated deductive inductive modelling is developed, using logistic regression and scenario based modelling. The scenarios used in the modelling consist of two scenarios reflecting the past and the current policies on oil palm expansion, i.e. a business as usual scenario and a moratorium scenario, and one alternative scenario, i.e. the sustainable production scenario, developed based on stakeholder workshop and ecosystem services approach studied in chapter 2. Based on the monetary values of ecosystem services valued and mapped in chapter 3, the societal costs and benefits of oil palm expansion based on the three policy scenarios are then analyzed. The model forecasts the continuation of strong oil palm expansion in the period 2015 – 2020, in particular in case of the business as usual scenario, and forecasts that oil palm expansion would level off in the period 2020 – 2025 in all three scenarios. In the business as usual scenario, this expansion would lead to substantial net costs to society resulting from a loss of ecosystem services, particularly from carbon emission emissions. The sustainable production scenario provides the highest net benefits to society, however, implementation of this scenario requires fundamental change of current land-use policy. </p> <p>Chapter 5 presents hydrological and economic impacts of oil palm development on peat, with a case study in the ex mega rice project area, Central Kalimantan. Hydrological aspect of oil palm development have not been studied in the previous chapters, and this chapter addresses this aspect through modelling three types of flooding on drained peatland for oil palm: impaired drainability, frequent flooding, and near permanent inundation. The model integrates current knowledge on subsidence rates and drinage limits, and uses a high resolution LiDAR DEM. The results of the model are presented up to 2136. The economic impacts are analysed through two land-use scenarios: the oil palm scenario assuming all peatlands in the study area will be converted into oil palm, and the mix scenario combining natural forest preservation, jelutung forest development and oil palm plantation. This study shows that in 100 years’ time only around 10% of the area would still be suitable for oil palm. This study also shows that under the first scenario, the social costs of carbon emissions considerably outweigh the benefits of oil palm production. In term of private benefits, the mixed land-use option scores better even at the first plantation cycle. The mix land-use scenario also potentially preserve about 84,000 ha habitat for orangutan. This study provides useful inputs for a comprehensive analysis on the sustainability of oil palm development on peatland. </p> <p>In general this thesis demonstrates the significant contribution of ecosystem accounting and spatial modelling for land-use planning. Valuation methods and spatial modelling techniques developed in this study provide basis for completing ecosystem accounting in Central Kalimantan, with potential applicability in other regions. By addressing the critical environmental issues in Central Kalimantan, i.e. deforestation and oil palm expansion and their environmental and economic impacts, this study contributes to formulate a better land-use management, which facilitates the need for oil palm development while maintaining the provision of important ecosystem services.</p> <p> </p>";"Sumarga, E.
Lars Hein";"";"Wageningen University & Research";"NARCIS";"2015-12-31";"en";"land use planning;land use;deforestation";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"IDN";"Reports & Research";"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F491718";"http://library.wur.nl/WebQuery/wurpubs/491718";"";"";"Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles. From info:eu-repo/semantics/openAccess";"";"landgebruiksplanning;landgebruik;modelleren;ontbossing;oliepalmen;ecosysteemdiensten;ecosystemen;kalimantan;indonesië;Ecologie (algemeen);land use planning;land use;modeling;deforestation;oil palms;ecosystem services;ecosystems;kalimantan;indonesia;Ecology (General)"
"NARCIS:wur:oai:library.wur.nl:wurpubs/491186";"Inventarisatie potentiële locaties Tijdelijke Natuur in Nederland";"";"InnovatieNetwerk heeft in samenwerking met partijen uit de samenleving het concept ‘Tijdelijke Natuur’ ontwikkeld. Dit heeft ertoe geleid dat tot op heden dertig grondeigenaren op 2.000 ha tijdelijke natuur hebben laten ontstaan. Het concept houdt in dat op gronden die wachten op realisatie van bestemmingen zoals bedrijvigheid of wonen, natuur voor een beperkt aantal jaren een kans krijgt zich te ontwikkelen. Dit levert winst op voor mens én natuur. Het doel van het project is om inzichtelijk te maken wat de aard en omvang zijn van de locaties die potentieel geschikt zijn voor het concept ‘Tijdelijke Natuur’ in Nederland. Deze inventarisatie geeft een zo goed mogelijk landsdekkend beeld (gespecificeerd naar provincies en gemeenten) van potentiële locaties Tijdelijke Natuur.";"Gies, T.J.A.
Agricola, H.J.
Beun, N.J.";"";"InnovatieNetwerk";"NARCIS";"2015-12-31";"nl";"land use planning";"";"Land Use, Management & Investment";"";"Reports & Research";"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F491186";"http://library.wur.nl/WebQuery/wurpubs/491186";"";"";"Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles. From info:eu-repo/semantics/openAccess";"";"natuurbeheer;braak;verlaten grond;bestemmingsplannen;inventarisaties;landgebruiksplanning;natuurontwikkeling;natuurgebieden;Landinrichting (algemeen);Natuurbeheer (algemeen);nature management;fallow;abandoned land;zoning plans;inventories;land use planning;nature development;natural areas;Land Development (General);Nature Management (General)"
"NARCIS:wur:oai:library.wur.nl:wurpubs/486447";"Noordzee-beleid";"";"Eind dit jaar zal de definitieve versie van de Beleidsnota Noordzee 2016-2021 worden vastgesteld. Ook op de Noordzee geldt inmiddels het uitgangspunt van meervoudig ruimtegebruik. Dat wil dan zeggen dat er zoveel mogelijk naar functiecombinaties wordt gestreefd. De nota introduceert daartoe een afwegingskader van vijf toetsen. Juridisch klopt zoiets niet: het is als het ronde vierkant of de vierkante cirkel, want weging is totaal wat anders dan toetsing en sluiten elkaar rechtsdogmatisch uit";"Kistenkas, F.H.";"";"";"NARCIS";"2015-12-31";"nl";"land use planning";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F486447";"http://library.wur.nl/WebQuery/wurpubs/486447";"";"";"Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles. From info:eu-repo/semantics/openAccess";"1";"landgebruiksplanning;noordzee;eu regelingen;zeezoogdieren;fauna;Mariene Ecologie;land use planning;north sea;eu regulations;marine mammals;fauna;Marine Ecology"
"NARCIS:wur:oai:library.wur.nl:wurpubs/486423";"Contesting control : land and forest in the struggle for Loita Maasai self-government in Kenya";"";"<p>Abstract</p> <p>Contesting Control: Land and Forest in the Struggle for Loita Maasai Self-government in Kenya</p> <p>Angela Kronenburg García</p> <p><em>Contesting Control</em> is about the Loita Maasai in Kenya who, faced with increasing outside interventions and pressure from neighbouring communities, the state and other agencies, have been struggling to maintain access and control over the land they inhabit and the forest they use. They have been on the losing side in territorial struggles with neighbouring Purko Maasai and (non-Maasai) Sonjo. However, with regard to the state, NGOs and environmental organizations, the Loita have successfully navigated policies and projects and retained access and control of their land and forest. Interventions have, nevertheless, changed the way people engage with the land and forest and with each other on these issues. This study investigates the (in)direct effects of interventions and how they have articulated with existing relations, practices, processes and struggles in Loita. It considers the state-led land adjudication programme of the 1960s that sought to convert Kenya’s pastoral lands into privately owned group ranches, the attempt by Narok County Council to turn the Naimina Enkiyio Forest into a nature reserve for tourism in the 1990s, and a forest co-management project carried out by IUCN in the early 2000s. This volume captures the process of property-in-the-making and socio-political change among the Loita Maasai as they struggle for autonomy and self-government.</p> <p> </p> <p> </p> <p> </p> <p> </p>";"Kronenburg García, A.J.N.
Han van Dijk
S.W.J. Luning";"";"Wageningen University & Research";"NARCIS";"2015-12-31";"en";"land use;land rights";"";"Land Use, Management & Investment;Access to Land & Tenure Security";"KEN";"Reports & Research";"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F486423";"http://library.wur.nl/WebQuery/wurpubs/486423";"";"";"Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles. From info:eu-repo/semantics/openAccess";"";"landgebruik;autonomie;plattelandsgemeenschappen;grondrechten;bosbezit;bosbeheer;governance;leiderschap;pachtstelsel;regering;staat;interventie;kenya;Landgebruikssystemen;land use;autonomy;rural communities;land rights;forest ownership;forest administration;governance;leadership;tenure systems;government;state;intervention;kenya;Land Use Systems"
