ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"FAODOCREP:I8895EN";"Soil Organic Carbon Mapping Cookbook 2nd Edition";"";"The Soil Organic Carbon Mapping cookbook provides a step-by-step guidance for developing 1 km grids for soil carbon stocks. It includes the preparation of local soil data, the compilation and pre-processing of ancillary spatial data sets, upscaling methodologies, and uncertainty assessments. Guidance is mainly specific to soil carbon data, but also contains many generic sections on soil grid development, as it is relevant for other soil properties.&lt;p&gt;&lt;/p&gt;This second edition of the cookbook provides generic methodologies and technical steps to produce SOC maps and has been updated with knowledge and&lt;p&gt;&lt;/p&gt;practical experiences gained during the implementation process of GSOCmap V1.0 throughout 2017. Guidance is mainly specific to SOC data, but as this cookbook contains generic sections on soil grid development it can be applicable to map various soil properties.";"FAO, Rome, Italy";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2018-10-31";"en";"land management";"";"RWA;MKD;BGD;BEL;USA;KEN;LUX;CHN;NLD;IRN;ARG;MEX;BRA;AUT";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/I8895EN";"http://www.fao.org/3/i8895en/I8895EN.pdf";"http://www.fao.org/3/i8895en/i8895en_200.jpg";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"223";"";""
"FAODOCREP:CA0220EN";"Country profile – Saudi Arabia";"AQUASTAT Report";"This country profile describes the state of the water resources and water use, as well as the state of agricultural water management in Saudi Arabia. The aim of this report is to describe the particularities of the country and the problems met in the development of the water resources, and irrigation in particular. Irrigation trends, existing policies and legislation to water use in agriculture, possible treaties and agreements between countries as well as prospects for water management in agriculture are presented, as described in literature.&lt;p&gt;&lt;/p&gt;The AQUASTAT country profiles are based on the information available at the time they have been written or updated, generally every five to ten years. For the most recent reliable country data, reference is made to the AQUASTAT main database.";"AG";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2018-06-30";"en";"agricultural land management;water management;natural resources management";"";"QAT;EGY;YEM;IRQ;OMN;ITA;JOR;ARE;KWT;BHR;SAU;LBN";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/CA0220EN";"http://www.fao.org/3/ca0220en/CA0220EN.pdf";"http://www.fao.org/3/ca0220en/ca0220en_200.jpg";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"17";"";""
"FAODOCREP:CA0390FR";"Situation de référence biophysique et socio-économique - Le point de départ de l'Action contre la désertification";"";"Le projet Action contre la désertification (ACD) appuie huit pays (le Burkina Faso, l’Éthiopie, Fidji, la Gambie, Haïti, le Niger, le Nigéria et le Sénégal) du Groupe des États d’Afrique, des Caraïbes et du Pacifique (ACP) dans la gestion durable et la restauration de leurs terres dégradées. Des évaluations ont été menées dans chacun de ces pays afin d’établir une situation de référence en regard de laquelle observer les changements et les impacts du projet, de même que pour permettre de mieux cibler les activités de ce dernier et de fournir des informations à d’autres acteurs et initiatives engagés dans la restauration des terres de ces huit pays. Dans la mesure où le projet se propose de renforcer les liens entre la résilience des écosystèmes et les moyens d’existence, deux familles d’indicateurs (biophysiques et socioéconomiques) ont été évalués. Les données regroupées dans les huit pays visés ont été analysées, validées et compilées dans une base de données harmonisée. Ce rapport synthétise ainsi la situation socioéconomique et l’état de l’environnement dans les zones d’intervention de chacun des huit pays impliqués dans le projet. ";"Moctar Sacande, Marc Parfondry, Antonio Martucci
Sacande, M., Parfondry, M. &amp; Martucci, A.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2018-09-30";"fr";"desertification;land degradation";"Land, Climate Change & Environment";"ETH;NER;BFA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/CA0390FR";"http://www.fao.org/3/ca0390fr/CA0390FR.pdf";"http://www.fao.org/3/ca0390fr/ca0390fr_200.jpg";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"72";"";""
"FAODOCREP:a36df3f9-62ee-46cd-86bc-d9c133a57bc8";"Land resource planning for sustainable land management";"";"This working paper  provides an overview of the historic development and current status of implementation of land evaluation and land use planning concepts and tools for land resources/landscape management and proposes a way forward. The increasing and juxtaposed challenges of population growth and increasing demands on limited resources by diverse actors, land degradation, biodiversity loss and climate change, require a rational utilization of resources to sustain and enhance productivity and m aintain resilient ecosystems. ";"Feras Ziadat and Sally Bunning";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12-31";"en";"land use;land;land management;sustainable development";"Socio-Economic & Institutional Context";"BIH;PHL;TJK;DEU;BOL;IND";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/a36df3f9-62ee-46cd-86bc-d9c133a57bc8";"http://www.fao.org/3/i5937en/I5937EN.pdf";"http://www.fao.org/3/i5937en/i5937en_200.jpg";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"70";"";""
"FAODOCREP:I8629FR";"Le Développement de l'Horticulture Urbaine et Péri-urbaine en Afrique Centrale";"";"En 2014, la FAO a mis en place le projet GCP/SFC/001/MUL ‘La sécurité alimentaire renforcée en milieu urbain en Afrique Centrale grâce à une meilleure disponibilité de la nourriture produite localement’’’. Pendant 3 ans, le projet a apporté un soutien matériel et des formations à plus de 3 500 bénéficiaires situés au Gabon, Cameroun, Tchad, Guinée Equatoriale, Sao Tomé &amp; Principe, et République du Congo. L'objectif du projet a été de favoriser le développement de l'horticulture urbaine et péri-urbaine comme un moyen d'alléger les pressions économiques et sociales dûes au ralentissement de la croissance et à l'exode rural.&lt;p&gt;&lt;/p&gt;Le projet a eu des effets positifs importants. Il a permis de relever le niveau de productivité des exploitations horticoles sélectionnées. Les profits des bénéficiaires se sont accrus, et la qualité de leur vie s'est améliorée. Le projet a aussi permis de créer des emplois en zone urbaine et péri-urbaine, et ce, tout le long de la chaine de valeur. Enfin, l'offre en fruits et légumes de qualité s'est accrue sur les marchés citadins où elle faisait défaut.&lt;p&gt;&lt;/p&gt;Le projet a bénéficié dès le départ de la collaboration des municipalités: c'est grâce à leur soutien que l'accès aux terres des horticulteurs a été sécurisé et leurs droits fonciers juridiquement reconnus. Les mairies ont aussi aidé les bénéficiaires à s'organiser en coopératives.&lt;p&gt;&lt;/p&gt;Depuis le début du projet, la FAO a apporté un soutien matériel important: plus de 26 000 pièces d'équipement, et de 700 kg de semences d'environ 30 variétés différentes. La gestion stratégique de l'eau et la mise en place de systèmes d'irrigation a réduit les menaces de sécheresse et permis d'augmenter la productivité des sites.&lt;p&gt;&lt;/p&gt;A travers ce projet les bénéficiaires ont également reçu de nombreuses formations. Avec les Champs Ecoles Paysans - ou CEP - les horticulteurs ont analysé de nombreuses problématiques agricoles à la fois de façon théorique et de façon pratique sur le terrain. D'autres ateliers animés par des experts ont été organisés sur des Bonnes Pratiques permettant de produire plus avec moins.&lt;p&gt;&lt;/p&gt;Afin de limiter les pertes après récoltes, le projet a aussi intégré des formations sur la conservation et la transformation plus ou moins sophistiquée des produits horticoles.&lt;p&gt;&lt;/p&gt;Des agro-entrepreneurs se sont lancés dans la transformation des produits horticoles à forte valeur ajoutée et continuent de développer leur offre dans les différents pays.&lt;p&gt;&lt;/p&gt;L'ambition du projet est de créer une dynamique profonde et durable dans la société. Des jardins scolaires ont été aménagés dans des écoles, dans le but de sensibiliser les nouvelles générations à l'horticulture et à la consommation de fruits et légumes locaux.&lt;p&gt;&lt;/p&gt;Des plans d'aménagement intégrant des espaces agricoles ont été aussi élaborés au niveau national avec le support de la FAO.&lt;p&gt;&lt;/p&gt;";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2018-02-28";"fr";"urban areas;sustainable development";"Urban Tenure;Socio-Economic & Institutional Context";"002;BFA;FRA;GAB;COG";"Institutional & Promotional Materials";"http://www.fao.org/documents/card/en/c/I8629FR";"http://www.fao.org/3/i8629fr/I8629FR.pdf";"http://www.fao.org/3/i8629fr/i8629fr_200.jpg";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"40";"";""
"FAODOCREP:bde0edfd-9d43-4118-96d3-0b3603835ccf";"Pedoman Sukarela Tata Kelola Tenurial yang Bertanggung jawab Tanah, Perikanan dan Hutan dalam Konteks Ketahanan Pangan Nasional  ";"";"Pedoman ini adalah instrumen global, komprehensif pertama tentang tenurial dan pengelolaannya yang disusun melalui proses negosiasi antar pemerintah. Pedoman ini menguraikan tentang prinsip dan standar praktik bertanggung jawab mengenai pemanfaatan dan penguasaan tanah, perikanan dan hutan yang diterima secara internasional. Pedoman ini memberi panduan untuk meningkatkan kebijakan, kerangka hukum dan pengelolaan yang mengatur tentang hak-hak tenurial; untuk meningkatkan transparansi dan administ rasi sistem tenurial; dan untuk memperkuat kapasitas dan operasional dari badan-badan publik, perusahaan swasta, organisasi masyarakat sipil dan orang-orang yang peduli dengan tenurial dan tata kelolanya. Pedoman menempatkan tata kelola tenurial dalam konteks ketahanan pangan nasional, dan dimaksudkan untuk berkontribusi pada kemajuan realisasi pencapaian hak pemenuhan kecukupan pangan, pengentasan kemiskinan, perlindungan lingkungan dan pembangunan sosial dan ekonomi yang berkelanjutan.";"Ministry of Agriculture and Cooperatives, Bangkok (Thailand)";"Food and Agriculture Organization of the United Nations (FAO);Government of Thailand";"Food and Agriculture Organization of the United Nations (FAO);Government of Thailand";"Food and Agriculture Organization of the United Nations (FAO)";"2018-06-30";"id";"land governance;land tenure";"";"BFA;WSM;NAM;IDN;BRA;ETH;PAN";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/bde0edfd-9d43-4118-96d3-0b3603835ccf";"http://www.fao.org/3/i2801id/I2801ID.pdf";"http://www.fao.org/3/i2801id/i2801id_200.jpg";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"50";"";""
"FAODOCREP:I3855I";"Brevetto Suolo";"";"I Brevetti delle Nazioni Unite sono stati sviluppati allo scopo di sensibilizzare, educare e soprattutto motivare i giovani a modificare i loro comportamenti e a diventare protagonisti attivi del cambiamento nella propria comunità. I Brevetti possono essere usati per lezioni scolastiche, attività di gruppi giovanili e sono promossi da WAGGGS e WOSM. Comprendono diversi tipi di attività e idee che possono essere utilizzate facilmente da insegnanti e capigruppo. Sono già disponibili o in preparazione altri Brevetti su numerosi altri argomenti, compresi: Agricoltura, Amministrazione, Biodiversità, Cambiamento Climatico, Energia, Foreste, Genere, Gestione, Fame, Nutrizione, Oceano e Acqua. Il Brevetto Suolo è stato progettato per aiutare a educare bambini e ragazzi riguardo al ruolo vitale che il suolo svolge nel supportare la vita sulla Terra. Il Brevetto descrive la composizione del suolo, le sue funzioni e come questo è influenzato dalle pressioni esercitate dall’uomo e dal clima. Comprende, inoltre, una vasta gamma di attività e idee per stimolare l’apprendimento di informazioni riguardanti il suolo e su come possiamo gestire al meglio le risorse del terreno per assicurarci un futuro sostenibile.";"Alashiya Gordes; Isabel Sloman; Reuben Sessa";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2018-02-28";"it";"natural resources management;land management";"";"IND;NER;PRY;ITA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/I3855IT";"http://www.fao.org/3/i3855it/I3855IT.pdf";"http://www.fao.org/3/i3855it/i3855it_200.jpg";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"124";"";""
"FAODOCREP:69ea34c4-cfba-4eed-a181-f3554824c44f";"Haiti and FAO";"Strengthening food and nutrition security and enhancing rural incomes";"Haiti enjoys a dynamic partnership with FAO, which has been present in the country since 1978. FAO interventions have focused on food security and nutrition through support to the formulation of agricultural policies and the implementation of development programmes. In recent years, cooperation has centred on emergency agricultural assistance, although there is now a definite return to development programmes. The emphasis is on agricultural value chains, watershed management and development, and  resilience building in the face of climate change.";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2019-01-31";"en";"natural resources management;rural development";"";"HTI";"Institutional & Promotional Materials";"http://www.fao.org/documents/card/en/c/69ea34c4-cfba-4eed-a181-f3554824c44f";"http://www.fao.org/3/az058e/AZ058E.pdf";"http://www.fao.org/3/az058e/az058e_200.jpg";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2";"";""
"FAODOCREP:I3289R";"Ирригация в Центральной Азии в цифрах Исследование АКВАСТАТ 2012";"";"В настоящем отчете представлены результаты последнего исследования, проведенного в шести странах региона Центральной Азии, и анализируются изменения, произошедшие в течение 10 лет после первого исследования. Следуя методике АКВАСТАТ, исследование в максимальной возможной степени руководствовалось страновыми статистическими данными информацией.  Отчёт состоит из трех разделов. Раздел I детально описывает использованную методику и содержит глоссарий использованных терминов. Раздел II содержит реги ональный анализ, излагающий краткий обзор водных ресурсов, водопользования и ирригации в регионе, а также обзор тенденций развития за последние 10 лет. Отчет также описывает законодательную и институциональную базу управления водными ресурсами и экологических проблем и представляет перспективы управления водными ресурсами в сельском хозяйстве с точки зрения самих стран. Раздел III содержит подробные обзоры по Афганистану, Казахстану, Кыргызстану, Таджикистану, Туркменистану и Узбекистану,  а так же речному бассейну Аральского моря.";"Карен ФРЕНКЕН";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2012-12-31";"ru";"agricultural land management;water management;natural resources management";"";"PAK;KAZ;AFG;IND;143";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/I3289R";"http://www.fao.org/3/i3289r/I3289R.pdf";"http://www.fao.org/3/i3289r/i3289r_200.jpg";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"245";"";""
"FAODOCREP:37889627-79ff-4919-bcee-47b833c7aa75";"El estado de los bosques del mundo 2016. Infografía";"";"Los bosques y los árboles respaldan la agricultura sostenible. Estabilizan los suelos y el clima, regulan los flujos de agua, ofrecen sombra y refugio y proporcionan un hábitat a los polinizadores y los depredadores naturales de plagas agrícolas. Asimismo, contribuyen a la seguridad alimentaria de cientos de millones de personas, para quienes constituyen fuentes importantes de alimentos, energía e ingresos. Sin embargo, la agricultura sigue siendo el principal factor de la deforestación a nivel  mundial y, a menudo, las políticas agrícolas, forestales y de tierras no casan.&lt;/p&gt; &lt;p&gt;En &lt;i&gt; El estado de los bosques del mundo (SOFO) 2016&lt;/i&gt; se muestra que es posible incrementar la productividad agrícola y la seguridad alimentaria y detener o incluso invertir a un tiempo la deforestación. Paraello, se destacan los esfuerzos satisfactorios realizados por Chile, Costa Rica, Gambia, Georgia, Ghana, Túnez y Viet Nam. La planificación integrada del uso de la tierra es la clave para equilibrar lo s usos de la tierra, respaldada por los instrumentos de políticas adecuados para promover una actividad forestal y una agricultura sostenibles.&lt;/p&gt; &lt;p&gt;Documento completo &lt;a href=""http://www.fao.org/3/a-i5588s.pdf ""&gt;&lt;i&gt; El estado mundial de la pesca y la acuicultura 2016&lt;/i&gt;&lt;/a&gt;&lt;/p&gt; &lt;p&gt;Descargar el &lt;a href=""http://www.fao.org/3/a-i5850s.pdf""&gt;&lt;i&gt;Resumen&lt;/i&gt;&lt;/a&gt;&lt;/p&gt; &lt;p&gt;Descargar el &lt;a href=""http://www.fao.org/3/a-i5852s.pdf ""&gt;&lt;i&gt;Folleto&lt;/i&gt;&lt;/a&gt;&lt;/p&gt;&lt;p&gt; &lt;a href="" http://www.fao.org/publications/sofo/ 2016/es/ »&gt; Sitio web &lt;/a&gt;&lt;/p&gt; &lt;p&gt;Documentos de apoyo (disponibles solo en inglés)&lt;ul&gt;  &lt;li&gt;&lt;a href=""http://www.fao.org/3/a-C0184e.pdf ""&gt;Chile&lt;/a&gt;&lt;/li&gt; &lt;li&gt;&lt;a href=""http://www.fao.org/3/a-C0180e.pdf ""&gt;Costa Rica&lt;/a&gt;&lt;/li&gt;  &lt;li&gt;&lt;a href=""http://www.fao.org/3/a-C0182e.pdf ""&gt;Gambia&lt;/a&gt;&lt;/li&gt; &lt;li&gt;&lt;a href=""http://www.fao.org/3/a-C0181e.pdf ""&gt;Georgia&lt;/a&gt;&lt;/li&gt; &lt;li&gt;&lt;a href=""http://www.fao.org/3/a-C0183e.pdf ""&gt;Ghana&lt;/a&gt;&lt;/li&gt; &lt;li&gt;&lt;a href=""http://www.fao.org/3/a-C0185e.pdf ""&gt;Tunisia&lt;/a&gt;&lt;/li&gt; &lt;li&gt;&lt;a href=""http ://www.fao.org/3/a-C0186e.pdf ""&gt;Viet Nam&lt;/a&gt;&lt;/li&gt; &lt;/ul&gt;";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12-31";"es";"food security;agricultural landscape;land use;sustainable land management;forestry policies;forest land";"Land, Climate Change & Environment;Forest Tenure;Land & Food Security";"GMB;VNM;CHL;CHN;GHA;TUN;CRI;GEO;URY";"Institutional & Promotional Materials";"http://www.fao.org/documents/card/en/c/37889627-79ff-4919-bcee-47b833c7aa75";"http://www.fao.org/3/c0176s/C0176S.pdf";"http://www.fao.org/3/c0176s/c0176s_200.jpg";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"132";"";""
