ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"uonbi:11295/15021";"Riparian Zones in Nairobi City";"; A Study in Planning and Conservation Approaches";"This article is a contribution to the current debate on the concepts of land use planning and riparian zone
conservation. It discusses some of the major theoretical and conceptual issues that impact on the
practice of planning and conservation of riparian zones within the City of Nairobi. A conceptualization of
planning and conservation of riparian zone as well as the linkage between the two is discussed as the
paper critically seeks to identify some of the planning and conservation strategies in place, policy, legal
and institutional gaps and challenges faced. Drawing from planning and conservation experiences in the
basin from a recent study by the author, the paper has suggested possible strategies for riparian zone
conservation along Nairobi River Basin. Case study was used as the main research design.
Questionnaires and interviews were used to collect data from land users, professionals and public officers
in selected public institutions while documentary data were acquired using archival method from
documents obtained in journals, internet and reports from public and private institutions. It also entailed
use of observation and GIS mapping techniques to capture extent of riparian zones in the study sites. A
total number of 137 respondents participated in the study. Data analysis was done using qualitative and
quantitative techniques. The paper has established implications of land use types, policies and
stakeholders roles, perceptions and behaviour towards riparian zone conservation along Nairobi River
Basin";"Muketha, Silas M.
Konyimbih, Tom M.";"";"";"University of Nairobi";"2012-12-31";"en";"land;research";"";"KEN";"Journal Articles & Books";"http://erepository.uonbi.ac.ke/handle/11295/15021";"";"";"";"";"";"conservation,;planning,;riparian zone,;urban land use";""
"uonbi:11295/28177";"The Use of Sociological Methods to Assess Land-use Change: A Case Study of Lambwe Valley, Kenya";"";"Land-use history, not readily available
for most places, remains the weakest link in nearly all
studies of historic vegetation change, in Africa as well
as other places in the world. Notwithstanding,
communities hold a great wealth of knowledge on the
processes and events influencing change on the land
they occupy. The Lambwe Valley, southwestern Kenya,
has a multi-ethnic population of settlers from the early
1950s. These people have seen the transformation of
an initially forested area with diverse challenges to
their survival, to present-day scramble for the remaining
high potential land. A large part of the forces driving
human settlement and consequent changes in land-use
and cover is attributed to the control of tsetse and
trypanosomosis. The application of a socio-economic
method of mapping land-use change with the
participation of the community in this study depicted
trends and the underlying causes. The control of tsetse
fly and therefore trypanosomosis infection was
significant in driving the changes in the valley.
Agricultural intensification is suggested as a means to
support the resultant higher populations of people and
livestock.";"Njoka, T J
Muriuki, G W
Reid, R S
Nyariki, D M";"";"University of Nairobi";"University of Nairobi";"2003-12-31";"en";"land;research";"";"KEN";"Journal Articles & Books";"http://erepository.uonbi.ac.ke/handle/11295/28177";"http://erepository.uonbi.ac.ke/bitstream/handle/11295/28177/Njoka_The%20Use%20of%20Sociological%20Methods%20to%20Assess%20Land-use%20Change.pdf?sequence=3&isAllowed=y";"http://erepository.uonbi.ac.ke/bitstream/handle/11295/28177/Njoka_The%20Use%20of%20Sociological%20Methods%20to%20Assess%20Land-use%20Change.pdf.jpg?sequence=4&isAllowed=y";"";"";"";"Land-use;Tsetse;Lambwe Valley;Proportional piling;Kenya";""
"uonbi:11295/27097";"Land and water management in Kenya: towards sustainable land use.";"";"Preliminary findings on the effects of land use in the Masinga Dam catchment, Kenya, on the storage capacity of the reservoir are presented. Remote sensing and GIS techniques, supplemented with ground reports, were used to determine areas most susceptible to erosion. A representative catchment was then chosen for rainy season monitoring of soil loss, river suspended sediments and discharge response to rainfall. In addition, Gerlach-type traps were used to evaluate erosion rates under different crop covers and slope gradients. A sample of 200 households was interviewed about their perceptions of erosion problems on their farms. Preliminary results suggest that the major sediment-contributing areas are the densely populated and intensively cultivated foothills of the Aberdares, rather than the semi-arid lowlands directly bordering the reservoir. Poorly drained sealed and murram roads, together with footpaths, cattle tracks and gullies, act as extensions of the drainage network during storms, channelling sediment-laden runoff from bare areas around homesteads and schools directly into the river. Subsistence crops, particularly mono-cropped maize, appear to provide poor cover for a major part of the wet season.";"Gichuki, F N
Mungai, D N
Gachene, C K K
Thomas, D B";"";"University of Nairobi";"University of Nairobi";"2000-12-31";"en";"geographical information systems;land use;sustainable land use;water management";"Land, Climate Change & Environment";"KEN";"Reports & Research";"http://erepository.uonbi.ac.ke/handle/11295/27097";"http://erepository.uonbi.ac.ke/bitstream/handle/11295/27097/Land%20and%20water%20management%20in%20Kenya.htm?sequence=1&isAllowed=y";"";"";"";"";"Erosion;Geographical Information Systems;Geological sedimentation;Land use;Remote sensing;Reservoirs;River valleys";""
"uonbi:11295/26385";"The Land Question in Kenya: Legal and Ethical Dimensions”, in Governance";"";"";"Kameri-Mbote, Patricia";"";"University of Nairobi";"University of Nairobi";"2009-12-31";"en";"land law";"";"KEN";"Journal Articles & Books";"http://erepository.uonbi.ac.ke/handle/11295/26385";"";"";"";"";"";"Land law;Kenya";""
"uonbi:11295/20112";"Land use and land cover changes in the greater Amboseli ecosystem, Kajiado District, Kenya between 1988 and 1998.";"";"For millenia, Greater Amboseli ecosystem of Kenya has had a central role in subsistence
pastoralism and wildlife conservation by providing vast biological resources for pastoralists and
their livestock; and habitat for wildlife. Recently, with the creation of Amboseli National Park
and rapid changes in land tenure systems, the human use of the ecosystem has intensified. This
change has shaped a pastoral landscape composed of livestock grazing, wildlife conservation,
rain-fed and riverine crop cultivation and permanent settlements. A study was undertaken to map
land use over time, and document the causes and consequences of these changes for land cover,
vegetation species diversity and distribution within the 3,112 km2 of Amboseli ecosystem.
Remote sensing, Geographic Information Systems and ground-based techniques were applied.
Land-use and land-cover maps were produced with an accuracy of 85.7% and changes ana lysed
for the years 1988 and 1998. During the ten-year period, changes in natural vegetation cover and
cultivated fields were significant (p<0.05) with cultivated fields replacing 8% of natural
vegetation. Cultivation increased along the mountain slopes, rivers and swamps- areas formerly
used by pastoralists and wildlife for dry season grazing. Land-cover types changed significantly
with bushed grassland and cultivated fields increasing by 10% and 8% respectively; while
grassland and bush land decreased by 6% and 11% respectively. The overall result is a change in
landscape structure with increasing patch diversity as number of patches increased from 157 in
1988 to 250 in 1998. Likewise ecosystem complexity declined with mean cover type area
decreasing significantly (p<0.05) from 1,989 ha in 1988 to 1,247 ha in 1998. Mean cover type
perimeter and dominance value both changed significantly (p<O.O 1) from 234 meters to 211
meters and 2.09 to 2.04 respectively. The emerging land-use and land-cover types can be
attributed to changes in land tenure policies and pastoralists' socio-economic lifestyles. These ongoing
trends pose greater threat to survival of pastoralism and wildlife conservation within East
African rangelands as pastoral lands and wildlife habitats continue to be fragmented and fenced
XII
off. The results of this study reveals the need for integrated research that would address policy
issues, pastoral welfare, benefit sharing, resource accessibility and utilisation, and wildlife
conservation so that landscape fragmentation and resource degradation can be managed.";"Atieno, FO";"";"University of Nairobi";"University of Nairobi";"2000-12-31";"en";"land cover;land use";"";"KEN";"Reports & Research";"http://erepository.uonbi.ac.ke/handle/11295/20112";"";"";"";"";"";"Land use;Land cover;Ecosystem;Amboseli;Kajiando District;Kenya";""
"uonbi:11295/51812";"Soil fertility and Land Productivity Technical Handbook No. 30";"";"";"Gachene, CK
Kimaru, KG";"";"University of Nairobi";"University of Nairobi";"2003-12-31";"en";"land;research";"";"KEN";"Journal Articles & Books";"http://erepository.uonbi.ac.ke/handle/11295/51812";"";"";"";"";"";"Soil fertility;Land Productivity";""
"uonbi:11295/26374";"Monsanto vs. Schmeiser: Implications for Land Rights of Kenyan Farmers";"";"";"Kameri-Mbote, Patricia";"";"University of Nairobi";"University of Nairobi";"2009-12-31";"en";"farmers;land rights";"";"KEN";"Journal Articles & Books";"http://erepository.uonbi.ac.ke/handle/11295/26374";"";"";"";"";"";"Mosanto Vs Schmeiser;Land rights;Kenyan farmers";""
"uonbi:11295/88529";"Women’s Experiences On Food Security In Kenya: Major Challenges That They Face";"";"This paper discusses the major challenges women in Kenya face as they try to ensure and maintain food security at the household level. The challenges include access to and ownership of resources such as land, finance, water and affordable cooking energy; access to markets and proper infrastructure and

education. The paper demonstrates that women in Kenya lack land ownership deeds since land is owned by either their husbands or male relatives. Women also spend a lot of time walking long distances in search of water and wood fuel which prevents them from engaging in other income generating activities.

Moreover, poor infrastructure also makes it difficult for women to access markets for their products or to buy food even when they may have the income. Poor storage facilities or lack of such facilities makes it difficult for women to store food during times of glut and enable them to militate against food insecurity during times of drought. Finally, the paper shows that poor education or the lack of it makes it hard

for women to know the nutritional contents of various foods. Furthermore, this lack of education also makes it difficult for them to get employment and earn an income that is sufficient to maintain food security at the household level. This paper recommends that there should be sensitization of men and

women to the requirements of the Constitution that women should be equal to men in their rights to inheritance. It is, therefore, imperative that County Governments, NGOs, civil societies and community-based organizations should hold civic education sessions for both men and women and educate them on the same. Women should also be involved in the planning and implementation of various

projects that have an impact on their lives. Water, energy and road infrastructure projects should involve women in their identification, planning and implementation. Educating girls benefits the whole community and so just like sensitization on land ownership, parents should also be educated through civic
education on the need to educate the girl child because this will translate to improved welfare both for her and the household as well in terms of improved nutrition and food security.";"Ng’ang’a, Tabitha K";"";"University of Nairobi";"University of Nairobi";"2015-12-31";"en";"food security;women";"Land & Food Security;Land & Gender";"KEN";"Journal Articles & Books";"http://erepository.uonbi.ac.ke/handle/11295/88529";"";"";"";"";"";"Food security;food insecurity, food security policy water, land, energy, infrastructure, markets, constitution, experiences, women.";""
"uonbi:11295/19544";"Effects of industries and other land use systems on the water Quality within the Nairobi river sub-catchments, Kenya.";"";"This thesis examines water quality status and deterioration in the Upper-
Athi-Nairobi sub-catchments which covers an area of 1154.4 km2 with an annual
discharge rate of 99242 m3/year (9.9 X 104 m3/yr). It is based on field and
laboratory analysis of water quality parameters.
The subject matter includes the assessment of land use processes
responsible for water quality deterioration. These include Industrial and
Agricultural activities. The study demonstrates how useful industrial
(manufacturing) and agricultural (irrigation) activities are to the water quality
deterioration for different uses. No detailed work of this kind has been carried
out in Kenya so far and certainly not in the Nairobi river sub-catchments.
Water samples were collected from the two distinctive land use activities
and analysed for the different water quality parameters, notably heavy metals
and pesticides.
Heavy metals especially Mercury and Lead were found to' have high
concentrations above the critical WHOand the Kenya standards
[Mercury =0.03 and Lead =0.1 mg/L]. Other elements with harmful effects to
Human health such as Fluoride and Nitrate were found to have concentrations
surpassing the required WHOand keriya standards. Fluoride was measured at 2.5
rngZL and Nitrate at 0.5 mg/litre (L). Pesticide residues in water notably DDT,
""Ambush"" ,""Ridomil"", ""Malathion"" etc were all found to surpass the WHOand Kenya
standards for drinking water. DDT was measured at 0.000086 mg/L ""Ambush""
0.1413 mgZL, ""Ridomil"" 0.147 rngZL, ""Malathion""0.00039 mg/L. Their variations in
mass loadings per day are represented in table 48.
,
xi
Generally water quality was found to deteriorate from one river to another
in respect to the landuse activities at its proximity. Their rates of deterioration
were also found to vary. Ngong River exhibited the highest water quality
deterioration with a rate of 0.42 at Embakasi, followed by Nairobi River at
Dandora with a rate of 0.39. Kamiti River and Kasarani had the least rates of
rt<..
deterioration. This were well depicted in figure 13. These corresponded or
conformed well with the land use activities along their water courses.
Water pollutants were also found to vary with time (season) from one river
course to another. CODand BODdemonstrated a time persistence nature for most
rivers and the same with TDS. These again showed close relationship with the
land use processes. Their sources were also demonstrated to relate most to the
land-use activity.
The deterioration in water quality within the study area suggested harmful
effects to the human especially as it relates to
domestic usages of the water. This mostly related to surpasses of some water
quality parameters (e.g. Fluoride, Mercury, Pesticides such as DDT and
""Malathion"") of the recommended WHOand the Kenya quideline standards for
drinking water quality.
The study recommends an evaluation of the water quality status for
different uses within the study areas and especially groundwater and surface
waters. Human health aspects should also be considered. There must be j shiftt
towards proper land-water-conservation practices in-corporated within the
management of water resources. This must take in consideration the quality of
the waters and the sources of the water pollutants.";"Kithia, Shadrack M";"";"University of Nairobi";"University of Nairobi";"1992-12-31";"en";"land use";"";"KEN";"Reports & Research";"http://erepository.uonbi.ac.ke/handle/11295/19544";"";"";"";"";"";"Industries and other land use systems;Water Quality;Nairobi river sub-catchments, Kenya.";""
"uonbi:11295/26365";"Securing Property Rights in Land in Kenya: Formal Versus Informal";"";"";"Kameri-Mbote, Patricia";"";"University of Nairobi";"University of Nairobi";"2010-12-31";"en";"land law;property;property rights";"";"KEN";"Journal Articles & Books";"http://erepository.uonbi.ac.ke/handle/11295/26365";"";"";"";"";"";"Property rights;Land law;Kenya";""
"uonbi:11295/21138";"The impact of changing land use patterns on the numbers and distribution of livestock and wild herbivores in the Tana River District, Kenya";"";"The intent of this study was to examine the impact of
changing land use patterns on the numbers and distribution
of livestock and wild herbivores in the Tana River District,
Kenya.
A multi-method approach of aerial surveys,
questionnaires, interviews and secondary data sources were
employed to realize the objectives.
Results indicate that changes in land use patterns and
types have created conflicts that led to the reduction of
the range and affected distribution of pastoral livestock
and wild herbivores. Land use changes, such as irrigation
are possibly responsible for reduction in the numbers and
distribution of pastoral livestock and wild herbivores.
Parks, reserves and ranches have also reduced the range of
pastoral livestock. The creation of ranches has yet to
affect wild herbivore distribution because of minimal
development of the ranches but in future, wild herbivores
may be affected.
Other factors responsible for reduction in numbers
include diseases and pests, drought and poaching. Poaching
is directly responsible for the decline in elephant and
rhinoceros populations. The droughts of 1979 and
particularly that of 1984 also contributed to reductions in
numbers of livestock and wild herbivores.
Orma pastoralists attribute the curtailment of the
grazing range of theii stock to the influx of Somali
pastoralists. Overgrazing due to this influx and large
herds of livestock have rendered some range areas bare.
To alleviate the land use conflicts strategies
recommended include: multiple land use practice; continued
conservation of animals in parks and reserves; compensation
of farmers for losses suffered; provision of corridors for
access to grazing and watering areas; and allowing
pastoralists into reserves during periods of drought.";"Wargute, PW";"";"University of Nairobi";"University of Nairobi";"1992-02-28";"en";"land use";"";"KEN";"Reports & Research";"http://erepository.uonbi.ac.ke/handle/11295/21138";"http://erepository.uonbi.ac.ke/bitstream/handle/11295/21138/Wargute_The%20impact%20of%20changing%20land%20use%20patterns%20on%20the%20numbers%20and%20distribution%20of%20livestock%20and%20wild%20herbivores%20in%20the%20Tana%20River%20district%20Kenya.pdf?sequence=1&isAllowed=y";"http://erepository.uonbi.ac.ke/bitstream/handle/11295/21138/Wargute_The%20impact%20of%20changing%20land%20use%20patterns%20on%20the%20numbers%20and%20distribution%20of%20livestock%20and%20wild%20herbivores%20in%20the%20Tana%20River%20district%20Kenya.pdf.jpg?sequence=3&isAllowed=y";"";"";"";"Land use;Distribution;Livestock;Wild Herbivores;Tana River District;Kenya";""
"uonbi:11295/100387";"Resolving Land Related Conflict In Kenya: The Role Of, AU Framework And Guidelines On Land Policy.";"";"Land is measured to be very crucial to Africa’s profitable means of development, as the largest part of the populations depend on it for their wellbeing. Land disagreements are inevitable, since this is expected to occur while the population pursues their interests on land. This study examines the responsibility undertaken by the African Union framework and Guidelines on Land Policy (AU F&G) in the resolution of land associated conflicts in Kenya. Kenya has experienced a long past characterized by land associated conflicts since the colonial era and in subsequent regimes, the attempt to resolve land associated conflicts has necessities the land reforms in the country and the undertaking of a National Land Policy. A consensus between African leaders on land matters and problems in Africa necessitated the development and subsequent endorsement of the in AU F&G the guidelines are to aid African states in developing their guidelines on land policy that attain acceptable global standards of good governance. This study uses a qualitative method of research. The main purpose of the study is to comprehend the role AU F&G, in tackling conflicts associated with land. The study findings indicate that Kenya’s of land reform agenda has taken into consideration the continentals guidelines on land policy. The reform agenda is geared toward developing land guiding principles and laws that address the setbacks of land, conflict on land being one of them. The study concludes that the Kenyan National land policy and her new constitution have attempted to handle the issues associated with land related conflict and provide for its resolution. The recommendations of the study are to facilitate the developed policies on land are implemented, with an ultimate goal of achieving economic development and ensure security of land tenure and sustainable livelihoods.";"Mutava, Jacob M";"";"University of Nairobi";"University of Nairobi";"2016-12-31";"en";"land;research";"";"KEN";"Reports & Research";"http://erepository.uonbi.ac.ke/handle/11295/100387";"http://erepository.uonbi.ac.ke/bitstream/handle/11295/100387/Mutava_Resolving%20Land%20Related%20Conflict%20In%20Kenya%2c%20%20The%20Role%20Of%2c%20AU%20Framework%20And%20Guidelines%20On%20Land%20Policy..pdf?sequence=1&isAllowed=y";"http://erepository.uonbi.ac.ke/bitstream/handle/11295/100387/Mutava_Resolving%20Land%20Related%20Conflict%20In%20Kenya%2c%20%20The%20Role%20Of%2c%20AU%20Framework%20And%20Guidelines%20On%20Land%20Policy..pdf.jpg?sequence=4&isAllowed=y";"CC-BY-NC-ND";"";"";"Land Related Conflict In Kenya";""
"uonbi:11295/45481";"The Dynamics of Land Tenure and of Agrarian Systems in Africa: Land Tenure Study in the Nakuru, Kericho and Machakos Areas of the Kenya Highlands";"";"";"Odingo, Richard S";"";"University of Nairobi";"University of Nairobi";"1985-12-31";"en";"area;land tenure";"";"KEN";"";"http://erepository.uonbi.ac.ke/handle/11295/45481";"";"";"";"";"";"Land Tenure;Agrarian Systems";""
"uonbi:11295/6404";"An evaluation of the administration of land development applications in Nairobi, Kenya";"";"The study was undertaken in order to investigate the management approaches used by the institutions dealing with approvals of land development applications and assess the impacts of such management approaches on the land development applications approval processes";"Mwangi, Winfred Njeri";"";"University of Nairobi";"University of Nairobi";"2008-08-31";"en";"development;land administration";"";"KEN";"Reports & Research";"http://erepository.uonbi.ac.ke/handle/11295/6404";"http://erepository.uonbi.ac.ke/bitstream/handle/11295/6404/Mwanngi_An%20evaluation%20of%20the%20administration%20of%20land%20development%20applications%20in%20Nairobi.pdf?sequence=1&isAllowed=y";"http://erepository.uonbi.ac.ke/bitstream/handle/11295/6404/Mwanngi_An%20evaluation%20of%20the%20administration%20of%20land%20development%20applications%20in%20Nairobi.pdf.jpg?sequence=3&isAllowed=y";"";"";"";"Land Development;Land administration";""
